project,pair_id,expected_type,expected_scope,view,top_k,method_count,avg_exhaustive_similarity,avg_constrained_similarity,avg_similarity_delta,avg_candidate_reduction,total_exhaustive_candidate_pairs,total_constrained_candidate_pairs,runtime_ms,status,error,transformation_tag,difficulty,limitation_tag,notes
CallChain,java_t4_call_chain_01,T4_WEAK,MIXED,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3363,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Multiple internal helper calls
CallChain,java_t4_call_chain_01,T4_WEAK,MIXED,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3373,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Multiple internal helper calls
CallChain,java_t4_call_chain_01,T4_WEAK,MIXED,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3033,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Multiple internal helper calls
CallChain,java_t4_call_chain_auth_02,T4_WEAK,MIXED,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3108,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Validate normalize check sequence
CallChain,java_t4_call_chain_auth_02,T4_WEAK,MIXED,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3094,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Validate normalize check sequence
CallChain,java_t4_call_chain_auth_02,T4_WEAK,MIXED,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3328,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Validate normalize check sequence
CallChain,java_t4_call_chain_invoice_03,T4_WEAK,MIXED,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3454,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Subtotal tax discount helpers
CallChain,java_t4_call_chain_invoice_03,T4_WEAK,MIXED,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3480,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Subtotal tax discount helpers
CallChain,java_t4_call_chain_invoice_03,T4_WEAK,MIXED,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3681,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Subtotal tax discount helpers
CallChain,java_t4_call_chain_text_04,T4_WEAK,MIXED,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,4112,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Normalize filter compact helpers
CallChain,java_t4_call_chain_text_04,T4_WEAK,MIXED,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,4165,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Normalize filter compact helpers
CallChain,java_t4_call_chain_text_04,T4_WEAK,MIXED,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3766,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Normalize filter compact helpers
CallChain,java_t4_call_chain_risk_05,T4_WEAK,MIXED,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3634,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Several helper stages
CallChain,java_t4_call_chain_risk_05,T4_WEAK,MIXED,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3648,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Several helper stages
CallChain,java_t4_call_chain_risk_05,T4_WEAK,MIXED,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3638,success,,CALL_CHAIN_REFACTOR,L3,CALL_GRAPH_NOT_EXPANDED,Several helper stages
SemanticDifficult,java_semantic_recursion_iteration_01,INCONCLUSIVE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3549,success,,RECURSION_VS_ITERATION,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Semantic equivalence is not proven statically
SemanticDifficult,java_semantic_recursion_iteration_01,INCONCLUSIVE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3693,success,,RECURSION_VS_ITERATION,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Semantic equivalence is not proven statically
SemanticDifficult,java_semantic_recursion_iteration_01,INCONCLUSIVE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3871,success,,RECURSION_VS_ITERATION,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Semantic equivalence is not proven statically
SemanticDifficult,java_semantic_recursive_max_02,INCONCLUSIVE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,5547,success,,RECURSION_VS_ITERATION,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Recursive max vs loop max
SemanticDifficult,java_semantic_recursive_max_02,INCONCLUSIVE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3461,success,,RECURSION_VS_ITERATION,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Recursive max vs loop max
SemanticDifficult,java_semantic_recursive_max_02,INCONCLUSIVE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3154,success,,RECURSION_VS_ITERATION,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Recursive max vs loop max
SemanticDifficult,java_semantic_set_bool_03,INCONCLUSIVE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3035,success,,DATA_STRUCTURE_SWAP,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Set vs boolean array
SemanticDifficult,java_semantic_set_bool_03,INCONCLUSIVE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,5021,success,,DATA_STRUCTURE_SWAP,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Set vs boolean array
SemanticDifficult,java_semantic_set_bool_03,INCONCLUSIVE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3671,success,,DATA_STRUCTURE_SWAP,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Set vs boolean array
SemanticDifficult,java_semantic_sort_stream_04,INCONCLUSIVE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3467,success,,API_EQUIVALENT_USAGE,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Loop sorting vs stream usage
SemanticDifficult,java_semantic_sort_stream_04,INCONCLUSIVE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3373,success,,API_EQUIVALENT_USAGE,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Loop sorting vs stream usage
SemanticDifficult,java_semantic_sort_stream_04,INCONCLUSIVE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3653,success,,API_EQUIVALENT_USAGE,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Loop sorting vs stream usage
SemanticDifficult,java_semantic_loop_set_05,INCONCLUSIVE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3077,success,,DATA_STRUCTURE_SWAP,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Linear scan vs set lookup
SemanticDifficult,java_semantic_loop_set_05,INCONCLUSIVE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3369,success,,DATA_STRUCTURE_SWAP,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Linear scan vs set lookup
SemanticDifficult,java_semantic_loop_set_05,INCONCLUSIVE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,4022,success,,DATA_STRUCTURE_SWAP,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Linear scan vs set lookup
SemanticDifficult,java_semantic_dfs_06,INCONCLUSIVE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3803,success,,RECURSION_VS_ITERATION,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Recursive depth vs stack
SemanticDifficult,java_semantic_dfs_06,INCONCLUSIVE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3731,success,,RECURSION_VS_ITERATION,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Recursive depth vs stack
SemanticDifficult,java_semantic_dfs_06,INCONCLUSIVE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,4300,success,,RECURSION_VS_ITERATION,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Recursive depth vs stack
SemanticDifficult,java_semantic_reverse_07,INCONCLUSIVE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3628,success,,DATA_STRUCTURE_SWAP,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Two string reverse implementations
SemanticDifficult,java_semantic_reverse_07,INCONCLUSIVE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3781,success,,DATA_STRUCTURE_SWAP,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Two string reverse implementations
SemanticDifficult,java_semantic_reverse_07,INCONCLUSIVE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,4085,success,,DATA_STRUCTURE_SWAP,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Two string reverse implementations
SemanticDifficult,java_semantic_count_08,INCONCLUSIVE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3680,success,,DATA_STRUCTURE_SWAP,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Map vs fixed array
SemanticDifficult,java_semantic_count_08,INCONCLUSIVE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3706,success,,DATA_STRUCTURE_SWAP,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Map vs fixed array
SemanticDifficult,java_semantic_count_08,INCONCLUSIVE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3483,success,,DATA_STRUCTURE_SWAP,L4,T4_WEAK_NOT_SEMANTIC_PROOF,Map vs fixed array
NonClone,java_nonclone_01,NON_CLONE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3452,success,,UNRELATED,L1,,Different problem domains
NonClone,java_nonclone_01,NON_CLONE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3620,success,,UNRELATED,L1,,Different problem domains
NonClone,java_nonclone_01,NON_CLONE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3745,success,,UNRELATED,L1,,Different problem domains
NonClone,java_nonclone_api_overlap_02,NON_CLONE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,0,failed,"/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/target/discovre-eval/java_nonclone_api_overlap_02/left/__src/ListPrinter.java:7: error: cannot find symbol
            if (!out.isEmpty()) {
                    ^
  symbol:   method isEmpty()
  location: variable out of type StringBuilder
1 error",API_EQUIVALENT_USAGE,L2,THRESHOLDS_HEURISTIC,Both use List but tasks differ
NonClone,java_nonclone_api_overlap_02,NON_CLONE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,0,failed,"/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/target/discovre-eval/java_nonclone_api_overlap_02/left/__src/ListPrinter.java:7: error: cannot find symbol
            if (!out.isEmpty()) {
                    ^
  symbol:   method isEmpty()
  location: variable out of type StringBuilder
1 error",API_EQUIVALENT_USAGE,L2,THRESHOLDS_HEURISTIC,Both use List but tasks differ
NonClone,java_nonclone_api_overlap_02,NON_CLONE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,0,failed,"/Users/liuziqi/Documents/西大Graduate/Project_base/Code/Meng_ProjectBased_DetectCodeSimilar/code-sim/target/discovre-eval/java_nonclone_api_overlap_02/left/__src/ListPrinter.java:7: error: cannot find symbol
            if (!out.isEmpty()) {
                    ^
  symbol:   method isEmpty()
  location: variable out of type StringBuilder
1 error",API_EQUIVALENT_USAGE,L2,THRESHOLDS_HEURISTIC,Both use List but tasks differ
NonClone,java_nonclone_sorting_03,NON_CLONE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3580,success,,API_EQUIVALENT_USAGE,L2,THRESHOLDS_HEURISTIC,Collections and maps in different tasks
NonClone,java_nonclone_sorting_03,NON_CLONE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3330,success,,API_EQUIVALENT_USAGE,L2,THRESHOLDS_HEURISTIC,Collections and maps in different tasks
NonClone,java_nonclone_sorting_03,NON_CLONE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3635,success,,API_EQUIVALENT_USAGE,L2,THRESHOLDS_HEURISTIC,Collections and maps in different tasks
NonClone,java_nonclone_loop_04,NON_CLONE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3387,success,,UNRELATED,L1,,Generic loops but unrelated output
NonClone,java_nonclone_loop_04,NON_CLONE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3188,success,,UNRELATED,L1,,Generic loops but unrelated output
NonClone,java_nonclone_loop_04,NON_CLONE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3306,success,,UNRELATED,L1,,Generic loops but unrelated output
NonClone,java_nonclone_string_05,NON_CLONE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3351,success,,API_EQUIVALENT_USAGE,L2,THRESHOLDS_HEURISTIC,String APIs overlap
NonClone,java_nonclone_string_05,NON_CLONE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3196,success,,API_EQUIVALENT_USAGE,L2,THRESHOLDS_HEURISTIC,String APIs overlap
NonClone,java_nonclone_string_05,NON_CLONE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3736,success,,API_EQUIVALENT_USAGE,L2,THRESHOLDS_HEURISTIC,String APIs overlap
NonClone,java_nonclone_numbers_06,NON_CLONE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3901,success,,UNRELATED,L2,,Numeric loops have different meaning
NonClone,java_nonclone_numbers_06,NON_CLONE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3731,success,,UNRELATED,L2,,Numeric loops have different meaning
NonClone,java_nonclone_numbers_06,NON_CLONE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3610,success,,UNRELATED,L2,,Numeric loops have different meaning
NonClone,java_nonclone_maps_07,NON_CLONE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3515,success,,API_EQUIVALENT_USAGE,L2,THRESHOLDS_HEURISTIC,Map APIs overlap
NonClone,java_nonclone_maps_07,NON_CLONE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3716,success,,API_EQUIVALENT_USAGE,L2,THRESHOLDS_HEURISTIC,Map APIs overlap
NonClone,java_nonclone_maps_07,NON_CLONE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3496,success,,API_EQUIVALENT_USAGE,L2,THRESHOLDS_HEURISTIC,Map APIs overlap
NonClone,java_nonclone_validation_08,NON_CLONE,UNKNOWN,DISCOVRE_NUMERIC,8,0,0.0,0.0,0.0,0.0,0,0,3494,success,,UNRELATED,L1,,Guard clauses but unrelated semantics
NonClone,java_nonclone_validation_08,NON_CLONE,UNKNOWN,RAW_HASH_BUCKET,8,0,0.0,0.0,0.0,0.0,0,0,3575,success,,UNRELATED,L1,,Guard clauses but unrelated semantics
NonClone,java_nonclone_validation_08,NON_CLONE,UNKNOWN,HYBRID_NUMERIC_HASH,8,0,0.0,0.0,0.0,0.0,0,0,3375,success,,UNRELATED,L1,,Guard clauses but unrelated semantics
