project,pair_id,expected_type,expected_scope,view,top_k,method_count,avg_exhaustive_similarity,avg_constrained_similarity,avg_similarity_delta,max_exhaustive_similarity,max_constrained_similarity,max_non_constructor_constrained_similarity,best_left_method,best_right_method,best_non_constructor_left_method,best_non_constructor_right_method,avg_candidate_reduction,total_exhaustive_candidate_pairs,total_constrained_candidate_pairs,runtime_ms,status,error,transformation_tag,difficulty,limitation_tag,notes
LongNonClone,java_long_nonclone_invoice_03,NON_CLONE,UNKNOWN,DISCOVRE_NUMERIC,8,30,0.4285945417029358,0.396489299878578,0.03210524182435783,1.0,1.0,0.5991746845481033,InvoiceAuditA.<init>()V,InvoiceAuditUnrelatedZ.<init>()V,InvoiceAuditA.normalizeToken(Ljava/lang/String;)Ljava/lang/String;,InvoiceAuditUnrelatedZ.cleanRow(Ljava/lang/String;)Ljava/lang/String;,0.7016811821758162,3007,887,4443,success,,UNRELATED,L3,THRESHOLDS_HEURISTIC,Both files are long and loop-heavy but solve different problems.
LongNonClone,java_long_nonclone_invoice_03,NON_CLONE,UNKNOWN,RAW_HASH_BUCKET,8,30,0.3592083154350599,0.18165811189603087,0.17755020353902898,1.0,1.0,0.38095238095238093,InvoiceAuditA.<init>()V,InvoiceAuditUnrelatedZ.<init>()V,InvoiceAuditA.scoreInvoiceAuditLabels([Ljava/lang/String;)I,InvoiceAuditUnrelatedZ.countLinesWithDigits([Ljava/lang/String;)I,0.8261231346117949,1679,133,5478,success,,UNRELATED,L3,THRESHOLDS_HEURISTIC,Both files are long and loop-heavy but solve different problems.
LongNonClone,java_long_nonclone_invoice_03,NON_CLONE,UNKNOWN,HYBRID_NUMERIC_HASH,8,30,0.4105128756673645,0.20277944532294165,0.2077334303444229,1.0,1.0,0.38095238095238093,InvoiceAuditA.<init>()V,InvoiceAuditUnrelatedZ.<init>()V,InvoiceAuditA.scoreInvoiceAuditLabels([Ljava/lang/String;)I,InvoiceAuditUnrelatedZ.countWords([Ljava/lang/String;)I,0.8853150902001072,2354,136,5447,success,,UNRELATED,L3,THRESHOLDS_HEURISTIC,Both files are long and loop-heavy but solve different problems.
LongT1,java_long_t1_student_04,T1,FULL,DISCOVRE_NUMERIC,8,30,0.6958981510902015,0.5050651858571065,0.19083296523309506,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileA.<init>()V,StudentProfileA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,StudentProfileA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,0.719528103729538,3384,811,4534,success,,CONTROL_FLOW_REORDER,L2,,Long exact-style clone; comments and formatting differ.
LongT1,java_long_t1_student_04,T1,FULL,RAW_HASH_BUCKET,8,30,0.6562220358598198,0.5693295018539433,0.08689253400587654,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileA.<init>()V,StudentProfileA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,StudentProfileA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,0.787253189331994,2441,313,5465,success,,CONTROL_FLOW_REORDER,L2,,Long exact-style clone; comments and formatting differ.
LongT1,java_long_t1_student_04,T1,FULL,HYBRID_NUMERIC_HASH,8,30,0.6982600513500553,0.5723850574094987,0.12587499394055643,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileA.<init>()V,StudentProfileA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,StudentProfileA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,0.8436669523066346,2790,312,5252,success,,CONTROL_FLOW_REORDER,L2,,Long exact-style clone; comments and formatting differ.
LongT2,java_long_t2_student_04,T2,FULL,DISCOVRE_NUMERIC,8,30,0.5620472236414532,0.47751467991977514,0.084532543721678,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileB.<init>()V,StudentProfileA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,StudentProfileB.compute([I[Ljava/lang/String;Ljava/lang/String;I)I,0.6838254093440412,3241,878,4547,success,,RENAMING,L2,THRESHOLDS_HEURISTIC,"Long class with renamed class, methods, parameters, and locals."
LongT2,java_long_t2_student_04,T2,FULL,RAW_HASH_BUCKET,8,30,0.6608695982733123,0.539680499083561,0.12118909918975142,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileB.<init>()V,StudentProfileA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,StudentProfileB.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.7935744750976378,2444,299,5301,success,,RENAMING,L2,THRESHOLDS_HEURISTIC,"Long class with renamed class, methods, parameters, and locals."
LongT2,java_long_t2_student_04,T2,FULL,HYBRID_NUMERIC_HASH,8,30,0.6889846021547279,0.547841406615848,0.14114319553887994,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileB.<init>()V,StudentProfileA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,StudentProfileB.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.847191989828172,2788,301,5173,success,,RENAMING,L2,THRESHOLDS_HEURISTIC,"Long class with renamed class, methods, parameters, and locals."
LongT3,java_long_t3_student_04,T3,FULL,DISCOVRE_NUMERIC,8,30,0.5655826147170507,0.47656407477739926,0.08901853993965139,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileC.<init>()V,StudentProfileA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,StudentProfileC.compute([I[Ljava/lang/String;Ljava/lang/String;I)I,0.6844823482005631,3235,873,4400,success,,STATEMENT_INSERT_DELETE,L3,THRESHOLDS_HEURISTIC,Long Type-3 clone with guard insertion and scoring edits.
LongT3,java_long_t3_student_04,T3,FULL,RAW_HASH_BUCKET,8,30,0.6523758820136659,0.5156067500178212,0.13676913199584473,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileC.<init>()V,StudentProfileA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,StudentProfileC.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.7959389063948479,2463,286,5676,success,,STATEMENT_INSERT_DELETE,L3,THRESHOLDS_HEURISTIC,Long Type-3 clone with guard insertion and scoring edits.
LongT3,java_long_t3_student_04,T3,FULL,HYBRID_NUMERIC_HASH,8,30,0.6944138975039014,0.532822573325465,0.1615913241784363,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileC.<init>()V,StudentProfileA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,StudentProfileC.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.8486231980263248,2812,292,5957,success,,STATEMENT_INSERT_DELETE,L3,THRESHOLDS_HEURISTIC,Long Type-3 clone with guard insertion and scoring edits.
LongInternalHelper,java_long_helper_student_04,T4_WEAK,FULL,DISCOVRE_NUMERIC,8,30,0.5620472236414532,0.47751467991977514,0.084532543721678,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileD.<init>()V,StudentProfileA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,StudentProfileD.compute([I[Ljava/lang/String;Ljava/lang/String;I)I,0.6835216493628617,3241,880,4533,success,,INLINE_TO_HELPER,L3,CALL_GRAPH_NOT_EXPANDED,Long inline-to-helper extraction case.
LongInternalHelper,java_long_helper_student_04,T4_WEAK,FULL,RAW_HASH_BUCKET,8,30,0.6580918204955346,0.5433969621714035,0.11469485832413104,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileD.<init>()V,StudentProfileA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,StudentProfileD.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.7939178978427982,2431,298,6133,success,,INLINE_TO_HELPER,L3,CALL_GRAPH_NOT_EXPANDED,Long inline-to-helper extraction case.
LongInternalHelper,java_long_helper_student_04,T4_WEAK,FULL,HYBRID_NUMERIC_HASH,8,30,0.6862068243769502,0.550341406615848,0.13586541776110217,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileD.<init>()V,StudentProfileA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,StudentProfileD.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.8458389004427589,2775,303,4734,success,,INLINE_TO_HELPER,L3,CALL_GRAPH_NOT_EXPANDED,Long inline-to-helper extraction case.
LongCallChain,java_long_call_chain_student_04,T4_WEAK,MIXED,DISCOVRE_NUMERIC,8,30,0.5519086835202706,0.44419300175686505,0.10771568176340547,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileE.<init>()V,StudentProfileA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,StudentProfileE.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.6885376948507334,3163,785,3314,success,,CALL_CHAIN_REFACTOR,L4,CALL_GRAPH_NOT_EXPANDED,Main workflow is split into staged internal calls.
LongCallChain,java_long_call_chain_student_04,T4_WEAK,MIXED,RAW_HASH_BUCKET,8,30,0.6453603096114319,0.5224321878322482,0.12292812177918368,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileE.<init>()V,StudentProfileA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,StudentProfileE.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.8181047647863623,2390,278,4097,success,,CALL_CHAIN_REFACTOR,L4,CALL_GRAPH_NOT_EXPANDED,Main workflow is split into staged internal calls.
LongCallChain,java_long_call_chain_student_04,T4_WEAK,MIXED,HYBRID_NUMERIC_HASH,8,30,0.6819350621101599,0.5370979149031343,0.14483714720702548,1.0,1.0,1.0,StudentProfileA.<init>()V,StudentProfileE.<init>()V,StudentProfileA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,StudentProfileE.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.8351211716201422,2606,285,4384,success,,CALL_CHAIN_REFACTOR,L4,CALL_GRAPH_NOT_EXPANDED,Main workflow is split into staged internal calls.
LongNonClone,java_long_nonclone_student_04,NON_CLONE,UNKNOWN,DISCOVRE_NUMERIC,8,30,0.4285945417029358,0.396489299878578,0.03210524182435783,1.0,1.0,0.5991746845481033,StudentProfileA.<init>()V,StudentProfileUnrelatedZ.<init>()V,StudentProfileA.normalizeToken(Ljava/lang/String;)Ljava/lang/String;,StudentProfileUnrelatedZ.cleanRow(Ljava/lang/String;)Ljava/lang/String;,0.7016811821758162,3007,887,3297,success,,UNRELATED,L3,THRESHOLDS_HEURISTIC,Both files are long and loop-heavy but solve different problems.
LongNonClone,java_long_nonclone_student_04,NON_CLONE,UNKNOWN,RAW_HASH_BUCKET,8,30,0.3544230629620478,0.17965673163378104,0.17476633132826674,1.0,1.0,0.38095238095238093,StudentProfileA.<init>()V,StudentProfileUnrelatedZ.<init>()V,StudentProfileA.scoreStudentProfileLabels([Ljava/lang/String;)I,StudentProfileUnrelatedZ.countLinesWithDigits([Ljava/lang/String;)I,0.8251545199275021,1675,132,4104,success,,UNRELATED,L3,THRESHOLDS_HEURISTIC,Both files are long and loop-heavy but solve different problems.
LongNonClone,java_long_nonclone_student_04,NON_CLONE,UNKNOWN,HYBRID_NUMERIC_HASH,8,30,0.3994954781380634,0.19399576063978805,0.2054997174982754,1.0,1.0,0.38095238095238093,StudentProfileA.<init>()V,StudentProfileUnrelatedZ.<init>()V,StudentProfileA.scoreStudentProfileLabels([Ljava/lang/String;)I,StudentProfileUnrelatedZ.countWords([Ljava/lang/String;)I,0.8872487940876713,2368,129,4188,success,,UNRELATED,L3,THRESHOLDS_HEURISTIC,Both files are long and loop-heavy but solve different problems.
LongT1,java_long_t1_shipment_05,T1,FULL,DISCOVRE_NUMERIC,8,30,0.6958981510902015,0.5050651858571065,0.19083296523309506,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanA.<init>()V,ShipmentPlanA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,ShipmentPlanA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,0.719528103729538,3384,811,3375,success,,CONTROL_FLOW_REORDER,L2,,Long exact-style clone; comments and formatting differ.
LongT1,java_long_t1_shipment_05,T1,FULL,RAW_HASH_BUCKET,8,30,0.6608695982733123,0.5681130387661006,0.09275655950721173,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanA.<init>()V,ShipmentPlanA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,ShipmentPlanA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,0.7887188521107448,2444,311,4121,success,,CONTROL_FLOW_REORDER,L2,,Long exact-style clone; comments and formatting differ.
LongT1,java_long_t1_shipment_05,T1,FULL,HYBRID_NUMERIC_HASH,8,30,0.6849496594174465,0.5692906947421961,0.1156589646752504,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanA.<init>()V,ShipmentPlanA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,ShipmentPlanA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,0.8509571314121074,2862,316,3913,success,,CONTROL_FLOW_REORDER,L2,,Long exact-style clone; comments and formatting differ.
LongT2,java_long_t2_shipment_05,T2,FULL,DISCOVRE_NUMERIC,8,30,0.5620472236414532,0.47751467991977514,0.084532543721678,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanB.<init>()V,ShipmentPlanA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,ShipmentPlanB.compute([I[Ljava/lang/String;Ljava/lang/String;I)I,0.6838254093440412,3241,878,3152,success,,RENAMING,L2,THRESHOLDS_HEURISTIC,"Long class with renamed class, methods, parameters, and locals."
LongT2,java_long_t2_shipment_05,T2,FULL,RAW_HASH_BUCKET,8,30,0.6608695982733123,0.5450971657502276,0.11577243252308474,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanB.<init>()V,ShipmentPlanA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,ShipmentPlanB.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.7923415729989348,2444,302,4192,success,,RENAMING,L2,THRESHOLDS_HEURISTIC,"Long class with renamed class, methods, parameters, and locals."
LongT2,java_long_t2_shipment_05,T2,FULL,HYBRID_NUMERIC_HASH,8,30,0.6849496594174465,0.5447596702111714,0.14018998920627496,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanB.<init>()V,ShipmentPlanA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,ShipmentPlanB.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.8546891074561135,2862,305,4122,success,,RENAMING,L2,THRESHOLDS_HEURISTIC,"Long class with renamed class, methods, parameters, and locals."
LongT3,java_long_t3_shipment_05,T3,FULL,DISCOVRE_NUMERIC,8,30,0.5655826147170507,0.47656407477739926,0.08901853993965139,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanC.<init>()V,ShipmentPlanA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,ShipmentPlanC.compute([I[Ljava/lang/String;Ljava/lang/String;I)I,0.6844823482005631,3235,873,3250,success,,STATEMENT_INSERT_DELETE,L3,THRESHOLDS_HEURISTIC,Long Type-3 clone with guard insertion and scoring edits.
LongT3,java_long_t3_shipment_05,T3,FULL,RAW_HASH_BUCKET,8,30,0.6570234444271585,0.5181089700200412,0.13891447440711732,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanC.<init>()V,ShipmentPlanA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,ShipmentPlanC.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.7967042961229669,2466,288,4030,success,,STATEMENT_INSERT_DELETE,L3,THRESHOLDS_HEURISTIC,Long Type-3 clone with guard insertion and scoring edits.
LongT3,java_long_t3_shipment_05,T3,FULL,HYBRID_NUMERIC_HASH,8,30,0.6811810166662088,0.529445631827144,0.15173538483906482,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanC.<init>()V,ShipmentPlanA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,ShipmentPlanC.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.8539242809555069,2824,296,4100,success,,STATEMENT_INSERT_DELETE,L3,THRESHOLDS_HEURISTIC,Long Type-3 clone with guard insertion and scoring edits.
LongInternalHelper,java_long_helper_shipment_05,T4_WEAK,FULL,DISCOVRE_NUMERIC,8,30,0.5620472236414532,0.47751467991977514,0.084532543721678,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanD.<init>()V,ShipmentPlanA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,ShipmentPlanD.compute([I[Ljava/lang/String;Ljava/lang/String;I)I,0.6835216493628617,3241,880,3338,success,,INLINE_TO_HELPER,L3,CALL_GRAPH_NOT_EXPANDED,Long inline-to-helper extraction case.
LongInternalHelper,java_long_helper_shipment_05,T4_WEAK,FULL,RAW_HASH_BUCKET,8,30,0.6580918204955346,0.5341249435280054,0.12396687696752919,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanD.<init>()V,ShipmentPlanA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,ShipmentPlanD.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.7948912771145105,2431,295,4227,success,,INLINE_TO_HELPER,L3,CALL_GRAPH_NOT_EXPANDED,Long inline-to-helper extraction case.
LongInternalHelper,java_long_helper_shipment_05,T4_WEAK,FULL,HYBRID_NUMERIC_HASH,8,30,0.686129313282034,0.5388668130683143,0.1472625002137196,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanD.<init>()V,ShipmentPlanA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,ShipmentPlanD.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.8488730529598161,2835,301,4111,success,,INLINE_TO_HELPER,L3,CALL_GRAPH_NOT_EXPANDED,Long inline-to-helper extraction case.
LongCallChain,java_long_call_chain_shipment_05,T4_WEAK,MIXED,DISCOVRE_NUMERIC,8,30,0.5519086835202706,0.44419300175686505,0.10771568176340547,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanE.<init>()V,ShipmentPlanA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,ShipmentPlanE.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.6885376948507334,3163,785,3276,success,,CALL_CHAIN_REFACTOR,L4,CALL_GRAPH_NOT_EXPANDED,Main workflow is split into staged internal calls.
LongCallChain,java_long_call_chain_shipment_05,T4_WEAK,MIXED,RAW_HASH_BUCKET,8,30,0.6453603096114319,0.5231266322766926,0.12223367733473924,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanE.<init>()V,ShipmentPlanA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,ShipmentPlanE.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.8177578746065352,2390,278,4122,success,,CALL_CHAIN_REFACTOR,L4,CALL_GRAPH_NOT_EXPANDED,Main workflow is split into staged internal calls.
LongCallChain,java_long_call_chain_shipment_05,T4_WEAK,MIXED,HYBRID_NUMERIC_HASH,8,30,0.672023779940155,0.5302714651350533,0.14175231480510178,1.0,1.0,1.0,ShipmentPlanA.<init>()V,ShipmentPlanE.<init>()V,ShipmentPlanA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,ShipmentPlanE.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.8362000378562177,2537,285,4228,success,,CALL_CHAIN_REFACTOR,L4,CALL_GRAPH_NOT_EXPANDED,Main workflow is split into staged internal calls.
LongNonClone,java_long_nonclone_shipment_05,NON_CLONE,UNKNOWN,DISCOVRE_NUMERIC,8,30,0.4285945417029358,0.396489299878578,0.03210524182435783,1.0,1.0,0.5991746845481033,ShipmentPlanA.<init>()V,ShipmentPlanUnrelatedZ.<init>()V,ShipmentPlanA.normalizeToken(Ljava/lang/String;)Ljava/lang/String;,ShipmentPlanUnrelatedZ.cleanRow(Ljava/lang/String;)Ljava/lang/String;,0.7016811821758162,3007,887,3293,success,,UNRELATED,L3,THRESHOLDS_HEURISTIC,Both files are long and loop-heavy but solve different problems.
LongNonClone,java_long_nonclone_shipment_05,NON_CLONE,UNKNOWN,RAW_HASH_BUCKET,8,30,0.36273947116994926,0.17754850470180136,0.18519096646814787,1.0,1.0,0.33333333333333326,ShipmentPlanA.<init>()V,ShipmentPlanUnrelatedZ.<init>()V,ShipmentPlanA.scoreShipmentPlanLabels([Ljava/lang/String;)I,ShipmentPlanUnrelatedZ.countLinesWithDigits([Ljava/lang/String;)I,0.8272837586454599,1712,130,4339,success,,UNRELATED,L3,THRESHOLDS_HEURISTIC,Both files are long and loop-heavy but solve different problems.
LongNonClone,java_long_nonclone_shipment_05,NON_CLONE,UNKNOWN,HYBRID_NUMERIC_HASH,8,30,0.4081625728549341,0.20068074677628753,0.20748182607864657,1.0,1.0,0.4285714285714286,ShipmentPlanA.<init>()V,ShipmentPlanUnrelatedZ.<init>()V,ShipmentPlanA.scoreShipmentPlanLabels([Ljava/lang/String;)I,ShipmentPlanUnrelatedZ.countWords([Ljava/lang/String;)I,0.8857488581770817,2359,133,4268,success,,UNRELATED,L3,THRESHOLDS_HEURISTIC,Both files are long and loop-heavy but solve different problems.
LongT1,java_long_t1_ticket_06,T1,FULL,DISCOVRE_NUMERIC,8,30,0.6958981510902015,0.5050651858571065,0.19083296523309506,1.0,1.0,1.0,TicketReviewA.<init>()V,TicketReviewA.<init>()V,TicketReviewA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,TicketReviewA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,0.719528103729538,3384,811,3366,success,,CONTROL_FLOW_REORDER,L2,,Long exact-style clone; comments and formatting differ.
LongT1,java_long_t1_ticket_06,T1,FULL,RAW_HASH_BUCKET,8,30,0.6608695982733123,0.5681130387661006,0.09275655950721173,1.0,1.0,1.0,TicketReviewA.<init>()V,TicketReviewA.<init>()V,TicketReviewA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,TicketReviewA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,0.7883787160563231,2444,312,4331,success,,CONTROL_FLOW_REORDER,L2,,Long exact-style clone; comments and formatting differ.
LongT1,java_long_t1_ticket_06,T1,FULL,HYBRID_NUMERIC_HASH,8,30,0.6850271705123627,0.5666447847978466,0.11838238571451602,1.0,1.0,1.0,TicketReviewA.<init>()V,TicketReviewA.<init>()V,TicketReviewA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,TicketReviewA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,0.848586731945482,2802,315,3998,success,,CONTROL_FLOW_REORDER,L2,,Long exact-style clone; comments and formatting differ.
LongT2,java_long_t2_ticket_06,T2,FULL,DISCOVRE_NUMERIC,8,30,0.5620472236414532,0.47751467991977514,0.084532543721678,1.0,1.0,1.0,TicketReviewA.<init>()V,TicketReviewB.<init>()V,TicketReviewA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,TicketReviewB.compute([I[Ljava/lang/String;Ljava/lang/String;I)I,0.6838254093440412,3241,878,3280,success,,RENAMING,L2,THRESHOLDS_HEURISTIC,"Long class with renamed class, methods, parameters, and locals."
LongT2,java_long_t2_ticket_06,T2,FULL,RAW_HASH_BUCKET,8,30,0.6608695982733123,0.5430138324168943,0.11785576585641808,1.0,1.0,1.0,TicketReviewA.<init>()V,TicketReviewB.<init>()V,TicketReviewA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,TicketReviewB.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.7926170550925987,2444,301,3997,success,,RENAMING,L2,THRESHOLDS_HEURISTIC,"Long class with renamed class, methods, parameters, and locals."
LongT2,java_long_t2_ticket_06,T2,FULL,HYBRID_NUMERIC_HASH,8,30,0.6850271705123627,0.5497995467026086,0.13522762380975412,1.0,1.0,1.0,TicketReviewA.<init>()V,TicketReviewB.<init>()V,TicketReviewA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,TicketReviewB.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.8519571710302069,2802,305,4077,success,,RENAMING,L2,THRESHOLDS_HEURISTIC,"Long class with renamed class, methods, parameters, and locals."
LongT3,java_long_t3_ticket_06,T3,FULL,DISCOVRE_NUMERIC,8,30,0.5655826147170507,0.47656407477739926,0.08901853993965139,1.0,1.0,1.0,TicketReviewA.<init>()V,TicketReviewC.<init>()V,TicketReviewA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,TicketReviewC.compute([I[Ljava/lang/String;Ljava/lang/String;I)I,0.6844823482005631,3235,873,3284,success,,STATEMENT_INSERT_DELETE,L3,THRESHOLDS_HEURISTIC,Long Type-3 clone with guard insertion and scoring edits.
LongT3,java_long_t3_ticket_06,T3,FULL,RAW_HASH_BUCKET,8,30,0.6570234444271585,0.5135310479421191,0.1434923964850394,1.0,1.0,1.0,TicketReviewA.<init>()V,TicketReviewC.<init>()V,TicketReviewA.hasStableWindow([II)Z,TicketReviewC.hasStableWindow([II)Z,0.7964725854796021,2466,285,4086,success,,STATEMENT_INSERT_DELETE,L3,THRESHOLDS_HEURISTIC,Long Type-3 clone with guard insertion and scoring edits.
LongT3,java_long_t3_ticket_06,T3,FULL,HYBRID_NUMERIC_HASH,8,30,0.6904564658615361,0.5150115119225831,0.175444953938953,1.0,1.0,1.0,TicketReviewA.<init>()V,TicketReviewC.<init>()V,TicketReviewA.hasStableWindow([II)Z,TicketReviewC.hasStableWindow([II)Z,0.857550671529683,2826,287,4168,success,,STATEMENT_INSERT_DELETE,L3,THRESHOLDS_HEURISTIC,Long Type-3 clone with guard insertion and scoring edits.
LongInternalHelper,java_long_helper_ticket_06,T4_WEAK,FULL,DISCOVRE_NUMERIC,8,30,0.5620472236414532,0.47751467991977514,0.084532543721678,1.0,1.0,1.0,TicketReviewA.<init>()V,TicketReviewD.<init>()V,TicketReviewA.evaluate([I[Ljava/lang/String;Ljava/lang/String;I)I,TicketReviewD.compute([I[Ljava/lang/String;Ljava/lang/String;I)I,0.6835216493628617,3241,880,3301,success,,INLINE_TO_HELPER,L3,CALL_GRAPH_NOT_EXPANDED,Long inline-to-helper extraction case.
LongInternalHelper,java_long_helper_ticket_06,T4_WEAK,FULL,RAW_HASH_BUCKET,8,30,0.6580918204955346,0.5360693879724499,0.12202243252308474,1.0,1.0,1.0,TicketReviewA.<init>()V,TicketReviewD.<init>()V,TicketReviewA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,TicketReviewD.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.7940816574920135,2431,299,4117,success,,INLINE_TO_HELPER,L3,CALL_GRAPH_NOT_EXPANDED,Long inline-to-helper extraction case.
LongInternalHelper,java_long_helper_ticket_06,T4_WEAK,FULL,HYBRID_NUMERIC_HASH,8,30,0.6858143369042816,0.5367439911470531,0.1490703457572286,1.0,1.0,1.0,TicketReviewA.<init>()V,TicketReviewD.<init>()V,TicketReviewA.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,TicketReviewD.checksumBonus([Ljava/lang/String;Ljava/lang/String;)I,0.8506930869330798,2751,302,4253,success,,INLINE_TO_HELPER,L3,CALL_GRAPH_NOT_EXPANDED,Long inline-to-helper extraction case.
