pair_id,ref_index,range_index,kind,clone_type,operator,left_begin,left_end,right_begin,right_end
R00126,7,-1,UNTOUCHED,T1,none,96,107,98,109
R00127,0,0,CLONE_INTERVAL,T2,t2_rename_local_x1,8,15,8,15
R00127,1,0,MUTATION,T2,t2_rename_local_x1,9,11,9,11
R00127,2,0,MUTATION,T2,t2_rename_local_x1,13,13,13,13
R00127,3,1,CLONE_INTERVAL,T3,t3_wrap_statement,23,28,23,30
R00127,4,1,MUTATION,T3,t3_wrap_statement,,,23,23
R00127,5,-1,UNTOUCHED,T1,none,3,7,3,7
R00127,6,-1,UNTOUCHED,T1,none,16,22,16,22
R00127,7,-1,UNTOUCHED,T1,none,29,32,31,34
R00128,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,102,110,102,110
R00128,1,0,MUTATION,T1,t1_add_eol_comment,106,106,106,106
R00128,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,126,134,126,135
R00128,3,1,MUTATION,T1,t1_add_block_comment,,,127,127
R00128,4,-1,UNTOUCHED,T1,none,98,101,98,101
R00128,5,-1,UNTOUCHED,T1,none,111,120,111,120
R00128,6,-1,UNTOUCHED,T1,none,122,125,122,125
R00128,7,-1,UNTOUCHED,T1,none,135,144,136,145
R00129,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,7,12,7,12
R00129,1,0,MUTATION,T2,t2_change_string_literal,8,8,8,8
R00129,2,1,CLONE_INTERVAL,T3,t3_delete_statement,35,45,35,44
R00129,3,1,MUTATION,T3,t3_delete_statement,39,39,,
R00129,4,-1,UNTOUCHED,T1,none,4,6,4,6
R00129,5,-1,UNTOUCHED,T1,none,13,34,13,34
R00129,6,-1,UNTOUCHED,T1,none,46,48,45,47
R00130,0,0,CLONE_INTERVAL,T2,t2_rename_local_x1,31,36,31,36
R00130,1,0,MUTATION,T2,t2_rename_local_x1,34,35,34,35
R00130,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,63,74,63,75
R00130,3,1,MUTATION,T1,t1_add_blank_line,,,71,71
R00130,4,-1,UNTOUCHED,T1,none,27,30,27,30
R00130,5,-1,UNTOUCHED,T1,none,37,41,37,41
R00130,6,-1,UNTOUCHED,T1,none,59,62,59,62
R00130,7,-1,UNTOUCHED,T1,none,75,80,76,81
R00131,0,0,CLONE_INTERVAL,T2,t2_rename_local_x2,6,11,6,11
R00131,1,0,MUTATION,T2,t2_rename_local_x2,7,9,7,9
R00131,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,15,20,15,22
R00131,3,1,MUTATION,T3,t3_wrap_statement,,,15,15
R00131,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00131,5,-1,UNTOUCHED,T1,none,12,14,12,14
R00131,6,-1,UNTOUCHED,T1,none,21,29,23,31
R00132,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,6,11,6,12
R00132,1,0,MUTATION,T1,t1_add_block_comment,,,11,11
R00132,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,19,24,20,26
R00132,3,1,MUTATION,T1,t1_add_block_comment,,,22,22
R00132,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00132,5,-1,UNTOUCHED,T1,none,12,18,13,19
R00132,6,-1,UNTOUCHED,T1,none,25,29,27,31
R00133,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,42,54,42,55
R00133,1,0,MUTATION,T1,t1_add_block_comment,,,48,48
R00133,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,114,120,115,121
R00133,3,1,MUTATION,T1,t1_add_eol_comment,117,117,118,118
R00133,4,-1,UNTOUCHED,T1,none,38,41,38,41
R00133,5,-1,UNTOUCHED,T1,none,55,61,56,62
R00133,6,-1,UNTOUCHED,T1,none,110,113,111,114
R00133,7,-1,UNTOUCHED,T1,none,121,126,122,127
R00134,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,16,23,16,25
R00134,1,0,MUTATION,T3,t3_wrap_statement,,,18,18
R00134,2,1,CLONE_INTERVAL,T3,t3_insert_statement,118,123,120,126
R00134,3,1,MUTATION,T3,t3_insert_statement,,,122,122
R00134,4,-1,UNTOUCHED,T1,none,8,15,8,15
R00134,5,-1,UNTOUCHED,T1,none,24,53,26,55
R00134,6,-1,UNTOUCHED,T1,none,113,117,115,119
R00134,7,-1,UNTOUCHED,T1,none,124,138,127,141
R00135,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,7,12,7,12
R00135,1,0,MUTATION,T1,t1_add_eol_comment,11,11,11,11
R00135,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,22,27,22,27
R00135,3,1,MUTATION,T1,t1_add_eol_comment,22,22,22,22
R00135,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00135,5,-1,UNTOUCHED,T1,none,13,17,13,17
R00135,6,-1,UNTOUCHED,T1,none,19,21,19,21
R00135,7,-1,UNTOUCHED,T1,none,28,33,28,33
R00136,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,8,13,8,14
R00136,1,0,MUTATION,T1,t1_add_blank_line,,,9,9
R00136,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,17,26,18,28
R00136,3,1,MUTATION,T1,t1_add_block_comment,,,19,19
R00136,4,-1,UNTOUCHED,T1,none,3,7,3,7
R00136,5,-1,UNTOUCHED,T1,none,14,16,15,17
R00136,6,-1,UNTOUCHED,T1,none,27,29,29,31
R00137,0,0,CLONE_INTERVAL,T2,t2_rename_local_x1,6,11,6,11
R00137,1,0,MUTATION,T2,t2_rename_local_x1,8,9,8,9
R00137,2,1,CLONE_INTERVAL,T2,t2_rename_local_x3,15,39,15,39
R00137,3,1,MUTATION,T2,t2_rename_local_x3,15,16,15,16
R00137,4,1,MUTATION,T2,t2_rename_local_x3,18,20,18,20
R00137,5,1,MUTATION,T2,t2_rename_local_x3,27,28,27,28
R00137,6,1,MUTATION,T2,t2_rename_local_x3,30,30,30,30
R00137,7,1,MUTATION,T2,t2_rename_local_x3,33,33,33,33
R00137,8,1,MUTATION,T2,t2_rename_local_x3,36,37,36,37
R00137,9,-1,UNTOUCHED,T1,none,3,5,3,5
R00137,10,-1,UNTOUCHED,T1,none,12,14,12,14
R00137,11,-1,UNTOUCHED,T1,none,40,42,40,42
R00138,0,0,CLONE_INTERVAL,T3,t3_insert_statement,109,116,109,117
R00138,1,0,MUTATION,T3,t3_insert_statement,,,110,110
R00138,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,121,131,122,134
R00138,3,1,MUTATION,T3,t3_wrap_statement,,,125,125
R00138,4,-1,UNTOUCHED,T1,none,103,108,103,108
R00138,5,-1,UNTOUCHED,T1,none,117,120,118,121
R00138,6,-1,UNTOUCHED,T1,none,132,139,135,142
R00139,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,8,23,8,24
R00139,1,0,MUTATION,T1,t1_add_block_comment,,,17,17
R00139,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,29,38,30,39
R00139,3,1,MUTATION,T2,t2_change_int_literal,29,29,30,30
R00139,4,-1,UNTOUCHED,T1,none,5,7,5,7
R00139,5,-1,UNTOUCHED,T1,none,24,28,25,29
R00139,6,-1,UNTOUCHED,T1,none,39,44,40,45
R00140,0,0,CLONE_INTERVAL,T1,t1_reindent,14,27,14,27
R00140,1,0,MUTATION,T1,t1_reindent,14,27,14,27
R00140,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,31,38,31,38
R00140,3,1,MUTATION,T1,t1_add_eol_comment,38,38,38,38
R00140,4,-1,UNTOUCHED,T1,none,8,13,8,13
R00140,5,-1,UNTOUCHED,T1,none,28,30,28,30
R00140,6,-1,UNTOUCHED,T1,none,39,48,39,48
R00141,0,0,CLONE_INTERVAL,T2,t2_rename_local_x2,28,37,28,37
R00141,1,0,MUTATION,T2,t2_rename_local_x2,29,34,29,34
R00141,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,114,119,114,120
R00141,3,1,MUTATION,T1,t1_add_block_comment,,,115,115
R00141,4,-1,UNTOUCHED,T1,none,25,27,25,27
R00141,5,-1,UNTOUCHED,T1,none,38,43,38,43
R00141,6,-1,UNTOUCHED,T1,none,109,113,109,113
R00141,7,-1,UNTOUCHED,T1,none,120,129,121,130
R00142,0,0,CLONE_INTERVAL,T1,t1_reindent,7,12,7,12
R00142,1,0,MUTATION,T1,t1_reindent,7,12,7,12
R00142,2,1,CLONE_INTERVAL,T1,t1_reindent,16,21,16,21
R00142,3,1,MUTATION,T1,t1_reindent,16,21,16,21
R00142,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00142,5,-1,UNTOUCHED,T1,none,13,15,13,15
R00142,6,-1,UNTOUCHED,T1,none,22,25,22,25
R00143,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,63,69,63,69
R00143,1,0,MUTATION,T2,t2_change_int_literal,63,63,63,63
R00143,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,142,147,142,148
R00143,3,1,MUTATION,T1,t1_add_block_comment,,,147,147
R00143,4,-1,UNTOUCHED,T1,none,59,62,59,62
R00143,5,-1,UNTOUCHED,T1,none,70,78,70,78
R00143,6,-1,UNTOUCHED,T1,none,136,141,136,141
R00143,7,-1,UNTOUCHED,T1,none,148,162,149,163
R00144,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,7,12,7,13
R00144,1,0,MUTATION,T1,t1_add_block_comment,,,9,9
R00144,2,1,CLONE_INTERVAL,T3,t3_insert_statement,19,26,20,28
R00144,3,1,MUTATION,T3,t3_insert_statement,,,23,23
R00144,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00144,5,-1,UNTOUCHED,T1,none,13,18,14,19
R00144,6,-1,UNTOUCHED,T1,none,27,36,29,38
R00145,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,53,58,53,59
R00145,1,0,MUTATION,T1,t1_add_block_comment,,,54,54
R00145,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,62,68,63,69
R00145,3,1,MUTATION,T2,t2_change_int_literal,62,62,63,63
R00145,4,-1,UNTOUCHED,T1,none,48,52,48,52
R00145,5,-1,UNTOUCHED,T1,none,59,61,60,62
R00145,6,-1,UNTOUCHED,T1,none,69,72,70,73
R00146,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,34,40,34,40
R00146,1,0,MUTATION,T2,t2_change_int_literal,37,37,37,37
R00146,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,217,222,217,223
R00146,3,1,MUTATION,T1,t1_add_block_comment,,,218,218
R00146,4,-1,UNTOUCHED,T1,none,27,33,27,33
R00146,5,-1,UNTOUCHED,T1,none,41,45,41,45
R00146,6,-1,UNTOUCHED,T1,none,213,216,213,216
R00146,7,-1,UNTOUCHED,T1,none,223,232,224,233
R00147,0,0,CLONE_INTERVAL,T1,t1_reindent,7,14,7,14
R00147,1,0,MUTATION,T1,t1_reindent,7,12,7,12
R00147,2,0,MUTATION,T1,t1_reindent,14,14,14,14
R00147,3,1,CLONE_INTERVAL,T1,t1_add_block_comment,79,84,79,85
R00147,4,1,MUTATION,T1,t1_add_block_comment,,,83,83
R00147,5,-1,UNTOUCHED,T1,none,4,6,4,6
R00147,6,-1,UNTOUCHED,T1,none,15,17,15,17
R00147,7,-1,UNTOUCHED,T1,none,74,78,74,78
R00147,8,-1,UNTOUCHED,T1,none,85,94,86,95
R00148,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,11,16,11,18
R00148,1,0,MUTATION,T3,t3_wrap_statement,,,11,11
R00148,2,1,CLONE_INTERVAL,T3,t3_insert_statement,20,34,22,36
R00148,3,1,MUTATION,T3,t3_insert_statement,,,37,37
R00148,4,-1,UNTOUCHED,T1,none,5,10,5,10
R00148,5,-1,UNTOUCHED,T1,none,17,19,19,21
R00148,6,-1,UNTOUCHED,T1,none,35,39,38,42
R00149,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,13,19,13,20
R00149,1,0,MUTATION,T1,t1_add_blank_line,,,15,15
R00149,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,23,31,24,34
R00149,3,1,MUTATION,T3,t3_wrap_statement,,,24,24
R00149,4,-1,UNTOUCHED,T1,none,8,12,8,12
R00149,5,-1,UNTOUCHED,T1,none,20,22,21,23
R00149,6,-1,UNTOUCHED,T1,none,32,45,35,48
R00150,0,0,CLONE_INTERVAL,T1,t1_reindent,14,20,14,20
R00150,1,0,MUTATION,T1,t1_reindent,14,20,14,20
R00150,2,1,CLONE_INTERVAL,T3,t3_delete_statement,25,30,25,29
R00150,3,1,MUTATION,T3,t3_delete_statement,30,30,,
R00150,4,-1,UNTOUCHED,T1,none,9,13,9,13
R00150,5,-1,UNTOUCHED,T1,none,21,24,21,24
R00150,6,-1,UNTOUCHED,T1,none,31,57,30,56
R00151,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,6,15,6,16
R00151,1,0,MUTATION,T1,t1_add_block_comment,,,7,7
R00151,2,1,CLONE_INTERVAL,T3,t3_insert_statement,21,27,22,28
R00151,3,1,MUTATION,T3,t3_insert_statement,,,29,29
R00151,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00151,5,-1,UNTOUCHED,T1,none,16,20,17,21
R00151,6,-1,UNTOUCHED,T1,none,28,38,30,40
R00152,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,46,58,46,59
R00152,1,0,MUTATION,T1,t1_add_block_comment,,,48,48
R00152,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,146,151,147,153
R00152,3,1,MUTATION,T1,t1_add_block_comment,,,149,149
R00152,4,-1,UNTOUCHED,T1,none,35,45,35,45
R00152,5,-1,UNTOUCHED,T1,none,59,69,60,70
R00152,6,-1,UNTOUCHED,T1,none,141,145,142,146
R00152,7,-1,UNTOUCHED,T1,none,152,161,154,163
R00153,0,0,CLONE_INTERVAL,T1,t1_reindent,94,100,94,100
R00153,1,0,MUTATION,T1,t1_reindent,94,100,94,100
R00153,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,192,205,192,206
R00153,3,1,MUTATION,T1,t1_add_blank_line,,,197,197
R00153,4,-1,UNTOUCHED,T1,none,87,93,87,93
R00153,5,-1,UNTOUCHED,T1,none,101,112,101,112
R00153,6,-1,UNTOUCHED,T1,none,189,191,189,191
R00153,7,-1,UNTOUCHED,T1,none,206,208,207,209
R00154,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,8,13,8,13
R00154,1,0,MUTATION,T2,t2_change_string_literal,11,11,11,11
R00154,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,92,99,92,99
R00154,3,1,MUTATION,T1,t1_add_eol_comment,94,94,94,94
R00154,4,-1,UNTOUCHED,T1,none,5,7,5,7
R00154,5,-1,UNTOUCHED,T1,none,14,21,14,21
R00154,6,-1,UNTOUCHED,T1,none,86,91,86,91
R00154,7,-1,UNTOUCHED,T1,none,100,111,100,111
R00155,0,0,CLONE_INTERVAL,T1,t1_reindent,24,29,24,29
R00155,1,0,MUTATION,T1,t1_reindent,24,25,24,25
R00155,2,0,MUTATION,T1,t1_reindent,27,29,27,29
R00155,3,1,CLONE_INTERVAL,T1,t1_add_block_comment,33,38,33,39
R00155,4,1,MUTATION,T1,t1_add_block_comment,,,38,38
R00155,5,-1,UNTOUCHED,T1,none,18,23,18,23
R00155,6,-1,UNTOUCHED,T1,none,30,32,30,32
R00155,7,-1,UNTOUCHED,T1,none,39,69,40,70
R00156,0,0,CLONE_INTERVAL,T1,t1_reindent,8,13,8,13
R00156,1,0,MUTATION,T1,t1_reindent,8,13,8,13
R00156,2,1,CLONE_INTERVAL,T3,t3_insert_statement,89,95,89,95
R00156,3,1,MUTATION,T3,t3_insert_statement,,,96,96
R00156,4,-1,UNTOUCHED,T1,none,5,7,5,7
R00156,5,-1,UNTOUCHED,T1,none,14,20,14,20
R00156,6,-1,UNTOUCHED,T1,none,85,88,85,88
R00156,7,-1,UNTOUCHED,T1,none,96,110,97,111
R00157,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,27,32,27,32
R00157,1,0,MUTATION,T2,t2_change_int_literal,27,27,27,27
R00157,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,85,90,85,91
R00157,3,1,MUTATION,T1,t1_add_block_comment,,,87,87
R00157,4,-1,UNTOUCHED,T1,none,24,26,24,26
R00157,5,-1,UNTOUCHED,T1,none,33,44,33,44
R00157,6,-1,UNTOUCHED,T1,none,80,84,80,84
R00157,7,-1,UNTOUCHED,T1,none,91,100,92,101
R00158,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,22,27,22,28
R00158,1,0,MUTATION,T1,t1_add_block_comment,,,27,27
R00158,2,1,CLONE_INTERVAL,T3,t3_insert_statement,50,55,51,57
R00158,3,1,MUTATION,T3,t3_insert_statement,,,53,53
R00158,4,-1,UNTOUCHED,T1,none,4,21,4,21
R00158,5,-1,UNTOUCHED,T1,none,28,49,29,50
R00158,6,-1,UNTOUCHED,T1,none,56,61,58,63
R00159,0,0,CLONE_INTERVAL,T3,t3_insert_statement,6,11,6,12
R00159,1,0,MUTATION,T3,t3_insert_statement,,,10,10
R00159,2,1,CLONE_INTERVAL,T3,t3_delete_statement,18,23,19,23
R00159,3,1,MUTATION,T3,t3_delete_statement,19,19,,
R00159,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00159,5,-1,UNTOUCHED,T1,none,12,17,13,18
R00159,6,-1,UNTOUCHED,T1,none,24,37,24,37
R00160,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,16,21,15,20
R00160,1,0,MUTATION,T2,t2_change_string_literal,16,16,15,15
R00160,2,1,CLONE_INTERVAL,T3,t3_delete_statement,25,30,24,28
R00160,3,1,MUTATION,T3,t3_delete_statement,28,28,,
R00160,4,-1,UNTOUCHED,T1,none,12,15,11,14
R00160,5,-1,UNTOUCHED,T1,none,22,24,21,23
R00160,6,-1,UNTOUCHED,T1,none,31,38,29,36
R00161,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,95,103,95,104
R00161,1,0,MUTATION,T1,t1_add_blank_line,,,97,97
R00161,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,107,118,108,119
R00161,3,1,MUTATION,T2,t2_rename_local_x1,110,110,111,111
R00161,4,1,MUTATION,T2,t2_rename_local_x1,113,114,114,115
R00161,5,-1,UNTOUCHED,T1,none,90,94,90,94
R00161,6,-1,UNTOUCHED,T1,none,104,106,105,107
R00161,7,-1,UNTOUCHED,T1,none,119,126,120,127
R00162,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,22,30,22,31
R00162,1,0,MUTATION,T1,t1_add_block_comment,,,24,24
R00162,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,72,77,73,78
R00162,3,1,MUTATION,T1,t1_add_eol_comment,72,72,73,73
R00162,4,-1,UNTOUCHED,T1,none,3,21,3,21
R00162,5,-1,UNTOUCHED,T1,none,31,63,32,64
R00162,6,-1,UNTOUCHED,T1,none,67,71,68,72
R00162,7,-1,UNTOUCHED,T1,none,78,82,79,83
R00163,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,10,17,10,18
R00163,1,0,MUTATION,T1,t1_add_blank_line,,,13,13
R00163,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,97,102,98,105
R00163,3,1,MUTATION,T3,t3_wrap_statement,,,100,100
R00163,4,-1,UNTOUCHED,T1,none,7,9,7,9
R00163,5,-1,UNTOUCHED,T1,none,18,20,19,21
R00163,6,-1,UNTOUCHED,T1,none,92,96,93,97
R00163,7,-1,UNTOUCHED,T1,none,103,117,106,120
R00164,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,69,74,69,76
R00164,1,0,MUTATION,T3,t3_wrap_statement,,,70,70
R00164,2,1,CLONE_INTERVAL,T3,t3_insert_statement,110,120,112,122
R00164,3,1,MUTATION,T3,t3_insert_statement,,,123,123
R00164,4,-1,UNTOUCHED,T1,none,64,68,64,68
R00164,5,-1,UNTOUCHED,T1,none,75,84,77,86
R00164,6,-1,UNTOUCHED,T1,none,99,109,101,111
R00164,7,-1,UNTOUCHED,T1,none,121,137,124,140
R00165,0,0,CLONE_INTERVAL,T1,t1_reindent,22,30,22,30
R00165,1,0,MUTATION,T1,t1_reindent,22,30,22,30
R00165,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,320,332,320,332
R00165,3,1,MUTATION,T2,t2_rename_local_x1,324,326,324,326
R00165,4,-1,UNTOUCHED,T1,none,19,21,19,21
R00165,5,-1,UNTOUCHED,T1,none,31,38,31,38
R00165,6,-1,UNTOUCHED,T1,none,317,319,317,319
R00165,7,-1,UNTOUCHED,T1,none,333,337,333,337
R00166,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,14,26,14,26
R00166,1,0,MUTATION,T1,t1_add_eol_comment,26,26,26,26
R00166,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,104,110,104,111
R00166,3,1,MUTATION,T1,t1_add_blank_line,,,108,108
R00166,4,-1,UNTOUCHED,T1,none,10,13,10,13
R00166,5,-1,UNTOUCHED,T1,none,27,33,27,33
R00166,6,-1,UNTOUCHED,T1,none,97,103,97,103
R00166,7,-1,UNTOUCHED,T1,none,111,122,112,123
R00167,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,6,13,6,15
R00167,1,0,MUTATION,T3,t3_wrap_statement,,,7,7
R00167,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,21,26,23,28
R00167,3,1,MUTATION,T2,t2_change_int_literal,21,21,23,23
R00167,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00167,5,-1,UNTOUCHED,T1,none,14,20,16,22
R00167,6,-1,UNTOUCHED,T1,none,27,47,29,49
R00168,0,0,CLONE_INTERVAL,T3,t3_delete_statement,21,26,21,25
R00168,1,0,MUTATION,T3,t3_delete_statement,21,21,,
R00168,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,49,54,48,53
R00168,3,1,MUTATION,T1,t1_add_eol_comment,51,51,50,50
R00168,4,-1,UNTOUCHED,T1,none,4,20,4,20
R00168,5,-1,UNTOUCHED,T1,none,27,48,26,47
R00168,6,-1,UNTOUCHED,T1,none,55,102,54,101
R00169,0,0,CLONE_INTERVAL,T1,t1_reindent,15,22,15,22
R00169,1,0,MUTATION,T1,t1_reindent,15,22,15,22
R00169,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,28,36,28,36
R00169,3,1,MUTATION,T1,t1_add_eol_comment,33,33,33,33
R00169,4,-1,UNTOUCHED,T1,none,11,14,11,14
R00169,5,-1,UNTOUCHED,T1,none,23,27,23,27
R00169,6,-1,UNTOUCHED,T1,none,37,40,37,40
R00170,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,11,21,11,21
R00170,1,0,MUTATION,T2,t2_change_int_literal,11,11,11,11
R00170,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,90,97,90,99
R00170,3,1,MUTATION,T3,t3_wrap_statement,,,91,91
R00170,4,-1,UNTOUCHED,T1,none,6,10,6,10
R00170,5,-1,UNTOUCHED,T1,none,22,24,22,24
R00170,6,-1,UNTOUCHED,T1,none,84,89,84,89
R00170,7,-1,UNTOUCHED,T1,none,98,109,100,111
R00171,0,0,CLONE_INTERVAL,T3,t3_delete_statement,7,12,7,10
R00171,1,0,MUTATION,T3,t3_delete_statement,11,12,,
R00171,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,16,37,14,35
R00171,3,1,MUTATION,T2,t2_change_int_literal,16,16,14,14
R00171,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00171,5,-1,UNTOUCHED,T1,none,13,15,11,13
R00171,6,-1,UNTOUCHED,T1,none,38,48,36,46
R00172,0,0,CLONE_INTERVAL,T3,t3_delete_statement,16,21,16,20
R00172,1,0,MUTATION,T3,t3_delete_statement,21,21,,
R00172,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,114,119,113,119
R00172,3,1,MUTATION,T1,t1_add_block_comment,,,118,118
R00172,4,-1,UNTOUCHED,T1,none,12,15,12,15
R00172,5,-1,UNTOUCHED,T1,none,22,37,21,36
R00172,6,-1,UNTOUCHED,T1,none,109,113,108,112
R00172,7,-1,UNTOUCHED,T1,none,120,122,120,122
R00173,0,0,CLONE_INTERVAL,T3,t3_insert_statement,129,134,129,135
R00173,1,0,MUTATION,T3,t3_insert_statement,,,131,131
R00173,2,1,CLONE_INTERVAL,T1,t1_reindent,148,153,149,154
R00173,3,1,MUTATION,T1,t1_reindent,148,153,149,154
R00173,4,-1,UNTOUCHED,T1,none,126,128,126,128
R00173,5,-1,UNTOUCHED,T1,none,135,143,136,144
R00173,6,-1,UNTOUCHED,T1,none,145,147,146,148
R00173,7,-1,UNTOUCHED,T1,none,154,162,155,163
R00174,0,0,CLONE_INTERVAL,T3,t3_insert_statement,6,11,6,12
R00174,1,0,MUTATION,T3,t3_insert_statement,,,11,11
R00174,2,1,CLONE_INTERVAL,T2,t2_change_string_literal,24,42,25,43
R00174,3,1,MUTATION,T2,t2_change_string_literal,37,37,38,38
R00174,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00174,5,-1,UNTOUCHED,T1,none,12,23,13,24
R00174,6,-1,UNTOUCHED,T1,none,43,45,44,46
R00175,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,9,14,9,14
R00175,1,0,MUTATION,T2,t2_change_int_literal,9,9,9,9
R00175,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,34,48,34,49
R00175,3,1,MUTATION,T1,t1_add_block_comment,,,40,40
R00175,4,-1,UNTOUCHED,T1,none,5,8,5,8
R00175,5,-1,UNTOUCHED,T1,none,15,28,15,28
R00175,6,-1,UNTOUCHED,T1,none,30,33,30,33
R00175,7,-1,UNTOUCHED,T1,none,49,51,50,52
R00176,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,76,82,76,82
R00176,1,0,MUTATION,T1,t1_add_eol_comment,77,77,77,77
R00176,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,100,107,100,107
R00176,3,1,MUTATION,T2,t2_change_int_literal,101,101,101,101
R00176,4,-1,UNTOUCHED,T1,none,70,75,70,75
R00176,5,-1,UNTOUCHED,T1,none,83,87,83,87
R00176,6,-1,UNTOUCHED,T1,none,89,99,89,99
R00176,7,-1,UNTOUCHED,T1,none,108,112,108,112
R00177,0,0,CLONE_INTERVAL,T2,t2_rename_local_x1,12,20,12,20
R00177,1,0,MUTATION,T2,t2_rename_local_x1,12,12,12,12
R00177,2,0,MUTATION,T2,t2_rename_local_x1,14,14,14,14
R00177,3,0,MUTATION,T2,t2_rename_local_x1,17,17,17,17
R00177,4,0,MUTATION,T2,t2_rename_local_x1,19,19,19,19
R00177,5,1,CLONE_INTERVAL,T2,t2_rename_local_x1,32,40,32,40
R00177,6,1,MUTATION,T2,t2_rename_local_x1,32,32,32,32
R00177,7,1,MUTATION,T2,t2_rename_local_x1,34,34,34,34
R00177,8,1,MUTATION,T2,t2_rename_local_x1,37,37,37,37
R00177,9,1,MUTATION,T2,t2_rename_local_x1,39,39,39,39
R00177,10,-1,UNTOUCHED,T1,none,3,11,3,11
R00177,11,-1,UNTOUCHED,T1,none,21,31,21,31
R00177,12,-1,UNTOUCHED,T1,none,41,43,41,43
R00178,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,36,42,36,42
R00178,1,0,MUTATION,T2,t2_change_int_literal,36,36,36,36
R00178,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,109,114,109,115
R00178,3,1,MUTATION,T1,t1_add_blank_line,,,114,114
R00178,4,-1,UNTOUCHED,T1,none,31,35,31,35
R00178,5,-1,UNTOUCHED,T1,none,43,50,43,50
R00178,6,-1,UNTOUCHED,T1,none,104,108,104,108
R00178,7,-1,UNTOUCHED,T1,none,115,124,116,125
R00179,0,0,CLONE_INTERVAL,T3,t3_delete_statement,8,13,8,12
