pair_id,expected,band,status,detected,type_hit,found_types,best_coverage,wall_ms
T1_011556,T1,,ok,True,True,T1,1.00,364
T1_011557,T1,,ok,True,True,T1,1.00,439
T1_011558,T1,,ok,True,True,T1,1.00,302
T1_011559,T1,,ok,True,True,T1,1.00,432
T1_011560,T1,,ok,True,True,T1,1.00,426
T1_011561,T1,,ok,True,True,T1,1.00,393
T1_011562,T1,,ok,True,True,T1,1.00,351
T1_011563,T1,,ok,True,True,T1,1.00,410
T1_011564,T1,,ok,True,True,T1,1.00,343
T1_011565,T1,,ok,True,True,T1,1.00,368
T1_011566,T1,,ok,True,True,T1,1.00,327
T1_011567,T1,,ok,True,True,T1,1.00,419
T1_011568,T1,,ok,True,True,T1,1.00,385
T1_011569,T1,,ok,True,True,T1,1.00,372
T1_011570,T1,,ok,True,True,T1,1.00,370
T1_011571,T1,,ok,True,True,T1,1.00,326
T1_011572,T1,,ok,True,True,T1,1.00,428
T1_011573,T1,,ok,True,True,T1,1.00,440
T1_011574,T1,,ok,True,True,T1,1.00,290
T1_011575,T1,,ok,True,True,T1,1.00,382
T1_011576,T1,,ok,True,True,T1,1.00,385
T1_011577,T1,,ok,True,True,T1,1.00,430
T1_011578,T1,,ok,True,True,T1,1.00,389
T1_011579,T1,,ok,True,True,T1,1.00,397
T1_011580,T1,,ok,True,True,T1,1.00,378
T1_011581,T1,,ok,True,True,T1,1.00,349
T1_011582,T1,,ok,True,True,T1,1.00,358
T1_011583,T1,,ok,True,True,T1,1.00,422
T1_011584,T1,,ok,True,True,T1,1.00,385
T1_011585,T1,,ok,True,True,T1,1.00,331
T1_011586,T1,,ok,True,True,T1,1.00,425
T1_011587,T1,,ok,True,True,T1,1.00,389
T1_011588,T1,,ok,True,True,T1,1.00,382
T1_011589,T1,,ok,True,True,T1,1.00,364
T1_011590,T1,,ok,True,True,T1,1.00,324
T1_011591,T1,,ok,True,True,T1,1.00,376
T1_011592,T1,,ok,True,True,T1,1.00,391
T1_011593,T1,,ok,True,True,T1,1.00,449
T1_011594,T1,,ok,True,True,T1,1.00,307
T1_011595,T1,,ok,True,True,T1,1.00,7748
T1_011596,T1,,ok,True,True,T1,1.00,7966
T1_011597,T1,,ok,True,True,T1,1.00,8305
T1_011598,T1,,ok,True,True,T1,1.00,7558
T1_011599,T1,,ok,True,True,T1,1.00,8017
T1_011600,T1,,ok,True,True,T1,1.00,8294
T1_011601,T1,,ok,True,True,T1,1.00,7865
T1_011602,T1,,ok,True,True,T1,1.00,7841
T1_011603,T1,,ok,True,True,T1,1.00,8406
T1_011604,T1,,ok,True,True,T1,1.00,7644
T1_011605,T1,,ok,True,True,T1,1.00,8155
T1_011606,T1,,ok,True,True,T1,1.00,7449
T1_011607,T1,,ok,True,True,T1,1.00,7970
T1_011608,T1,,ok,True,True,T1,1.00,7885
T1_011609,T1,,ok,True,True,T1,1.00,8263
T1_011610,T1,,ok,True,True,T1,1.00,8466
T1_011611,T1,,ok,True,True,T1,1.00,8329
T1_011612,T1,,ok,True,True,T1,1.00,7880
T1_011613,T1,,ok,True,True,T1,1.00,7871
T1_011614,T1,,ok,True,True,T1,1.00,7245
T1_011615,T1,,ok,True,True,T1,1.00,7853
T1_011616,T1,,ok,True,True,T1,1.00,8097
T1_011617,T1,,ok,True,True,T1,1.00,7720
T1_011618,T1,,ok,True,True,T1,1.00,8430
T1_011619,T1,,ok,True,True,T1,1.00,8479
T1_011620,T1,,ok,True,True,T1,1.00,7567
T1_011621,T1,,ok,True,True,T1,1.00,8399
T1_011622,T1,,ok,True,True,T1,1.00,7092
T1_011623,T1,,ok,True,True,T1,1.00,7789
T1_011624,T1,,ok,True,True,T1,1.00,8868
T1_011625,T1,,ok,True,True,T1,1.00,7435
T1_011626,T1,,ok,True,True,T1,1.00,8571
T1_011627,T1,,ok,True,True,T1,1.00,8006
T1_011628,T1,,ok,True,True,T1,1.00,7817
T1_011629,T1,,ok,True,True,T1,1.00,8308
T1_011630,T1,,ok,True,True,T1,1.00,1271
T1_011631,T1,,ok,True,True,T1,1.00,1278
T1_011632,T1,,ok,True,True,T1,1.00,1459
T1_011633,T1,,ok,True,True,T1,1.00,1386
T1_011634,T1,,ok,True,True,T1,1.00,1355
T1_011635,T1,,ok,True,True,T1,1.00,1277
T1_011636,T1,,ok,True,True,T1,1.00,1342
T1_011637,T1,,ok,True,True,T1,1.00,1378
T1_011638,T1,,ok,True,True,T1,1.00,1196
T1_011639,T1,,ok,True,True,T1,1.00,455
T1_011640,T1,,ok,True,True,T1,1.00,491
T1_011641,T1,,ok,True,True,T1,1.00,361
T1_011642,T1,,ok,True,True,T1,1.00,376
T1_011643,T1,,ok,True,True,T1,1.00,398
T1_011644,T1,,ok,True,True,T1,1.00,336
T1_011645,T1,,ok,True,True,T1,1.00,394
T1_011646,T1,,ok,True,True,T1,1.00,371
T1_011647,T1,,ok,True,True,T1,1.00,403
T1_011648,T1,,ok,True,True,T1,1.00,458
T1_011649,T1,,ok,True,True,T1,1.00,351
T1_011650,T1,,ok,True,True,T1,1.00,484
T1_011651,T1,,ok,True,True,T1,1.00,433
T1_011652,T1,,ok,True,True,T1,1.00,414
T1_011653,T1,,ok,True,True,T1,1.00,419
T1_011654,T1,,ok,True,True,T1,1.00,388
T1_011655,T1,,ok,True,True,T1,1.00,395
T1_011656,T1,,ok,True,True,T1,1.00,354
T1_011657,T1,,ok,True,True,T1,1.00,436
T1_011658,T1,,ok,True,True,T1,1.00,391
T1_011659,T1,,ok,True,True,T1,1.00,8474
T1_011660,T1,,ok,True,True,T1,1.00,7917
T1_011661,T1,,ok,True,True,T1,1.00,8018
T1_011662,T1,,ok,True,True,T1,1.00,7303
T1_011663,T1,,ok,True,True,T1,1.00,8001
T1_011664,T1,,ok,True,True,T1,1.00,8715
T1_011665,T1,,ok,True,True,T1,1.00,8040
T1_011666,T1,,ok,True,True,T1,1.00,8128
T1_011667,T1,,ok,True,True,T1,1.00,7850
T1_011668,T1,,ok,True,True,T1,1.00,7834
T1_011669,T1,,ok,True,True,T1,1.00,8085
T1_011670,T1,,ok,True,True,T1,1.00,8329
T1_011671,T1,,ok,True,True,T1,1.00,7919
T1_011672,T1,,ok,True,True,T1,1.00,8449
T1_011673,T1,,ok,True,True,T1,1.00,7991
T1_011674,T1,,ok,True,True,T1,1.00,8272
T1_011675,T1,,ok,True,True,T1,1.00,8473
T1_011676,T1,,ok,True,True,T1,1.00,7971
T1_011677,T1,,ok,True,True,T1,1.00,8434
T1_011678,T1,,ok,True,True,T1,1.00,7926
T1_011679,T1,,ok,True,True,T1,1.00,8104
T1_011680,T1,,ok,True,True,T1,1.00,8726
T1_011681,T1,,ok,True,True,T1,1.00,8098
T1_011682,T1,,ok,True,True,T1,1.00,7822
T1_011683,T1,,ok,True,True,T1,1.00,8098
T1_011684,T1,,ok,True,True,T1,1.00,7396
T1_011685,T1,,ok,True,True,T1,1.00,7790
T1_011686,T1,,ok,True,True,T1,1.00,8128
T1_011687,T1,,ok,True,True,T1,1.00,7713
T1_011688,T1,,ok,True,True,T1,1.00,8372
T1_011689,T1,,ok,True,True,T1,1.00,7750
T1_011690,T1,,ok,True,True,T1,1.00,8224
T1_011691,T1,,ok,True,True,T1,1.00,8296
T1_011692,T1,,ok,True,True,T1,1.00,7454
T1_011693,T1,,ok,True,True,T1,1.00,7956
T1_011694,T1,,ok,True,True,T1,1.00,7969
T1_011695,T1,,ok,True,True,T1,1.00,8421
T1_011696,T1,,ok,True,True,T1,1.00,8457
T1_011697,T1,,ok,True,True,T1,1.00,7854
T1_011698,T1,,ok,True,True,T1,1.00,8236
T1_011699,T1,,ok,True,True,T1,1.00,7974
T1_011700,T1,,ok,True,True,T1,1.00,7527
T1_011701,T1,,ok,True,True,T1,1.00,8060
T1_011702,T1,,ok,True,True,T1,1.00,8190
T1_011703,T1,,ok,True,True,T1,1.00,8130
T1_011704,T1,,ok,True,True,T1,1.00,8651
T1_011705,T1,,ok,True,True,T1,1.00,7574
T1_011706,T1,,ok,True,True,T1,1.00,8448
T1_011707,T1,,ok,True,True,T1,1.00,7982
T1_011708,T1,,ok,True,True,T1,1.00,7913
T1_011709,T1,,ok,True,True,T1,1.00,7716
T1_011710,T1,,ok,True,True,T1,1.00,7694
T1_011711,T1,,ok,True,True,T1,1.00,8393
T1_011712,T1,,ok,True,True,T1,1.00,8085
T1_011713,T1,,ok,True,True,T1,1.00,7746
T1_011714,T1,,ok,True,True,T1,1.00,8189
T1_011715,T1,,ok,True,True,T1,1.00,8202
T1_011716,T1,,ok,True,True,T1,1.00,8564
T1_011717,T1,,ok,True,True,T1,1.00,8122
T1_011718,T1,,ok,True,True,T1,1.00,8016
T1_011719,T1,,ok,True,True,T1,1.00,8379
T1_011720,T1,,ok,True,True,T1,1.00,8367
T1_011721,T1,,ok,True,True,T1,1.00,7680
T1_011722,T1,,ok,True,True,T1,1.00,8132
T1_011723,T1,,ok,True,True,T1,1.00,8240
T1_011724,T1,,ok,True,True,T1,1.00,8105
T1_011725,T1,,ok,True,True,T1,1.00,7544
T1_011726,T1,,ok,True,True,T1,1.00,357
T1_011727,T1,,ok,True,True,T1,1.00,367
T1_011728,T1,,ok,True,True,T1,1.00,433
T1_011729,T1,,ok,True,True,T1,1.00,415
T1_011730,T1,,ok,True,True,T1,1.00,424
T1_011731,T1,,ok,True,True,T1,1.00,359
T1_011732,T1,,ok,True,True,T1,1.00,473
T1_011733,T1,,ok,True,True,T1,1.00,387
T1_011734,T1,,ok,True,True,T1,1.00,312
T1_011735,T1,,ok,True,True,T1,1.00,346
T1_011736,T1,,ok,True,True,T1,1.00,367
T1_011737,T1,,ok,True,True,T1,1.00,393
T1_011738,T1,,ok,True,True,T1,1.00,398
T1_011739,T1,,ok,True,True,T1,1.00,371
T1_011740,T1,,ok,True,True,T1,1.00,425
T1_011741,T1,,ok,True,True,T1,1.00,357
T1_011742,T1,,ok,True,True,T1,1.00,339
T1_011743,T1,,ok,True,True,T1,1.00,349
T1_011744,T1,,ok,True,True,T1,1.00,339
T1_011745,T1,,ok,True,True,T1,1.00,337
T1_011746,T1,,ok,True,True,T1,1.00,389
T1_011747,T1,,ok,True,True,T1,1.00,381
T1_011748,T1,,ok,True,True,T1,1.00,394
T1_011749,T1,,ok,True,True,T1,1.00,402
T1_011750,T1,,ok,True,True,T1,1.00,345
T1_011751,T1,,ok,True,True,T1,1.00,417
T1_011752,T1,,ok,True,True,T1,1.00,368
T1_011753,T1,,ok,True,True,T1,1.00,366
T1_011754,T1,,ok,True,True,T1,1.00,385
T1_011755,T1,,ok,True,True,T1,1.00,349
T1_011756,T1,,ok,True,True,T1,1.00,426
T1_011757,T1,,ok,True,True,T1,1.00,311
T1_011758,T1,,ok,True,True,T1,1.00,321
T1_011759,T1,,ok,True,True,T1,1.00,318
T1_011760,T1,,ok,True,True,T1,1.00,367
T1_011761,T1,,ok,True,True,T1,1.00,312
T1_011762,T1,,ok,True,True,T1,1.00,363
T1_011763,T1,,ok,True,True,T1,1.00,378
T1_011764,T1,,ok,True,True,T1,1.00,458
T1_011765,T1,,ok,True,True,T1,1.00,468
T1_011766,T1,,ok,True,True,T1,1.00,448
T1_011767,T1,,ok,True,True,T1,1.00,455
T1_011768,T1,,ok,True,True,T1,1.00,452
T1_011769,T1,,ok,True,True,T1,1.00,436
T1_011770,T1,,ok,True,True,T1,1.00,472
T1_011771,T1,,ok,True,True,T1,1.00,391
T1_011772,T1,,ok,True,True,T1,1.00,399
T1_011773,T1,,ok,True,True,T1,1.00,405
T1_011774,T1,,ok,True,True,T1,1.00,393
T1_011775,T1,,ok,True,True,T1,1.00,386
T1_011776,T1,,ok,True,True,T1,1.00,384
T1_011777,T1,,ok,True,True,T1,1.00,388
T1_011778,T1,,ok,True,True,T1,1.00,518
T1_011779,T1,,ok,True,True,T1,1.00,403
T1_011780,T1,,ok,True,True,T1,1.00,419
T1_011781,T1,,ok,True,True,T1,1.00,401
T1_011782,T1,,ok,True,True,T1,1.00,7732
T1_011783,T1,,ok,True,True,T1,1.00,8224
T1_011784,T1,,ok,True,True,T1,1.00,7833
T1_011785,T1,,ok,True,True,T1,1.00,8029
T1_011786,T1,,ok,True,True,T1,1.00,7672
T1_011787,T1,,ok,True,True,T1,1.00,8078
T1_011788,T1,,ok,True,True,T1,1.00,7879
T1_011789,T1,,ok,True,True,T1,1.00,7826
T1_011790,T1,,ok,True,True,T1,1.00,7837
T1_011791,T1,,ok,True,True,T1,1.00,8569
T1_011792,T1,,ok,True,True,T1,1.00,7882
T1_011793,T1,,ok,True,True,T1,1.00,8137
T1_011794,T1,,ok,True,True,T1,1.00,8041
T1_011795,T1,,ok,True,True,T1,1.00,8506
T1_011796,T1,,ok,True,True,T1,1.00,8451
T1_011797,T1,,ok,True,True,T1,1.00,7958
T1_011798,T1,,ok,True,True,T1,1.00,7934
T1_011799,T1,,ok,True,True,T1,1.00,8352
T1_011800,T1,,ok,True,True,T1,1.00,7730
T1_011801,T1,,ok,True,True,T1,1.00,8523
T1_011802,T1,,ok,True,True,T1,1.00,8046
T1_011803,T1,,ok,True,True,T1,1.00,7869
T1_011804,T1,,ok,True,True,T1,1.00,7801
T1_011805,T1,,ok,True,True,T1,1.00,7955
T1_011806,T1,,ok,True,True,T1,1.00,8112
T1_011807,T1,,ok,True,True,T1,1.00,8232
T1_011808,T1,,ok,True,True,T1,1.00,8266
T1_011809,T1,,ok,True,True,T1,1.00,7652
T1_011810,T1,,ok,True,True,T1,1.00,8208
T1_011811,T1,,ok,True,True,T1,1.00,8524
T1_011812,T1,,ok,True,True,T1,1.00,8376
T1_011813,T1,,ok,True,True,T1,1.00,7873
T1_011814,T1,,ok,True,True,T1,1.00,492
T1_011815,T1,,ok,True,True,T1,1.00,8494
T1_011816,T1,,ok,True,True,T1,1.00,8096
T1_011817,T1,,ok,True,True,T1,1.00,8383
T1_011818,T1,,ok,True,True,T1,1.00,7971
T1_011819,T1,,ok,True,True,T1,1.00,8291
T1_011820,T1,,ok,True,True,T1,1.00,7732
T1_011821,T1,,ok,True,True,T1,1.00,7496
T1_011822,T1,,ok,True,True,T1,1.00,7716
T1_011823,T1,,ok,True,True,T1,1.00,8196
T1_011824,T1,,ok,True,True,T1,1.00,8162
T1_011825,T1,,ok,True,True,T1,1.00,8009
T1_011826,T1,,ok,True,True,T1,1.00,8576
T1_011827,T1,,ok,True,True,T1,1.00,8235
T1_011828,T1,,ok,True,True,T1,1.00,8058
T1_011829,T1,,ok,True,True,T1,1.00,7599
T1_011830,T1,,ok,True,True,T1,1.00,8046
T1_011831,T1,,ok,True,True,T1,1.00,8298
T1_011832,T1,,ok,True,True,T1,1.00,8837
T1_011833,T1,,ok,True,True,T1,1.00,8236
T1_011834,T1,,ok,True,True,T1,1.00,8260
T1_011835,T1,,ok,True,True,T1,1.00,8793
T1_011836,T1,,ok,True,True,T1,1.00,7705
T1_011837,T1,,ok,True,True,T1,1.00,7425
T1_011838,T1,,ok,True,True,T1,1.00,7420
T1_011839,T1,,ok,True,True,T1,1.00,7832
T1_011840,T1,,ok,True,True,T1,1.00,8478
T1_011841,T1,,ok,True,True,T1,1.00,7901
T1_011842,T1,,ok,True,True,T1,1.00,8221
T1_011843,T1,,ok,True,True,T1,1.00,9017
T1_011844,T1,,ok,True,True,T1,1.00,7876
T1_011845,T1,,ok,True,True,T1,1.00,7912
T1_011846,T1,,ok,True,True,T1,1.00,444
T1_011847,T1,,ok,True,True,T1,1.00,387
T1_011848,T1,,ok,True,True,T1,1.00,390
T1_011849,T1,,ok,True,True,T1,1.00,468
T1_011850,T1,,ok,True,True,T1,1.00,479
T1_011851,T1,,ok,True,True,T1,1.00,494
T1_011852,T1,,ok,True,True,T1,1.00,493
T1_011853,T1,,ok,True,True,T1,1.00,512
T1_011854,T1,,ok,True,True,T1,1.00,389
T1_011855,T1,,ok,True,True,T1,1.00,452
T1_011856,T1,,ok,True,True,T1,1.00,427
T1_011857,T1,,ok,True,True,T1,1.00,426
T1_011858,T1,,ok,True,True,T1,1.00,482
T1_011859,T1,,ok,True,True,T1,1.00,361
T1_011860,T1,,ok,True,True,T1,1.00,438
T1_011861,T1,,ok,True,True,T1,1.00,507
T1_011862,T1,,ok,True,True,T1,1.00,423
T1_011863,T1,,ok,True,True,T1,1.00,36741
T1_011864,T1,,ok,True,True,T1,1.00,8045
T1_011865,T1,,ok,True,True,T1,1.00,8287
T1_011866,T1,,ok,True,True,T1,1.00,8572
T1_011867,T1,,ok,True,True,T1,1.00,8131
T1_011868,T1,,ok,True,True,T1,1.00,8049
T1_011869,T1,,ok,True,True,T1,1.00,8272
T1_011870,T1,,ok,True,True,T1,1.00,8011
T1_011871,T1,,ok,True,True,T1,1.00,8352
T1_011872,T1,,ok,True,True,T1,1.00,8499
T1_011873,T1,,ok,True,True,T1,1.00,8205
T1_011874,T1,,ok,True,True,T1,1.00,8470
T1_011875,T1,,ok,True,True,T1,1.00,8727
T1_011876,T1,,ok,True,True,T1,1.00,7825
T1_011877,T1,,ok,True,True,T1,1.00,8238
T1_011878,T1,,ok,True,True,T1,1.00,7591
T1_011879,T1,,ok,True,True,T1,1.00,7846
T1_011880,T1,,ok,True,True,T1,1.00,8494
T1_011881,T1,,ok,True,True,T1,1.00,8447
T1_011882,T1,,ok,True,True,T1,1.00,8287
T1_011883,T1,,ok,True,True,T1,1.00,8306
T1_011884,T1,,ok,True,True,T1,1.00,7914
T1_011885,T1,,ok,True,True,T1,1.00,8164
T1_011886,T1,,ok,True,True,T1,1.00,8069
T1_011887,T1,,ok,True,True,T1,1.00,8403
T1_011888,T1,,ok,True,True,T1,1.00,8281
T1_011889,T1,,ok,True,True,T1,1.00,8622
T1_011890,T1,,ok,True,True,T1,1.00,8630
T1_011891,T1,,ok,True,True,T1,1.00,8412
T1_011892,T1,,ok,True,True,T1,1.00,7604
T1_011893,T1,,ok,True,True,T1,1.00,8379
T1_011894,T1,,ok,True,True,T1,0.88,33511
T1_011895,T1,,ok,True,True,T1,0.88,33168
T1_011896,T1,,ok,True,True,T1,0.88,36425
T1_011897,T1,,ok,True,True,T1,1.00,526
T1_011898,T1,,ok,True,True,T1,1.00,477
T1_011899,T1,,ok,True,True,T1,1.00,450
T1_011900,T1,,ok,True,True,T1,1.00,447
T1_011901,T1,,ok,True,True,T1,1.00,478
T1_011902,T1,,ok,True,True,T1,1.00,472
T1_011903,T1,,ok,True,True,T1,1.00,501
T1_011904,T1,,ok,True,True,T1,1.00,515
T1_011905,T1,,ok,True,True,T1,1.00,445
T1_011906,T1,,ok,True,True,T1,1.00,439
T1_011907,T1,,ok,True,True,T1,1.00,415
T1_011908,T1,,ok,True,True,T1,1.00,430
T1_011909,T1,,ok,True,True,T1,1.00,393
T1_011910,T1,,ok,True,True,T1,1.00,448
T1_011911,T1,,ok,True,True,T1,1.00,428
T1_011912,T1,,ok,True,True,T1,1.00,473
T1_011913,T1,,ok,True,True,T1,1.00,492
T1_011914,T1,,ok,True,True,T1,1.00,452
T1_011915,T1,,ok,True,True,T1,1.00,489
T1_011916,T1,,ok,True,True,T1,1.00,169
T1_011917,T1,,ok,True,True,T1,1.00,220
T1_011918,T1,,ok,True,True,T1,1.00,216
T1_011919,T1,,ok,True,True,T1,1.00,372
T1_011920,T1,,ok,True,True,T1,1.00,357
T1_011921,T1,,ok,True,True,T1,1.00,359
T1_011922,T1,,ok,True,True,T1,1.00,413
T1_011923,T1,,ok,True,True,T1,1.00,340
T1_011924,T1,,ok,True,True,T1,1.00,431
T1_011925,T1,,ok,True,True,T1,1.00,360
T1_011926,T1,,ok,True,True,T1,1.00,428
T1_011927,T1,,ok,True,True,T1,1.00,380
T1_011928,T1,,ok,True,True,T1,1.00,361
T1_011929,T1,,ok,True,True,T1,1.00,405
T1_011930,T1,,ok,True,True,T1,1.00,370
T1_011931,T1,,ok,True,True,T1,1.00,346
T1_011932,T1,,ok,True,True,T1,1.00,338
T1_011933,T1,,ok,True,True,T1,1.00,395
T1_011934,T1,,ok,True,True,T1,1.00,373
T1_011935,T1,,ok,True,True,T1,1.00,399
T1_011936,T1,,ok,True,True,T1,1.00,423
T1_011937,T1,,ok,True,True,T1,1.00,362
T1_011938,T1,,ok,True,True,T1,1.00,411
T1_011939,T1,,ok,True,True,T1,1.00,350
T1_011940,T1,,ok,True,True,T1,1.00,362
T1_011941,T1,,ok,True,True,T1,1.00,360
T1_011942,T1,,ok,True,True,T1,1.00,424
T1_011943,T1,,ok,True,True,T1,1.00,403
T1_011944,T1,,ok,True,True,T1,1.00,388
T1_011945,T1,,ok,True,True,T1,1.00,410
T1_011946,T1,,ok,True,True,T1,1.00,346
T1_011947,T1,,ok,True,True,T1,1.00,317
T1_011948,T1,,ok,True,True,T1,1.00,410
T1_011949,T1,,ok,True,True,T1,1.00,407
T1_011950,T1,,ok,True,True,T1,1.00,339
T1_011951,T1,,ok,True,True,T1,1.00,380
T1_011952,T1,,ok,True,True,T1,1.00,436
T1_011953,T1,,ok,True,True,T1,1.00,417
T1_011954,T1,,ok,True,True,T1,1.00,433
T1_011955,T1,,ok,True,True,T1,1.00,379
T1_011956,T1,,ok,True,True,T1,1.00,448
T1_011957,T1,,ok,True,True,T1,1.00,447
T1_011958,T1,,ok,True,True,T1,1.00,460
T1_011959,T1,,ok,True,True,T1,1.00,410
T1_011960,T1,,ok,True,True,T1,1.00,436
T1_011961,T1,,ok,True,True,T1,1.00,504
T1_011962,T1,,ok,True,True,T1,1.00,454
T1_011963,T1,,ok,True,True,T1,1.00,399
T1_011964,T1,,ok,True,True,T1,1.00,502
T1_011965,T1,,ok,True,True,T1,1.00,436
T1_011966,T1,,ok,True,True,T1,1.00,398
T1_011967,T1,,ok,True,True,T1,1.00,420
T1_011968,T1,,ok,True,True,T1,1.00,469
T1_011969,T1,,ok,True,True,T1,1.00,372
T1_011970,T1,,ok,True,True,T1,1.00,445
T1_011971,T1,,ok,True,True,T1,1.00,361
T1_011972,T1,,ok,True,True,T1,1.00,374
T1_011973,T1,,ok,True,True,T1,1.00,366
T1_011974,T1,,ok,True,True,T1,1.00,324
T1_011975,T1,,ok,True,True,T1,1.00,372
T1_011976,T1,,ok,True,True,T1,1.00,327
T1_011977,T1,,ok,True,True,T1,1.00,418
T1_011978,T1,,ok,True,True,T1,1.00,448
T1_011979,T1,,ok,True,True,T1,1.00,329
T1_011980,T1,,ok,True,True,T1,1.00,388
T1_011981,T1,,ok,True,True,T1,1.00,434
T1_011982,T1,,ok,True,True,T1,1.00,355
T1_011983,T1,,ok,True,True,T1,1.00,356
T1_011984,T1,,ok,True,True,T1,1.00,435
T1_011985,T1,,ok,True,True,T1,1.00,356
T1_011986,T1,,ok,True,True,T1,1.00,406
T1_011987,T1,,ok,True,True,T1,1.00,357
T1_011988,T1,,ok,True,True,T1,1.00,363
T1_011989,T1,,ok,True,True,T1,1.00,332
T1_011990,T1,,ok,True,True,T1,1.00,442
T1_011991,T1,,ok,True,True,T1,1.00,404
T1_011992,T1,,ok,True,True,T1,1.00,346
T1_011993,T1,,ok,True,True,T1,1.00,428
T1_011994,T1,,ok,True,True,T1,1.00,409
T1_011995,T1,,ok,True,True,T1,1.00,381
T1_011996,T1,,ok,True,True,T1,1.00,381
T1_011997,T1,,ok,True,True,T1,1.00,386
T1_011998,T1,,ok,True,True,T1,1.00,367
T1_011999,T1,,ok,True,True,T1,1.00,331
T1_012000,T1,,ok,True,True,T1,1.00,412
T1_012001,T1,,ok,True,True,T1,1.00,426
T1_012002,T1,,ok,True,True,T1,1.00,396
T1_012003,T1,,ok,True,True,T1,1.00,381
T1_012004,T1,,ok,True,True,T1,1.00,381
T1_012005,T1,,ok,True,True,T1,1.00,382
T1_012006,T1,,ok,True,True,T1,1.00,370
T1_012007,T1,,ok,True,True,T1,1.00,352
T1_012008,T1,,ok,True,True,T1,1.00,434
T1_012009,T1,,ok,True,True,T1,1.00,390
T1_012010,T1,,ok,True,True,T1,1.00,433
T1_012011,T1,,ok,True,True,T1,1.00,425
T1_012012,T1,,ok,True,True,T1,1.00,436
T1_012013,T1,,ok,True,True,T1,1.00,389
T1_012014,T1,,ok,True,True,T1,1.00,356
T1_012015,T1,,ok,True,True,T1,1.00,418
T1_012016,T1,,ok,True,True,T1,1.00,530
T1_012017,T1,,ok,True,True,T1,1.00,407
T1_012018,T1,,ok,True,True,T1,1.00,467
T1_012019,T1,,ok,True,True,T1,1.00,410
T1_012020,T1,,ok,True,True,T1,1.00,400
T1_012021,T1,,ok,True,True,T1,1.00,364
T1_012022,T1,,ok,True,True,T1,1.00,398
T1_012023,T1,,ok,True,True,T1,1.00,433
T1_012024,T1,,ok,True,True,T1,1.00,436
T1_012025,T1,,ok,True,True,T1,1.00,438
T1_012026,T1,,ok,True,True,T1,1.00,425
T1_012027,T1,,ok,True,True,T1,1.00,451
T1_012028,T1,,ok,True,True,T1,1.00,427
T1_012029,T1,,ok,True,True,T1,1.00,391
T1_012030,T1,,ok,True,True,T1,1.00,371
T1_012031,T1,,ok,True,True,T1,1.00,461
T1_012032,T1,,ok,True,True,T1,1.00,492
T1_012033,T1,,ok,True,True,T1,1.00,405
T1_012034,T1,,ok,True,True,T1,1.00,459
T1_012035,T1,,ok,True,True,T1,1.00,430
T1_012036,T1,,ok,True,True,T1,1.00,432
T1_012037,T1,,ok,True,True,T1,1.00,349
T1_012038,T1,,ok,True,True,T1,1.00,377
T1_012039,T1,,ok,True,True,T1,1.00,332
T1_012040,T1,,ok,True,True,T1,1.00,447
T1_012041,T1,,ok,True,True,T1,1.00,343
T1_012042,T1,,ok,True,True,T1,1.00,330
T1_012043,T1,,ok,True,True,T1,1.00,394
T1_012044,T1,,ok,True,True,T1,1.00,423
T1_012045,T1,,ok,True,True,T1,1.00,364
T1_012046,T1,,ok,True,True,T1,1.00,370
T1_012047,T1,,ok,True,True,T1,1.00,370
T1_012048,T1,,ok,True,True,T1,1.00,428
T1_012049,T1,,ok,True,True,T1,1.00,398
T1_012050,T1,,ok,True,True,T1,1.00,339
T1_012051,T1,,ok,True,True,T1,1.00,373
T1_012052,T1,,ok,True,True,T1,1.00,415
T1_012053,T1,,ok,True,True,T1,1.00,349
T1_012054,T1,,ok,True,True,T1,1.00,399
T1_012055,T1,,ok,True,True,T1,1.00,416
T1_012056,T1,,ok,True,True,T1,1.00,405
T1_012057,T1,,ok,True,True,T1,1.00,485
T1_012058,T1,,ok,True,True,T1,1.00,397
T1_012059,T1,,ok,True,True,T1,1.00,355
T1_012060,T1,,ok,True,True,T1,1.00,413
T1_012061,T1,,ok,True,True,T1,1.00,301
T1_012062,T1,,ok,True,True,T1,1.00,350
T1_012063,T1,,ok,True,True,T1,1.00,332
T1_012064,T1,,ok,True,True,T1,1.00,363
T1_012065,T1,,ok,True,True,T1,1.00,398
T1_012066,T1,,ok,True,True,T1,1.00,343
T1_012067,T1,,ok,True,True,T1,1.00,388
T1_012068,T1,,ok,True,True,T1,1.00,335
T1_012069,T1,,ok,True,True,T1,1.00,356
T1_012070,T1,,ok,True,True,T1,1.00,351
T1_012071,T1,,ok,True,True,T1,1.00,397
T1_012072,T1,,ok,True,True,T1,1.00,408
T1_012073,T1,,ok,True,True,T1,1.00,321
T1_012074,T1,,ok,True,True,T1,1.00,369
T1_012075,T1,,ok,True,True,T1,1.00,369
T1_012076,T1,,ok,True,True,T1,1.00,391
T1_012077,T1,,ok,True,True,T1,1.00,298
T1_012078,T1,,ok,True,True,T1,1.00,380
T1_012079,T1,,ok,True,True,T1,1.00,386
T1_012080,T1,,ok,True,True,T1,1.00,410
T1_012081,T1,,ok,True,True,T1,1.00,371
T1_012082,T1,,ok,True,True,T1,1.00,394
T1_012083,T1,,ok,True,True,T1,1.00,396
T1_012084,T1,,ok,True,True,T1,1.00,369
