pair_id,expected_type,band,functionality_id,sim_both,bcb_f1,bcb_f2
T1_017375,T1,,44,1.0,193052,910688
T1_017376,T1,,44,1.0,311165,910688
T1_017377,T1,,44,1.0,910688,912096
T1_017378,T1,,44,1.0,207270,843063
T1_017379,T1,,44,1.0,207270,359835
T1_017380,T1,,44,1.0,207270,939304
T1_017381,T1,,44,1.0,207270,789018
T1_017382,T1,,44,1.0,63416,207270
T1_017383,T1,,44,1.0,207270,497855
T1_017384,T1,,44,1.0,207270,454280
T1_017385,T1,,44,1.0,207270,245664
T1_017386,T1,,44,1.0,174086,207270
T1_017387,T1,,44,1.0,65492,207270
T1_017388,T1,,44,1.0,13475,207270
T1_017389,T1,,44,1.0,207270,646739
T1_017390,T1,,44,1.0,207270,296921
T1_017391,T1,,44,1.0,207270,640608
T1_017392,T1,,44,1.0,207270,891389
T1_017393,T1,,44,1.0,207270,881838
T1_017394,T1,,44,1.0,207270,489465
T1_017395,T1,,44,1.0,207270,812839
T1_017396,T1,,44,1.0,207270,932291
T1_017397,T1,,44,1.0,207270,928483
T1_017398,T1,,44,1.0,128025,207270
T1_017399,T1,,44,1.0,207270,234582
T1_017400,T1,,44,1.0,207270,244232
T1_017401,T1,,44,1.0,207270,681078
T1_017402,T1,,44,1.0,207270,748153
T1_017403,T1,,44,1.0,207270,935194
T1_017404,T1,,44,1.0,207270,241850
T1_017405,T1,,44,1.0,207270,278438
T1_017406,T1,,44,1.0,379079,739813
T1_017407,T1,,44,1.0,259442,739813
T1_017408,T1,,44,1.0,739813,820621
T1_017409,T1,,44,1.0,428049,739813
T1_017410,T1,,44,1.0,162827,739813
T1_017411,T1,,44,1.0,739813,821502
T1_017412,T1,,44,1.0,725500,739813
T1_017413,T1,,44,1.0,116118,739813
T1_017414,T1,,44,1.0,286788,739813
T1_017415,T1,,44,1.0,361550,739813
T1_017416,T1,,44,1.0,563743,739813
T1_017417,T1,,44,1.0,292889,739813
T1_017418,T1,,44,1.0,714205,739813
T1_017419,T1,,44,1.0,203112,739813
T1_017420,T1,,44,1.0,211684,739813
T1_017421,T1,,44,1.0,128735,739813
T1_017422,T1,,44,1.0,682345,910688
T1_017423,T1,,44,1.0,165906,910688
T1_017424,T1,,44,1.0,631361,910688
T1_017425,T1,,44,1.0,469060,910688
T1_017426,T1,,44,1.0,863587,910688
T1_017427,T1,,44,1.0,12934,207270
T1_017428,T1,,44,1.0,207270,689531
T1_017429,T1,,44,1.0,59199,207270
T1_017430,T1,,44,1.0,207270,487412
T1_017431,T1,,44,1.0,207270,250687
T1_017432,T1,,44,1.0,207270,224086
T1_017433,T1,,44,1.0,207270,916273
T1_017434,T1,,44,1.0,207270,853456
T1_017435,T1,,44,1.0,207270,512226
T1_017436,T1,,44,1.0,147992,207270
T1_017437,T1,,44,1.0,147667,207270
T1_017438,T1,,44,1.0,207270,473025
T1_017439,T1,,44,1.0,207270,314560
T1_017440,T1,,44,1.0,207270,334117
T1_017441,T1,,44,1.0,207270,370546
T1_017442,T1,,44,1.0,28134,207270
T1_017443,T1,,44,1.0,160204,207270
T1_017444,T1,,44,1.0,120777,207270
T1_017445,T1,,44,1.0,207270,238319
T1_017446,T1,,44,1.0,207270,230245
T1_017447,T1,,44,1.0,207270,461150
T1_017448,T1,,44,1.0,207270,673501
T1_017449,T1,,44,1.0,124387,207270
T1_017450,T1,,44,1.0,207270,946510
T1_017451,T1,,44,1.0,207270,776779
T1_017452,T1,,44,1.0,157777,207270
T1_017453,T1,,44,1.0,207270,396827
T1_017454,T1,,44,1.0,207270,935808
T1_017455,T1,,44,1.0,227071,739813
T1_017456,T1,,44,1.0,383564,739813
T1_017457,T1,,44,1.0,670344,739813
T1_017458,T1,,44,1.0,739813,947100
T1_017459,T1,,44,1.0,281236,739813
T1_017460,T1,,44,1.0,739813,936423
T1_017461,T1,,44,1.0,357575,739813
T1_017462,T1,,44,1.0,7760,739813
T1_017463,T1,,44,1.0,739813,913382
T1_017464,T1,,44,1.0,281391,739813
T1_017465,T1,,44,1.0,695350,739813
T1_017466,T1,,44,1.0,739813,911773
T1_017467,T1,,44,1.0,111977,739813
T1_017468,T1,,44,1.0,546905,739813
T1_017469,T1,,44,1.0,739813,801168
T1_017470,T1,,44,1.0,177742,739813
T1_017471,T1,,44,1.0,739813,820538
T1_017472,T1,,44,1.0,217749,739813
T1_017473,T1,,44,1.0,469340,739813
T1_017474,T1,,44,1.0,739813,745910
T1_017475,T1,,44,1.0,157745,739813
T1_017476,T1,,44,1.0,739813,755766
T1_017477,T1,,44,1.0,682345,739813
T1_017478,T1,,44,1.0,776779,910688
T1_017479,T1,,44,1.0,157777,910688
T1_017480,T1,,44,1.0,396827,910688
T1_017481,T1,,44,1.0,910688,935808
T1_017482,T1,,44,1.0,207270,379079
T1_017483,T1,,44,1.0,207270,259442
T1_017484,T1,,44,1.0,207270,820621
T1_017485,T1,,44,1.0,207270,428049
T1_017486,T1,,44,1.0,162827,207270
T1_017487,T1,,44,1.0,207270,821502
T1_017488,T1,,44,1.0,207270,725500
T1_017489,T1,,44,1.0,116118,207270
T1_017490,T1,,44,1.0,207270,286788
T1_017491,T1,,44,1.0,207270,361550
T1_017492,T1,,44,1.0,207270,563743
T1_017493,T1,,44,1.0,207270,292889
T1_017494,T1,,44,1.0,207270,714205
T1_017495,T1,,44,1.0,203112,207270
T1_017496,T1,,44,1.0,207270,211684
T1_017497,T1,,44,1.0,128735,207270
T1_017498,T1,,44,1.0,207270,605828
T1_017499,T1,,44,1.0,10731,207270
T1_017500,T1,,44,1.0,207270,242004
T1_017501,T1,,44,1.0,45590,207270
T1_017502,T1,,44,1.0,207270,298516
T1_017503,T1,,44,1.0,207270,694023
T1_017504,T1,,44,1.0,207270,474315
T1_017505,T1,,44,1.0,207270,403115
T1_017506,T1,,44,1.0,193052,207270
T1_017507,T1,,44,1.0,207270,311165
T1_017508,T1,,44,1.0,207270,912096
T1_017509,T1,,44,1.0,12934,739813
T1_017510,T1,,44,1.0,689531,739813
T1_017511,T1,,44,1.0,59199,739813
T1_017512,T1,,44,1.0,487412,739813
T1_017513,T1,,44,1.0,250687,739813
T1_017514,T1,,44,1.0,224086,739813
T1_017515,T1,,44,1.0,207270,281236
T1_017516,T1,,44,1.0,207270,936423
T1_017517,T1,,44,1.0,207270,357575
T1_017518,T1,,44,1.0,7760,207270
T1_017519,T1,,44,1.0,207270,913382
T1_017520,T1,,44,1.0,207270,281391
T1_017521,T1,,44,1.0,207270,695350
T1_017522,T1,,44,1.0,207270,911773
T1_017523,T1,,44,1.0,111977,207270
T1_017524,T1,,44,1.0,207270,546905
T1_017525,T1,,44,1.0,207270,801168
T1_017526,T1,,44,1.0,177742,207270
T1_017527,T1,,44,1.0,207270,820538
T1_017528,T1,,44,1.0,207270,217749
T1_017529,T1,,44,1.0,207270,469340
T1_017530,T1,,44,1.0,207270,745910
T1_017531,T1,,44,1.0,157745,207270
T1_017532,T1,,44,1.0,207270,755766
T1_017533,T1,,44,1.0,207270,682345
T1_017534,T1,,44,1.0,165906,207270
T1_017535,T1,,44,1.0,207270,631361
T1_017536,T1,,44,1.0,207270,469060
T1_017537,T1,,44,1.0,207270,863587
T1_017538,T1,,44,1.0,187827,739813
T1_017539,T1,,44,1.0,80860,739813
T1_017540,T1,,44,1.0,541800,739813
T1_017541,T1,,44,1.0,202241,739813
T1_017542,T1,,44,1.0,136067,739813
T1_017543,T1,,44,1.0,739813,801886
T1_017544,T1,,44,1.0,53721,739813
T1_017545,T1,,44,1.0,652689,739813
T1_017546,T1,,44,1.0,202150,739813
T1_017547,T1,,44,1.0,299388,739813
T1_017548,T1,,44,1.0,695789,739813
T1_017549,T1,,44,1.0,2745,739813
T1_017550,T1,,44,1.0,454856,739813
T1_017551,T1,,44,1.0,53655,739813
T1_017552,T1,,44,1.0,279854,739813
T1_017553,T1,,44,1.0,345907,739813
T1_017554,T1,,44,1.0,739813,858381
T1_017555,T1,,44,1.0,718536,739813
T1_017556,T1,,44,1.0,235425,739813
T1_017557,T1,,44,1.0,2401,739813
T1_017558,T1,,44,1.0,739813,927500
T1_017559,T1,,44,1.0,739813,910478
T1_017560,T1,,44,1.0,305471,739813
T1_017561,T1,,44,1.0,351289,739813
T1_017562,T1,,44,1.0,28333,739813
T1_017563,T1,,44,1.0,739813,775734
T1_017564,T1,,44,1.0,739813,741288
T1_017565,T1,,44,1.0,12934,843063
T1_017566,T1,,44,1.0,689531,843063
T1_017567,T1,,44,1.0,59199,843063
T1_017568,T1,,44,1.0,487412,843063
T1_017569,T1,,44,1.0,250687,843063
T1_017570,T1,,44,1.0,224086,843063
T1_017571,T1,,44,1.0,843063,916273
T1_017572,T1,,44,1.0,843063,853456
T1_017573,T1,,44,1.0,739813,916273
T1_017574,T1,,44,1.0,739813,853456
T1_017575,T1,,44,1.0,512226,739813
T1_017576,T1,,44,1.0,147992,739813
T1_017577,T1,,44,1.0,147667,739813
T1_017578,T1,,44,1.0,473025,739813
T1_017579,T1,,44,1.0,314560,739813
T1_017580,T1,,44,1.0,334117,739813
T1_017581,T1,,44,1.0,370546,739813
T1_017582,T1,,44,1.0,28134,739813
T1_017583,T1,,44,1.0,160204,739813
T1_017584,T1,,44,1.0,120777,739813
T1_017585,T1,,44,1.0,238319,739813
T1_017586,T1,,44,1.0,230245,739813
T1_017587,T1,,44,1.0,461150,739813
T1_017588,T1,,44,1.0,673501,739813
T1_017589,T1,,44,1.0,124387,739813
T1_017590,T1,,44,1.0,739813,946510
T1_017591,T1,,44,1.0,739813,776779
T1_017592,T1,,44,1.0,157777,739813
T1_017593,T1,,44,1.0,396827,739813
T1_017594,T1,,44,1.0,739813,935808
T1_017595,T1,,44,1.0,359835,843063
T1_017596,T1,,44,1.0,843063,939304
T1_017597,T1,,44,1.0,789018,843063
T1_017598,T1,,44,1.0,63416,843063
T1_017599,T1,,44,1.0,497855,843063
T1_017600,T1,,44,1.0,454280,843063
T1_017601,T1,,44,1.0,245664,843063
T1_017602,T1,,44,1.0,174086,843063
T1_017603,T1,,44,1.0,65492,843063
T1_017604,T1,,44,1.0,13475,843063
T1_017605,T1,,44,1.0,646739,843063
T1_017606,T1,,44,1.0,296921,843063
T1_017607,T1,,44,1.0,640608,843063
T1_017608,T1,,44,1.0,843063,891389
T1_017609,T1,,44,1.0,843063,881838
T1_017610,T1,,44,1.0,489465,843063
T1_017611,T1,,44,1.0,812839,843063
T1_017612,T1,,44,1.0,843063,932291
T1_017613,T1,,44,1.0,843063,928483
T1_017614,T1,,44,1.0,128025,843063
T1_017615,T1,,44,1.0,234582,843063
T1_017616,T1,,44,1.0,244232,843063
T1_017617,T1,,44,1.0,681078,843063
T1_017618,T1,,44,1.0,748153,843063
T1_017619,T1,,44,1.0,843063,935194
T1_017620,T1,,44,1.0,241850,843063
T1_017621,T1,,44,1.0,278438,843063
T1_017622,T1,,44,1.0,12934,359835
T1_017623,T1,,44,1.0,12934,939304
T1_017624,T1,,44,1.0,12934,789018
T1_017625,T1,,44,1.0,12934,63416
T1_017626,T1,,44,1.0,12934,497855
T1_017627,T1,,44,1.0,12934,454280
T1_017628,T1,,44,1.0,12934,245664
T1_017629,T1,,44,1.0,245664,739813
T1_017630,T1,,44,1.0,174086,739813
T1_017631,T1,,44,1.0,65492,739813
T1_017632,T1,,44,1.0,13475,739813
T1_017633,T1,,44,1.0,646739,739813
T1_017634,T1,,44,1.0,296921,739813
T1_017635,T1,,44,1.0,640608,739813
T1_017636,T1,,44,1.0,739813,891389
T1_017637,T1,,44,1.0,739813,881838
T1_017638,T1,,44,1.0,489465,739813
T1_017639,T1,,44,1.0,739813,812839
T1_017640,T1,,44,1.0,739813,932291
T1_017641,T1,,44,1.0,739813,928483
T1_017642,T1,,44,1.0,128025,739813
T1_017643,T1,,44,1.0,234582,739813
T1_017644,T1,,44,1.0,244232,739813
T1_017645,T1,,44,1.0,681078,739813
T1_017646,T1,,44,1.0,739813,748153
T1_017647,T1,,44,1.0,739813,935194
T1_017648,T1,,44,1.0,241850,739813
T1_017649,T1,,44,1.0,278438,739813
T1_017650,T1,,44,1.0,227071,843063
T1_017651,T1,,44,1.0,383564,843063
T1_017652,T1,,44,1.0,670344,843063
T1_017653,T1,,44,1.0,843063,947100
T1_017654,T1,,44,1.0,281236,843063
T1_017655,T1,,44,1.0,843063,936423
T1_017656,T1,,44,1.0,357575,843063
T1_017657,T1,,44,1.0,7760,843063
T1_017658,T1,,44,1.0,843063,913382
T1_017659,T1,,44,1.0,281391,843063
T1_017660,T1,,44,1.0,695350,843063
T1_017661,T1,,44,1.0,843063,911773
T1_017662,T1,,44,1.0,111977,843063
T1_017663,T1,,44,1.0,546905,843063
T1_017664,T1,,44,1.0,801168,843063
T1_017665,T1,,44,1.0,177742,843063
T1_017666,T1,,44,1.0,820538,843063
T1_017667,T1,,44,1.0,217749,843063
T1_017668,T1,,44,1.0,469340,843063
T1_017669,T1,,44,1.0,745910,843063
T1_017670,T1,,44,1.0,157745,843063
T1_017671,T1,,44,1.0,755766,843063
T1_017672,T1,,44,1.0,682345,843063
T1_017673,T1,,44,1.0,165906,843063
T1_017674,T1,,44,1.0,631361,843063
T1_017675,T1,,44,1.0,469060,843063
T1_017676,T1,,44,1.0,843063,863587
T1_017677,T1,,44,1.0,12934,227071
T1_017678,T1,,44,1.0,12934,383564
T1_017679,T1,,44,1.0,12934,670344
T1_017680,T1,,44,1.0,12934,947100
T1_017681,T1,,44,1.0,605828,739813
T1_017682,T1,,44,1.0,10731,739813
T1_017683,T1,,44,1.0,242004,739813
T1_017684,T1,,44,1.0,45590,739813
T1_017685,T1,,44,1.0,298516,739813
T1_017686,T1,,44,1.0,694023,739813
T1_017687,T1,,44,1.0,474315,739813
T1_017688,T1,,44,1.0,403115,739813
T1_017689,T1,,44,1.0,193052,739813
T1_017690,T1,,44,1.0,311165,739813
T1_017691,T1,,44,1.0,739813,912096
T1_017692,T1,,44,1.0,187827,843063
T1_017693,T1,,44,1.0,80860,843063
T1_017694,T1,,44,1.0,541800,843063
T1_017695,T1,,44,1.0,202241,843063
T1_017696,T1,,44,1.0,136067,843063
T1_017697,T1,,44,1.0,801886,843063
T1_017698,T1,,44,1.0,53721,843063
T1_017699,T1,,44,1.0,652689,843063
T1_017700,T1,,44,1.0,202150,843063
T1_017701,T1,,44,1.0,299388,843063
T1_017702,T1,,44,1.0,695789,843063
T1_017703,T1,,44,1.0,2745,843063
T1_017704,T1,,44,1.0,454856,843063
T1_017705,T1,,44,1.0,53655,843063
T1_017706,T1,,44,1.0,279854,843063
T1_017707,T1,,44,1.0,345907,843063
T1_017708,T1,,44,1.0,843063,858381
T1_017709,T1,,44,1.0,718536,843063
T1_017710,T1,,44,1.0,235425,843063
T1_017711,T1,,44,1.0,2401,843063
T1_017712,T1,,44,1.0,843063,927500
T1_017713,T1,,44,1.0,843063,910478
T1_017714,T1,,44,1.0,305471,843063
T1_017715,T1,,44,1.0,351289,843063
T1_017716,T1,,44,1.0,28333,843063
T1_017717,T1,,44,1.0,775734,843063
T1_017718,T1,,44,1.0,741288,843063
T1_017719,T1,,44,1.0,12934,187827
T1_017720,T1,,44,1.0,12934,80860
T1_017721,T1,,44,1.0,12934,541800
T1_017722,T1,,44,1.0,12934,202241
T1_017723,T1,,44,1.0,12934,136067
T1_017724,T1,,44,1.0,12934,801886
T1_017725,T1,,44,1.0,12934,53721
T1_017726,T1,,44,1.0,12934,652689
T1_017727,T1,,44,1.0,12934,202150
T1_017728,T1,,44,1.0,12934,299388
T1_017729,T1,,44,1.0,12934,695789
T1_017730,T1,,44,1.0,2745,12934
T1_017731,T1,,44,1.0,12934,454856
T1_017732,T1,,44,1.0,12934,53655
T1_017733,T1,,44,1.0,12934,279854
T1_017734,T1,,44,1.0,12934,345907
T1_017735,T1,,44,1.0,12934,858381
T1_017736,T1,,44,1.0,12934,718536
T1_017737,T1,,44,1.0,12934,235425
T1_017738,T1,,44,1.0,2401,12934
T1_017739,T1,,44,1.0,12934,927500
T1_017740,T1,,44,1.0,12934,910478
T1_017741,T1,,44,1.0,12934,305471
T1_017742,T1,,44,1.0,165906,739813
T1_017743,T1,,44,1.0,631361,739813
T1_017744,T1,,44,1.0,469060,739813
T1_017745,T1,,44,1.0,739813,863587
T1_017746,T1,,44,1.0,379079,843063
T1_017747,T1,,44,1.0,259442,843063
T1_017748,T1,,44,1.0,820621,843063
T1_017749,T1,,44,1.0,428049,843063
T1_017750,T1,,44,1.0,162827,843063
T1_017751,T1,,44,1.0,821502,843063
T1_017752,T1,,44,1.0,725500,843063
T1_017753,T1,,44,1.0,116118,843063
T1_017754,T1,,44,1.0,286788,843063
T1_017755,T1,,44,1.0,361550,843063
T1_017756,T1,,44,1.0,563743,843063
T1_017757,T1,,44,1.0,292889,843063
T1_017758,T1,,44,1.0,714205,843063
T1_017759,T1,,44,1.0,203112,843063
T1_017760,T1,,44,1.0,211684,843063
T1_017761,T1,,44,1.0,128735,843063
T1_017762,T1,,44,1.0,605828,843063
T1_017763,T1,,44,1.0,10731,843063
T1_017764,T1,,44,1.0,242004,843063
T1_017765,T1,,44,1.0,45590,843063
T1_017766,T1,,44,1.0,298516,843063
T1_017767,T1,,44,1.0,694023,843063
T1_017768,T1,,44,1.0,474315,843063
T1_017769,T1,,44,1.0,403115,843063
T1_017770,T1,,44,1.0,193052,843063
T1_017771,T1,,44,1.0,311165,843063
T1_017772,T1,,44,1.0,843063,912096
T1_017773,T1,,44,1.0,12934,379079
T1_017774,T1,,44,1.0,12934,259442
T1_017775,T1,,44,1.0,12934,820621
T1_017776,T1,,44,1.0,12934,428049
T1_017777,T1,,44,1.0,12934,162827
T1_017778,T1,,44,1.0,12934,821502
T1_017779,T1,,44,1.0,12934,725500
T1_017780,T1,,44,1.0,12934,116118
T1_017781,T1,,44,1.0,12934,286788
T1_017782,T1,,44,1.0,12934,361550
T1_017783,T1,,44,1.0,12934,563743
T1_017784,T1,,44,1.0,12934,292889
T1_017785,T1,,44,1.0,12934,714205
T1_017786,T1,,44,1.0,12934,203112
T1_017787,T1,,44,1.0,12934,211684
T1_017788,T1,,44,1.0,12934,128735
T1_017789,T1,,44,1.0,12934,605828
T1_017790,T1,,44,1.0,10731,12934
T1_017791,T1,,44,1.0,12934,242004
T1_017792,T1,,44,1.0,12934,45590
T1_017793,T1,,44,1.0,12934,298516
T1_017794,T1,,44,1.0,12934,694023
T1_017795,T1,,44,1.0,12934,474315
T1_017796,T1,,44,1.0,12934,403115
T1_017797,T1,,44,1.0,12934,193052
T1_017798,T1,,44,1.0,12934,311165
T1_017799,T1,,44,1.0,12934,912096
T1_017800,T1,,44,1.0,187827,227071
T1_017801,T1,,44,1.0,187827,383564
T1_017802,T1,,44,1.0,187827,670344
T1_017803,T1,,44,1.0,512226,843063
T1_017804,T1,,44,1.0,147992,843063
T1_017805,T1,,44,1.0,147667,843063
T1_017806,T1,,44,1.0,473025,843063
T1_017807,T1,,44,1.0,314560,843063
T1_017808,T1,,44,1.0,334117,843063
T1_017809,T1,,44,1.0,370546,843063
T1_017810,T1,,44,1.0,28134,843063
T1_017811,T1,,44,1.0,160204,843063
T1_017812,T1,,44,1.0,120777,843063
T1_017813,T1,,44,1.0,238319,843063
T1_017814,T1,,44,1.0,230245,843063
T1_017815,T1,,44,1.0,461150,843063
T1_017816,T1,,44,1.0,673501,843063
T1_017817,T1,,44,1.0,124387,843063
T1_017818,T1,,44,1.0,843063,946510
T1_017819,T1,,44,1.0,776779,843063
T1_017820,T1,,44,1.0,157777,843063
T1_017821,T1,,44,1.0,396827,843063
T1_017822,T1,,44,1.0,843063,935808
T1_017823,T1,,44,1.0,12934,689531
T1_017824,T1,,44,1.0,12934,59199
T1_017825,T1,,44,1.0,12934,487412
T1_017826,T1,,44,1.0,12934,250687
T1_017827,T1,,44,1.0,12934,224086
T1_017828,T1,,44,1.0,12934,916273
T1_017829,T1,,44,1.0,12934,853456
T1_017830,T1,,44,1.0,12934,512226
T1_017831,T1,,44,1.0,12934,147992
T1_017832,T1,,44,1.0,12934,147667
T1_017833,T1,,44,1.0,12934,473025
T1_017834,T1,,44,1.0,12934,314560
T1_017835,T1,,44,1.0,12934,334117
T1_017836,T1,,44,1.0,12934,370546
T1_017837,T1,,44,1.0,12934,28134
T1_017838,T1,,44,1.0,12934,160204
T1_017839,T1,,44,1.0,12934,120777
T1_017840,T1,,44,1.0,12934,238319
T1_017841,T1,,44,1.0,12934,230245
T1_017842,T1,,44,1.0,12934,461150
T1_017843,T1,,44,1.0,12934,673501
T1_017844,T1,,44,1.0,12934,124387
T1_017845,T1,,44,1.0,12934,946510
T1_017846,T1,,44,1.0,12934,776779
T1_017847,T1,,44,1.0,12934,157777
T1_017848,T1,,44,1.0,12934,396827
T1_017849,T1,,44,1.0,12934,935808
T1_017850,T1,,44,1.0,80860,187827
T1_017851,T1,,44,1.0,187827,541800
T1_017852,T1,,44,1.0,187827,202241
T1_017853,T1,,44,1.0,136067,187827
T1_017854,T1,,44,1.0,187827,801886
T1_017855,T1,,44,1.0,53721,187827
T1_017856,T1,,44,1.0,187827,652689
T1_017857,T1,,44,1.0,187827,202150
T1_017858,T1,,44,1.0,187827,299388
T1_017859,T1,,44,1.0,187827,695789
T1_017860,T1,,44,1.0,12934,281236
T1_017861,T1,,44,1.0,12934,936423
T1_017862,T1,,44,1.0,12934,357575
T1_017863,T1,,44,1.0,7760,12934
T1_017864,T1,,44,1.0,12934,913382
T1_017865,T1,,44,1.0,12934,281391
T1_017866,T1,,44,1.0,12934,695350
T1_017867,T1,,44,1.0,12934,911773
T1_017868,T1,,44,1.0,12934,111977
T1_017869,T1,,44,1.0,12934,546905
T1_017870,T1,,44,1.0,12934,801168
T1_017871,T1,,44,1.0,12934,177742
T1_017872,T1,,44,1.0,12934,820538
T1_017873,T1,,44,1.0,12934,217749
T1_017874,T1,,44,1.0,12934,469340
T1_017875,T1,,44,1.0,12934,745910
T1_017876,T1,,44,1.0,12934,157745
T1_017877,T1,,44,1.0,12934,755766
T1_017878,T1,,44,1.0,12934,682345
T1_017879,T1,,44,1.0,12934,165906
T1_017880,T1,,44,1.0,12934,631361
T1_017881,T1,,44,1.0,12934,469060
T1_017882,T1,,44,1.0,12934,863587
T1_017883,T1,,44,1.0,187827,359835
T1_017884,T1,,44,1.0,187827,939304
T1_017885,T1,,44,1.0,187827,789018
T1_017886,T1,,44,1.0,63416,187827
T1_017887,T1,,44,1.0,187827,497855
T1_017888,T1,,44,1.0,187827,454280
T1_017889,T1,,44,1.0,187827,245664
T1_017890,T1,,44,1.0,174086,187827
T1_017891,T1,,44,1.0,65492,187827
T1_017892,T1,,44,1.0,13475,187827
T1_017893,T1,,44,1.0,187827,646739
T1_017894,T1,,44,1.0,187827,296921
T1_017895,T1,,44,1.0,187827,640608
T1_017896,T1,,44,1.0,187827,891389
T1_017897,T1,,44,1.0,187827,881838
T1_017898,T1,,44,1.0,187827,489465
T1_017899,T1,,44,1.0,187827,812839
T1_017900,T1,,44,1.0,187827,932291
T1_017901,T1,,44,1.0,187827,928483
T1_017902,T1,,44,1.0,128025,187827
T1_017903,T1,,44,1.0,187827,234582
T1_017904,T1,,44,1.0,187827,244232
T1_017905,T1,,44,1.0,187827,681078
T1_017906,T1,,44,1.0,187827,748153
T1_017907,T1,,44,1.0,187827,935194
T1_017908,T1,,44,1.0,187827,241850
T1_017909,T1,,44,1.0,187827,278438
T1_017910,T1,,44,1.0,80860,379079
T1_017911,T1,,44,1.0,379079,541800
T1_017912,T1,,44,1.0,202241,379079
T1_017913,T1,,44,1.0,12934,174086
T1_017914,T1,,44,1.0,12934,65492
T1_017915,T1,,44,1.0,12934,13475
T1_017916,T1,,44,1.0,12934,646739
T1_017917,T1,,44,1.0,12934,296921
T1_017918,T1,,44,1.0,12934,640608
T1_017919,T1,,44,1.0,12934,891389
T1_017920,T1,,44,1.0,12934,881838
T1_017921,T1,,44,1.0,12934,489465
T1_017922,T1,,44,1.0,12934,812839
T1_017923,T1,,44,1.0,12934,932291
T1_017924,T1,,44,1.0,12934,928483
T1_017925,T1,,44,1.0,12934,128025
T1_017926,T1,,44,1.0,12934,234582
T1_017927,T1,,44,1.0,12934,244232
T1_017928,T1,,44,1.0,12934,681078
T1_017929,T1,,44,1.0,12934,748153
T1_017930,T1,,44,1.0,12934,935194
T1_017931,T1,,44,1.0,12934,241850
T1_017932,T1,,44,1.0,12934,278438
T1_017933,T1,,44,1.0,187827,689531
T1_017934,T1,,44,1.0,59199,187827
T1_017935,T1,,44,1.0,187827,487412
T1_017936,T1,,44,1.0,187827,250687
T1_017937,T1,,44,1.0,187827,224086
T1_017938,T1,,44,1.0,187827,916273
T1_017939,T1,,44,1.0,187827,853456
T1_017940,T1,,44,1.0,187827,512226
T1_017941,T1,,44,1.0,147992,187827
T1_017942,T1,,44,1.0,147667,187827
T1_017943,T1,,44,1.0,187827,473025
T1_017944,T1,,44,1.0,187827,314560
T1_017945,T1,,44,1.0,187827,334117
T1_017946,T1,,44,1.0,187827,370546
T1_017947,T1,,44,1.0,28134,187827
T1_017948,T1,,44,1.0,160204,187827
T1_017949,T1,,44,1.0,120777,187827
T1_017950,T1,,44,1.0,187827,238319
T1_017951,T1,,44,1.0,187827,230245
T1_017952,T1,,44,1.0,187827,461150
T1_017953,T1,,44,1.0,187827,673501
T1_017954,T1,,44,1.0,124387,187827
T1_017955,T1,,44,1.0,187827,946510
T1_017956,T1,,44,1.0,187827,776779
T1_017957,T1,,44,1.0,157777,187827
T1_017958,T1,,44,1.0,187827,396827
T1_017959,T1,,44,1.0,187827,935808
T1_017960,T1,,44,1.0,259442,379079
T1_017961,T1,,44,1.0,379079,820621
T1_017962,T1,,44,1.0,379079,428049
T1_017963,T1,,44,1.0,162827,379079
T1_017964,T1,,44,1.0,379079,821502
T1_017965,T1,,44,1.0,379079,725500
T1_017966,T1,,44,1.0,116118,379079
T1_017967,T1,,44,1.0,286788,379079
T1_017968,T1,,44,1.0,12934,351289
T1_017969,T1,,44,1.0,12934,28333
T1_017970,T1,,44,1.0,12934,775734
T1_017971,T1,,44,1.0,12934,741288
T1_017972,T1,,44,1.0,187827,379079
T1_017973,T1,,44,1.0,187827,259442
T1_017974,T1,,44,1.0,187827,820621
T1_017975,T1,,44,1.0,187827,428049
T1_017976,T1,,44,1.0,162827,187827
T1_017977,T1,,44,1.0,187827,821502
T1_017978,T1,,44,1.0,187827,725500
T1_017979,T1,,44,1.0,116118,187827
T1_017980,T1,,44,1.0,187827,286788
T1_017981,T1,,44,1.0,187827,361550
T1_017982,T1,,44,1.0,187827,563743
T1_017983,T1,,44,1.0,187827,292889
T1_017984,T1,,44,1.0,187827,714205
T1_017985,T1,,44,1.0,187827,203112
T1_017986,T1,,44,1.0,187827,211684
T1_017987,T1,,44,1.0,128735,187827
T1_017988,T1,,44,1.0,187827,605828
T1_017989,T1,,44,1.0,10731,187827
T1_017990,T1,,44,1.0,187827,242004
T1_017991,T1,,44,1.0,45590,187827
T1_017992,T1,,44,1.0,187827,298516
T1_017993,T1,,44,1.0,187827,694023
T1_017994,T1,,44,1.0,187827,474315
T1_017995,T1,,44,1.0,187827,403115
T1_017996,T1,,44,1.0,187827,193052
T1_017997,T1,,44,1.0,187827,311165
T1_017998,T1,,44,1.0,187827,912096
T1_017999,T1,,44,1.0,359835,379079
T1_018000,T1,,44,1.0,379079,939304
T1_018001,T1,,44,1.0,379079,789018
T1_018002,T1,,44,1.0,63416,379079
T1_018003,T1,,44,1.0,379079,497855
T1_018004,T1,,44,1.0,379079,454280
T1_018005,T1,,44,1.0,245664,379079
T1_018006,T1,,44,1.0,174086,379079
T1_018007,T1,,44,1.0,65492,379079
T1_018008,T1,,44,1.0,13475,379079
