pair_id,status,analysis_mode,regions_emitted,regions_at_min_size,fp_reference_range,fp_strict_product,claims_syntactic_type,types,largest_region_lines,left_problem,right_problem,left_program,right_program,shared_tokens
N00209,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03060,p03042,s099392055.java,s806550904.java,27
N00210,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03042,p03013,s014293380.java,s264943406.java,11
N00211,ok,SOURCE_PLUS_WALA_SMT,2,0,False,False,False,,2,p02779,p02576,s406483097.java,s661617920.java,12
N00212,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02829,p02675,s269943567.java,s514214142.java,16
N00213,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02389,p02390,s676292063.java,s762401534.java,21
N00214,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03478,p03474,s370377072.java,s166807180.java,16
N00215,ok,SOURCE_PLUS_WALA_SMT,3,1,False,True,False,POSSIBLE_T4_CANDIDATE,6,p03239,p03071,s274511415.java,s702645565.java,18
N00216,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03360,p03160,s310248315.java,s908757329.java,22
N00217,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,31,p02570,p02552,s694674279.java,s713145813.java,22
N00218,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02951,p02957,s966260288.java,s046026265.java,23
N00219,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,1,p02848,p02831,s505752256.java,s364584123.java,13
N00220,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04044,p00001,s432230849.java,s321299626.java,13
N00221,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03416,p03378,s831359494.java,s650996007.java,16
N00222,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,17,p02629,p02264,s846202102.java,s951834758.java,14
N00223,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04030,p04012,s447831727.java,s438509780.java,21
N00224,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02718,p02723,s616192161.java,s982794829.java,11
N00225,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03456,p03455,s123876044.java,s663818107.java,15
N00226,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03835,p03998,s988626060.java,s148817547.java,16
N00227,ok,SOURCE_PLUS_WALA_SMT,2,0,False,False,False,,3,p02946,p02755,s623139494.java,s655051758.java,11
N00228,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02263,p02260,s901845159.java,s238061166.java,10
N00229,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04043,p04044,s840435329.java,s212497107.java,17
N00230,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03632,p03680,s730060673.java,s376325765.java,14
N00231,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02595,p02582,s256797159.java,s894730684.java,25
N00232,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02418,p02416,s873289590.java,s243158832.java,10
N00233,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02700,p02693,s744854463.java,s917756614.java,22
N00234,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02832,p02831,s750900891.java,s973895985.java,23
N00235,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02946,p02989,s233356348.java,s829701780.java,12
N00236,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02421,p02547,s619053627.java,s287491179.java,12
N00237,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02909,p02899,s718330349.java,s445298429.java,27
N00238,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02389,p02388,s009739754.java,s881186084.java,10
N00239,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02705,p02731,s883057208.java,s009070929.java,17
N00240,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02403,p02404,s461546335.java,s273219076.java,15
N00241,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04012,p04030,s924722788.java,s261945942.java,14
N00242,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,4,p03469,p03493,s854303322.java,s420796151.java,21
N00243,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,10,p02848,p02832,s295779389.java,s051840343.java,11
N00244,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03469,p03243,s084365114.java,s264974375.java,15
N00245,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02916,p02935,s814856186.java,s701146647.java,23
N00246,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03316,p03324,s018732079.java,s268697520.java,14
N00247,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,3,p02731,p02759,s802596501.java,s002584418.java,23
N00248,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,15,p03107,p03109,s833933473.java,s677999276.java,22
N00249,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03455,p03324,s703002102.java,s331529400.java,23
N00250,ok,SOURCE_PLUS_WALA_SMT,3,2,False,True,False,POSSIBLE_T4_CANDIDATE,13,p03042,p02658,s606945580.java,s966333405.java,13
N00251,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,8,p02687,p02681,s493894925.java,s941243651.java,17
N00252,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03644,p03854,s552171354.java,s258781758.java,27
N00253,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02414,p02413,s426515184.java,s151124864.java,16
N00254,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03493,p00002,s869893156.java,s543222570.java,16
N00255,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,4,p02705,p02657,s238655747.java,s951745653.java,15
N00256,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03001,p02989,s391603397.java,s637792956.java,25
N00257,ok,SOURCE_PLUS_WALA_SMT,2,2,False,True,False,POSSIBLE_T4_CANDIDATE,13,p02959,p02957,s190352404.java,s148094615.java,16
N00258,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02676,p02681,s683392071.java,s299397682.java,17
N00259,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03059,p03071,s591576238.java,s467783117.java,23
N00260,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03041,p03292,s252237284.java,s403935541.java,27
N00261,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02717,p02731,s269322487.java,s747209820.java,11
N00262,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,21,p03456,p03680,s485662454.java,s101702615.java,11
N00263,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03086,p03106,s677576568.java,s173801692.java,27
N00264,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,2,p02982,p02898,s787255943.java,s805081726.java,19
N00265,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02264,p02381,s638914163.java,s125907973.java,18
N00266,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00001,p04043,s021679252.java,s627106227.java,15
N00267,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,6,p02802,p02835,s770170179.java,s782634949.java,12
N00268,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,6,p02835,p02831,s368282765.java,s903143322.java,10
N00269,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,4,p02759,p02724,s816444263.java,s866961115.java,11
N00270,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02922,p02959,s786937571.java,s324086082.java,15
N00271,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02417,p02418,s904226486.java,s212161351.java,15
N00272,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03835,p03814,s869846601.java,s818671714.java,13
N00273,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,17,p03146,p03076,s134551911.java,s175399547.java,11
N00274,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02578,p02571,s250721580.java,s998149750.java,17
N00275,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02759,p02731,s017369444.java,s918603927.java,16
N00276,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03308,p03292,s298629116.java,s821310495.java,12
N00277,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,17,p03012,p03013,s542750645.java,s488457812.java,26
N00278,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03076,p03073,s945958545.java,s886234963.java,15
N00279,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03285,p03281,s480654395.java,s876631167.java,22
N00280,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02381,p02258,s332919765.java,s589043019.java,23
N00281,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02699,p02700,s477872038.java,s133900272.java,15
N00282,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02897,p02898,s889710649.java,s074226272.java,15
N00283,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03378,p03325,s233577511.java,s441677360.java,22
N00284,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02724,p02723,s415873580.java,s643299268.java,9
N00285,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,18,p03146,p03136,s980989047.java,s729183322.java,16
N00286,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02989,p03109,s183504039.java,s759247351.java,10
N00287,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03087,p03086,s792125069.java,s952416762.java,16
N00288,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03416,p03370,s322811580.java,s360397175.java,27
N00289,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02812,p02818,s114674167.java,s075314693.java,16
N00290,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,8,p03448,p03378,s477758013.java,s330004766.java,22
N00291,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02829,p02847,s023974100.java,s479477553.java,15
N00292,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02547,p02420,s030497010.java,s416091256.java,13
N00293,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02411,p02412,s663243533.java,s304387027.java,15
N00294,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03680,p03775,s661460980.java,s056172002.java,27
N00295,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02887,p02886,s846998328.java,s552388895.java,17
N00296,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02835,p02831,s807833649.java,s630137635.java,27
N00297,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03075,p03107,s647758200.java,s777057413.java,27
N00298,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02612,p02552,s058637963.java,s298836668.java,23
N00299,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03371,p03360,s449569127.java,s268353742.java,12
N00300,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,22,p03281,p03073,s304965969.java,s877200919.java,14
N00301,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03261,p03242,s139801596.java,s419800729.java,23
N00302,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02263,p02259,s149624196.java,s265234544.java,13
N00303,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03494,p03680,s978512490.java,s606465211.java,28
N00304,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02818,p02791,s145862167.java,s782661255.java,17
N00305,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,6,p02627,p02640,s376845291.java,s701820845.java,12
N00306,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00006,p03493,s563850635.java,s579104274.java,15
N00307,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02860,p02848,s328679431.java,s802187488.java,23
N00308,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03071,p03136,s856275743.java,s536906654.java,15
N00309,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02258,p00005,s277145261.java,s004070500.java,11
N00310,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02582,p02576,s700415964.java,s582107194.java,11
N00311,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03352,p03325,s846904581.java,s966157636.java,17
N00312,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02389,p02399,s017881228.java,s174669046.java,17
N00313,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02258,p02391,s085149420.java,s883526396.java,15
N00314,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02711,p02712,s441392980.java,s314368020.java,23
N00315,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04030,p03435,s924301124.java,s532124674.java,11
N00316,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02411,p02410,s554037547.java,s406503611.java,21
N00317,ok,SOURCE_PLUS_WALA_SMT,5,1,False,True,False,POSSIBLE_T4_CANDIDATE,14,p02898,p03012,s681280287.java,s797175334.java,17
N00318,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02404,p02403,s522479950.java,s701581292.java,22
N00319,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03289,p03281,s829257825.java,s495060117.java,9
N00320,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02754,p02771,s771406508.java,s356529760.java,23
N00321,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02711,p02701,s143855354.java,s799795787.java,16
N00322,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03371,p03370,s249644319.java,s686805640.java,15
N00323,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02958,p02983,s490300210.java,s302144759.java,13
N00324,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00002,p04030,s158102056.java,s243730355.java,11
N00325,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02706,p02707,s463845052.java,s252184374.java,16
N00326,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02393,p02381,s370550209.java,s320300711.java,16
N00327,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02381,p02401,s193794151.java,s871867109.java,17
N00328,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,27,p03835,p03457,s862509023.java,s165099581.java,17
N00329,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03448,p03471,s836107074.java,s470478046.java,10
N00330,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03308,p03316,s961330066.java,s111528209.java,13
N00331,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03695,p03854,s966206087.java,s574472751.java,22
N00332,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,7,p02952,p02970,s100917824.java,s127348555.java,28
N00333,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02719,p02723,s657316560.java,s235818237.java,23
N00334,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00007,p00006,s539056563.java,s716803558.java,11
N00335,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,26,p02657,p02612,s501249201.java,s487655791.java,23
N00336,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03814,p03775,s304150940.java,s998083192.java,25
N00337,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02694,p02699,s437470307.java,s245081908.java,11
N00338,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02712,p02711,s024647933.java,s954317985.java,12
N00339,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02909,p02922,s505745905.java,s037809441.java,23
N00340,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02953,p02982,s871288758.java,s562507324.java,17
N00341,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03324,p03455,s686027786.java,s363548588.java,23
N00342,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,2,p02713,p02718,s363095410.java,s632215041.java,21
N00343,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02412,p02411,s056187349.java,s948589089.java,14
N00344,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02552,p02657,s899808862.java,s204983100.java,23
N00345,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02959,p02982,s711094073.java,s636627818.java,14
N00346,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,2,p02783,p02801,s127602191.java,s694008050.java,16
N00347,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02407,p02406,s968996275.java,s628445510.java,10
N00348,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02719,p02717,s152764776.java,s251797589.java,11
N00349,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03146,p03239,s959934597.java,s069246599.java,9
N00350,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02953,p02952,s513873979.java,s497364966.java,15
N00351,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03087,p03102,s938163736.java,s318734412.java,15
N00352,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02547,p02421,s431734052.java,s977587085.java,14
N00353,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02578,p02582,s125763145.java,s006107594.java,27
N00354,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p00011,p00005,s207884015.java,s455532260.java,11
N00355,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02628,p02677,s134882094.java,s427743766.java,15
N00356,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,32,p02260,p02268,s032107815.java,s825973220.java,14
N00357,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02687,p02676,s282862816.java,s304179867.java,27
N00358,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02778,p02783,s795209177.java,s008073439.java,21
N00359,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02577,p02578,s793631616.java,s444633568.java,15
N00360,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02681,p02676,s826614247.java,s896822659.java,17
N00361,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,21,p02699,p02766,s596396737.java,s224396192.java,15
N00362,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02659,p02621,s802427881.java,s716787428.java,13
N00363,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,8,p02405,p02259,s488059312.java,s320266744.java,21
N00364,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,6,p02970,p02981,s660415365.java,s548854178.java,14
N00365,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03086,p03076,s083815106.java,s654620927.java,27
N00366,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03434,p03448,s958085178.java,s101662455.java,28
N00367,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03109,p03282,s330566009.java,s555442716.java,11
N00368,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03352,p03360,s891676050.java,s289837198.java,12
N00369,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02773,p02755,s531433786.java,s436082943.java,17
N00370,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03720,p03680,s801034896.java,s945784706.java,27
N00371,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03478,p03632,s108056881.java,s168589788.java,15
N00372,ok,SOURCE_PLUS_WALA_SMT,3,3,False,True,False,POSSIBLE_T4_CANDIDATE,30,p02947,p02700,s789496276.java,s115056171.java,19
N00373,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02407,p02415,s617775677.java,s270447358.java,18
N00374,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,8,p03378,p03160,s560830287.java,s384029681.java,11
N00375,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03073,p03060,s623357548.java,s831294401.java,17
N00376,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,True,T3,7,p02946,p02952,s924859729.java,s177392679.java,21
N00377,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02627,p02629,s123771937.java,s683777733.java,10
N00378,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02622,p02639,s912301621.java,s682781376.java,16
N00379,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02971,p02958,s481181936.java,s595928889.java,25
N00380,ok,SOURCE_PLUS_WALA_SMT,3,1,False,True,True,T3,53,p03289,p03261,s029903838.java,s405819765.java,21
N00381,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03012,p03037,s908431536.java,s097146113.java,15
N00382,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02570,p02552,s315272991.java,s294378309.java,17
N00383,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02881,p02880,s467613227.java,s175320138.java,23
N00384,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02410,p02409,s046728757.java,s899688287.java,20
N00385,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02259,p02256,s425043432.java,s020777353.java,12
N00386,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02403,p02401,s175128934.java,s485125882.java,13
N00387,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02879,p02860,s398312487.java,s998882614.java,15
N00388,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03043,p03060,s041227789.java,s953183719.java,15
N00389,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02411,p02410,s163556911.java,s847512882.java,13
N00390,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03160,p03161,s878276140.java,s540965795.java,22
N00391,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04044,p04012,s244858270.java,s924919926.java,15
N00392,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02783,p02786,s100893364.java,s615306322.java,9
N00393,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02622,p02718,s166309309.java,s816610046.java,22
N00394,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p04044,p00002,s060514896.java,s003798551.java,8
N00395,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,13,p02779,p02773,s507610326.java,s947402730.java,14
N00396,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02701,p02705,s305873255.java,s320977466.java,13
N00397,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02268,p02381,s791310628.java,s404797017.java,13
N00398,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02595,p02628,s123341618.java,s236443162.java,17
N00399,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03239,p03261,s275842331.java,s089603128.java,28
N00400,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02731,p02724,s187481550.java,s929177453.java,11
N00401,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03325,p03316,s037669367.java,s120686713.java,14
N00402,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02412,p02406,s147474774.java,s452363222.java,25
N00403,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03147,p03106,s295673584.java,s981691917.java,17
N00404,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02952,p02935,s453406340.java,s899635472.java,21
N00405,ok,SOURCE_PLUS_WALA_SMT,2,1,False,True,False,POSSIBLE_T4_CANDIDATE,7,p02945,p02730,s708683349.java,s851240950.java,7
N00406,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,44,p02829,p02778,s449024502.java,s611529512.java,24
N00407,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03370,p03470,s667692927.java,s546723972.java,17
N00408,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p03035,p03072,s800670523.java,s244074101.java,15
N00409,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02255,p00006,s572264652.java,s571276401.java,18
N00410,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02413,p02411,s080770201.java,s131446558.java,15
N00411,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02880,p02881,s825605382.java,s436503285.java,22
N00412,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,28,p02259,p02260,s579408959.java,s213758784.java,13
N00413,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02657,p02659,s211481834.java,s247861623.java,20
N00414,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02707,p02713,s632020165.java,s468236597.java,12
N00415,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,13,p03161,p03160,s075749200.java,s474537525.java,26
N00416,ok,SOURCE_PLUS_WALA_SMT,1,1,False,True,False,POSSIBLE_T4_CANDIDATE,24,p03147,p03146,s171891442.java,s948553887.java,15
N00417,ok,SOURCE_PLUS_WALA_SMT,1,0,False,False,False,,2,p02772,p02771,s225214911.java,s253766923.java,22
N00418,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02701,p02700,s990085201.java,s667802504.java,20
N00419,ok,SOURCE_PLUS_WALA_SMT,0,0,False,False,False,,0,p02694,p02693,s073900814.java,s760813104.java,21
N00420,ok,SOURCE_PLUS_WALA_SMT,3,1,False,True,False,POSSIBLE_T4_CANDIDATE,6,p03720,p02723,s055233134.java,s707188907.java,16
