pair_id,ref_index,range_index,kind,clone_type,operator,left_begin,left_end,right_begin,right_end
R00053,4,-1,UNTOUCHED,T1,none,5,7,5,7
R00053,5,-1,UNTOUCHED,T1,none,18,20,19,21
R00053,6,-1,UNTOUCHED,T1,none,139,144,140,145
R00053,7,-1,UNTOUCHED,T1,none,153,164,155,166
R00054,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,28,37,28,37
R00054,1,0,MUTATION,T2,t2_change_int_literal,28,28,28,28
R00054,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,82,87,82,88
R00054,3,1,MUTATION,T1,t1_add_blank_line,,,87,87
R00054,4,-1,UNTOUCHED,T1,none,24,27,24,27
R00054,5,-1,UNTOUCHED,T1,none,38,43,38,43
R00054,6,-1,UNTOUCHED,T1,none,77,81,77,81
R00054,7,-1,UNTOUCHED,T1,none,88,97,89,98
R00055,0,0,CLONE_INTERVAL,T3,t3_insert_statement,61,66,61,66
R00055,1,0,MUTATION,T3,t3_insert_statement,,,67,67
R00055,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,80,85,81,87
R00055,3,1,MUTATION,T1,t1_add_blank_line,,,84,84
R00055,4,-1,UNTOUCHED,T1,none,56,60,56,60
R00055,5,-1,UNTOUCHED,T1,none,67,73,68,74
R00055,6,-1,UNTOUCHED,T1,none,75,79,76,80
R00055,7,-1,UNTOUCHED,T1,none,86,92,88,94
R00056,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,14,19,14,20
R00056,1,0,MUTATION,T1,t1_add_blank_line,,,19,19
R00056,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,29,34,30,35
R00056,3,1,MUTATION,T1,t1_add_eol_comment,30,30,31,31
R00056,4,-1,UNTOUCHED,T1,none,11,13,11,13
R00056,5,-1,UNTOUCHED,T1,none,20,28,21,29
R00056,6,-1,UNTOUCHED,T1,none,35,52,36,53
R00057,0,0,CLONE_INTERVAL,T1,t1_reindent,18,24,18,24
R00057,1,0,MUTATION,T1,t1_reindent,18,24,18,24
R00057,3,1,CLONE_INTERVAL,T1,t1_reindent,31,37,31,37
R00057,4,1,MUTATION,T1,t1_reindent,31,37,31,37
R00057,6,-1,UNTOUCHED,T1,none,14,17,14,17
R00057,7,-1,UNTOUCHED,T1,none,25,30,25,30
R00057,8,-1,UNTOUCHED,T1,none,38,40,38,40
R00058,0,0,CLONE_INTERVAL,T3,t3_delete_statement,8,13,8,12
R00058,1,0,MUTATION,T3,t3_delete_statement,11,11,,
R00058,2,1,CLONE_INTERVAL,T2,t2_rename_local_x2,20,26,19,25
R00058,3,1,MUTATION,T2,t2_rename_local_x2,21,23,20,22
R00058,4,-1,UNTOUCHED,T1,none,5,7,5,7
R00058,5,-1,UNTOUCHED,T1,none,14,19,13,18
R00058,6,-1,UNTOUCHED,T1,none,27,32,26,31
R00059,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,26,32,25,34
R00059,1,0,MUTATION,T3,t3_wrap_statement,,,30,30
R00059,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,36,42,37,44
R00059,3,1,MUTATION,T1,t1_add_blank_line,,,43,43
R00059,4,-1,UNTOUCHED,T1,none,20,25,19,24
R00059,5,-1,UNTOUCHED,T1,none,34,35,35,36
R00059,6,-1,UNTOUCHED,T1,none,43,51,45,53
R00060,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,6,11,6,12
R00060,1,0,MUTATION,T1,t1_add_blank_line,,,8,8
R00060,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,15,21,16,22
R00060,3,1,MUTATION,T1,t1_add_eol_comment,19,19,20,20
R00060,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00060,5,-1,UNTOUCHED,T1,none,12,14,13,15
R00060,6,-1,UNTOUCHED,T1,none,22,35,23,36
R00061,0,0,CLONE_INTERVAL,T3,t3_delete_statement,17,22,17,21
R00061,1,0,MUTATION,T3,t3_delete_statement,18,18,,
R00061,2,1,CLONE_INTERVAL,T3,t3_insert_statement,31,39,30,38
R00061,3,1,MUTATION,T3,t3_insert_statement,,,39,39
R00061,4,-1,UNTOUCHED,T1,none,10,16,10,16
R00061,5,-1,UNTOUCHED,T1,none,23,30,22,29
R00061,6,-1,UNTOUCHED,T1,none,40,46,40,46
R00062,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,33,38,33,38
R00062,1,0,MUTATION,T2,t2_change_int_literal,33,33,33,33
R00062,2,1,CLONE_INTERVAL,T3,t3_insert_statement,101,108,101,109
R00062,3,1,MUTATION,T3,t3_insert_statement,,,102,102
R00062,4,-1,UNTOUCHED,T1,none,25,32,25,32
R00062,5,-1,UNTOUCHED,T1,none,39,43,39,43
R00062,6,-1,UNTOUCHED,T1,none,95,100,95,100
R00062,7,-1,UNTOUCHED,T1,none,109,120,110,121
R00063,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,49,55,49,55
R00063,1,0,MUTATION,T1,t1_add_eol_comment,55,55,55,55
R00063,2,1,CLONE_INTERVAL,T3,t3_insert_statement,92,99,92,100
R00063,3,1,MUTATION,T3,t3_insert_statement,,,95,95
R00063,4,-1,UNTOUCHED,T1,none,43,48,43,48
R00063,5,-1,UNTOUCHED,T1,none,56,60,56,60
R00063,6,-1,UNTOUCHED,T1,none,81,91,81,91
R00063,7,-1,UNTOUCHED,T1,none,100,104,101,105
R00064,0,0,CLONE_INTERVAL,T1,t1_reindent,10,19,10,19
R00064,1,0,MUTATION,T1,t1_reindent,10,19,10,19
R00064,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,25,30,25,31
R00064,3,1,MUTATION,T1,t1_add_block_comment,,,29,29
R00064,4,-1,UNTOUCHED,T1,none,3,9,3,9
R00064,5,-1,UNTOUCHED,T1,none,20,24,20,24
R00064,6,-1,UNTOUCHED,T1,none,31,33,32,34
R00065,0,0,CLONE_INTERVAL,T3,t3_delete_statement,9,15,9,9
R00065,1,0,MUTATION,T3,t3_delete_statement,10,15,,
R00065,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,29,36,23,32
R00065,3,1,MUTATION,T3,t3_wrap_statement,,,24,24
R00065,4,-1,UNTOUCHED,T1,none,3,8,3,8
R00065,5,-1,UNTOUCHED,T1,none,16,28,10,22
R00065,6,-1,UNTOUCHED,T1,none,37,42,33,38
R00066,0,0,CLONE_INTERVAL,T3,t3_insert_statement,7,17,7,18
R00066,1,0,MUTATION,T3,t3_insert_statement,,,9,9
R00066,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,22,27,23,28
R00066,3,1,MUTATION,T2,t2_rename_local_x1,23,25,24,26
R00066,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00066,5,-1,UNTOUCHED,T1,none,18,21,19,22
R00066,6,-1,UNTOUCHED,T1,none,28,43,29,44
R00067,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,9,19,9,19
R00067,1,0,MUTATION,T2,t2_change_string_literal,15,15,15,15
R00067,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,27,35,27,35
R00067,3,1,MUTATION,T1,t1_add_eol_comment,32,32,32,32
R00067,4,-1,UNTOUCHED,T1,none,3,8,3,8
R00067,5,-1,UNTOUCHED,T1,none,20,26,20,26
R00067,6,-1,UNTOUCHED,T1,none,36,45,36,45
R00068,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,98,105,98,106
R00068,1,0,MUTATION,T1,t1_add_block_comment,,,100,100
R00068,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,121,129,122,131
R00068,3,1,MUTATION,T1,t1_add_block_comment,,,128,128
R00068,4,-1,UNTOUCHED,T1,none,93,97,93,97
R00068,5,-1,UNTOUCHED,T1,none,106,115,107,116
R00068,6,-1,UNTOUCHED,T1,none,117,120,118,121
R00068,7,-1,UNTOUCHED,T1,none,130,139,132,141
R00069,0,0,CLONE_INTERVAL,T2,t2_change_string_literal,14,19,14,19
R00069,1,0,MUTATION,T2,t2_change_string_literal,19,19,19,19
R00069,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,121,126,121,127
R00069,3,1,MUTATION,T1,t1_add_block_comment,,,126,126
R00069,4,-1,UNTOUCHED,T1,none,10,13,10,13
R00069,5,-1,UNTOUCHED,T1,none,20,34,20,34
R00069,6,-1,UNTOUCHED,T1,none,118,120,118,120
R00069,7,-1,UNTOUCHED,T1,none,127,140,128,141
R00070,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,9,14,9,16
R00070,1,0,MUTATION,T3,t3_wrap_statement,,,10,10
R00070,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,24,40,26,42
R00070,3,1,MUTATION,T2,t2_rename_local_x1,24,24,26,26
R00070,3,1,MUTATION,T2,t2_rename_local_x1,27,27,29,29
R00070,3,1,MUTATION,T2,t2_rename_local_x1,36,37,38,39
R00070,6,-1,UNTOUCHED,T1,none,6,8,6,8
R00070,7,-1,UNTOUCHED,T1,none,15,23,17,25
R00070,8,-1,UNTOUCHED,T1,none,41,68,43,70
R00071,0,0,CLONE_INTERVAL,T1,t1_reindent,7,15,7,15
R00071,1,0,MUTATION,T1,t1_reindent,7,15,7,15
R00071,2,1,CLONE_INTERVAL,T2,t2_change_string_literal,25,34,25,34
R00071,3,1,MUTATION,T2,t2_change_string_literal,31,31,31,31
R00071,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00071,5,-1,UNTOUCHED,T1,none,16,24,16,24
R00071,6,-1,UNTOUCHED,T1,none,35,37,35,37
R00072,0,0,CLONE_INTERVAL,T3,t3_delete_statement,8,13,8,12
R00072,1,0,MUTATION,T3,t3_delete_statement,8,8,,
R00072,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,22,27,21,28
R00072,3,1,MUTATION,T3,t3_wrap_statement,,,22,22
R00072,4,-1,UNTOUCHED,T1,none,3,7,3,7
R00072,5,-1,UNTOUCHED,T1,none,14,21,13,20
R00072,6,-1,UNTOUCHED,T1,none,28,46,29,47
R00073,0,0,CLONE_INTERVAL,T2,t2_rename_local_x1,6,14,6,14
R00073,1,0,MUTATION,T2,t2_rename_local_x1,7,7,7,7
R00073,2,1,CLONE_INTERVAL,T3,t3_delete_statement,20,25,20,24
R00073,3,1,MUTATION,T3,t3_delete_statement,25,25,,
R00073,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00073,5,-1,UNTOUCHED,T1,none,15,19,15,19
R00073,6,-1,UNTOUCHED,T1,none,26,29,25,28
R00074,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,23,28,23,29
R00074,1,0,MUTATION,T1,t1_add_block_comment,,,27,27
R00074,2,1,CLONE_INTERVAL,T1,t1_reindent,94,99,95,100
R00074,3,1,MUTATION,T1,t1_reindent,94,99,95,100
R00074,4,-1,UNTOUCHED,T1,none,12,22,12,22
R00074,5,-1,UNTOUCHED,T1,none,29,34,30,35
R00074,6,-1,UNTOUCHED,T1,none,91,93,92,94
R00074,7,-1,UNTOUCHED,T1,none,100,108,101,109
R00075,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,74,79,74,79
R00075,1,0,MUTATION,T2,t2_change_int_literal,74,74,74,74
R00075,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,96,101,96,101
R00075,3,1,MUTATION,T2,t2_change_int_literal,96,96,96,96
R00075,4,-1,UNTOUCHED,T1,none,69,73,69,73
R00075,5,-1,UNTOUCHED,T1,none,80,89,80,89
R00075,6,-1,UNTOUCHED,T1,none,91,95,91,95
R00075,7,-1,UNTOUCHED,T1,none,102,111,102,111
R00076,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,11,6,11
R00076,1,0,MUTATION,T2,t2_change_int_literal,7,7,7,7
R00076,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,19,25,19,26
R00076,3,1,MUTATION,T1,t1_add_blank_line,,,22,22
R00076,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00076,5,-1,UNTOUCHED,T1,none,12,18,12,18
R00076,6,-1,UNTOUCHED,T1,none,26,40,27,41
R00077,0,0,CLONE_INTERVAL,T1,t1_reindent,7,14,7,14
R00077,1,0,MUTATION,T1,t1_reindent,7,14,7,14
R00077,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,25,30,25,30
R00077,3,1,MUTATION,T2,t2_change_int_literal,25,25,25,25
R00077,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00077,5,-1,UNTOUCHED,T1,none,15,24,15,24
R00077,6,-1,UNTOUCHED,T1,none,31,59,31,59
R00078,0,0,CLONE_INTERVAL,T2,t2_rename_local_x2,13,19,13,19
R00078,1,0,MUTATION,T2,t2_rename_local_x2,14,16,14,16
R00078,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,38,48,38,48
R00078,3,1,MUTATION,T1,t1_add_eol_comment,44,44,44,44
R00078,4,-1,UNTOUCHED,T1,none,3,12,3,12
R00078,5,-1,UNTOUCHED,T1,none,20,37,20,37
R00078,6,-1,UNTOUCHED,T1,none,49,51,49,51
R00079,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,92,97,92,98
R00079,1,0,MUTATION,T1,t1_add_blank_line,,,96,96
R00079,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,116,121,117,123
R00079,3,1,MUTATION,T1,t1_add_block_comment,,,122,122
R00079,4,-1,UNTOUCHED,T1,none,84,91,84,91
R00079,5,-1,UNTOUCHED,T1,none,98,106,99,107
R00079,6,-1,UNTOUCHED,T1,none,108,115,109,116
R00079,7,-1,UNTOUCHED,T1,none,122,130,124,132
R00080,0,0,CLONE_INTERVAL,T3,t3_insert_statement,6,13,6,14
R00080,1,0,MUTATION,T3,t3_insert_statement,,,7,7
R00080,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,17,22,18,25
R00080,3,1,MUTATION,T3,t3_wrap_statement,,,19,19
R00080,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00080,5,-1,UNTOUCHED,T1,none,14,16,15,17
R00080,6,-1,UNTOUCHED,T1,none,23,26,26,29
R00081,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,7,12,7,12
R00081,1,0,MUTATION,T2,t2_change_int_literal,7,7,7,7
R00081,2,1,CLONE_INTERVAL,T2,t2_change_string_literal,34,39,34,39
R00081,3,1,MUTATION,T2,t2_change_string_literal,36,36,36,36
R00081,4,-1,UNTOUCHED,T1,none,3,6,3,6
R00081,5,-1,UNTOUCHED,T1,none,13,33,13,33
R00081,6,-1,UNTOUCHED,T1,none,40,45,40,45
R00082,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,6,11,6,11
R00082,1,0,MUTATION,T1,t1_add_eol_comment,9,9,9,9
R00082,2,1,CLONE_INTERVAL,T2,t2_change_string_literal,15,23,15,23
R00082,3,1,MUTATION,T2,t2_change_string_literal,18,18,18,18
R00082,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00082,5,-1,UNTOUCHED,T1,none,12,14,12,14
R00082,6,-1,UNTOUCHED,T1,none,24,33,24,33
R00083,0,0,CLONE_INTERVAL,T3,t3_delete_statement,9,14,8,12
R00083,1,0,MUTATION,T3,t3_delete_statement,13,13,,
R00083,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,25,30,23,28
R00083,3,1,MUTATION,T2,t2_change_int_literal,26,26,24,24
R00083,4,-1,UNTOUCHED,T1,none,5,8,4,7
R00083,5,-1,UNTOUCHED,T1,none,15,24,13,22
R00083,6,-1,UNTOUCHED,T1,none,31,33,29,31
R00084,0,0,CLONE_INTERVAL,T3,t3_insert_statement,6,11,6,11
R00084,1,0,MUTATION,T3,t3_insert_statement,,,12,12
R00084,2,1,CLONE_INTERVAL,T3,t3_insert_statement,18,23,19,25
R00084,3,1,MUTATION,T3,t3_insert_statement,,,24,24
R00084,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00084,5,-1,UNTOUCHED,T1,none,12,17,13,18
R00084,6,-1,UNTOUCHED,T1,none,24,31,26,33
R00085,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,7,12,7,12
R00085,1,0,MUTATION,T1,t1_add_eol_comment,8,8,8,8
R00085,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,30,45,30,45
R00085,3,1,MUTATION,T2,t2_change_int_literal,30,30,30,30
R00085,4,-1,UNTOUCHED,T1,none,4,6,4,6
R00085,5,-1,UNTOUCHED,T1,none,13,17,13,17
R00085,6,-1,UNTOUCHED,T1,none,19,29,19,29
R00085,7,-1,UNTOUCHED,T1,none,46,52,46,52
R00086,0,0,CLONE_INTERVAL,T2,t2_rename_local_x1,33,38,33,38
R00086,1,0,MUTATION,T2,t2_rename_local_x1,33,35,33,35
R00086,3,1,CLONE_INTERVAL,T1,t1_reindent,118,125,118,125
R00086,4,1,MUTATION,T1,t1_reindent,118,125,118,125
R00086,5,-1,UNTOUCHED,T1,none,24,32,24,32
R00086,6,-1,UNTOUCHED,T1,none,39,43,39,43
R00086,7,-1,UNTOUCHED,T1,none,113,117,113,117
R00086,8,-1,UNTOUCHED,T1,none,126,128,126,128
R00087,0,0,CLONE_INTERVAL,T1,t1_reindent,12,17,12,17
R00087,1,0,MUTATION,T1,t1_reindent,12,17,12,17
R00087,2,1,CLONE_INTERVAL,T2,t2_change_string_literal,25,31,25,31
R00087,3,1,MUTATION,T2,t2_change_string_literal,26,26,26,26
R00087,4,-1,UNTOUCHED,T1,none,3,11,3,11
R00087,5,-1,UNTOUCHED,T1,none,18,24,18,24
R00087,6,-1,UNTOUCHED,T1,none,32,37,32,37
R00088,0,0,CLONE_INTERVAL,T3,t3_insert_statement,10,15,10,16
R00088,1,0,MUTATION,T3,t3_insert_statement,,,11,11
R00088,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,26,32,27,33
R00088,3,1,MUTATION,T2,t2_change_int_literal,26,26,27,27
R00088,4,-1,UNTOUCHED,T1,none,7,9,7,9
R00088,5,-1,UNTOUCHED,T1,none,16,25,17,26
R00088,6,-1,UNTOUCHED,T1,none,33,47,34,48
R00089,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,14,19,14,21
R00089,1,0,MUTATION,T3,t3_wrap_statement,,,14,14
R00089,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,30,38,32,42
R00089,3,1,MUTATION,T3,t3_wrap_statement,,,33,33
R00089,4,-1,UNTOUCHED,T1,none,8,13,8,13
R00089,5,-1,UNTOUCHED,T1,none,20,29,22,31
R00089,6,-1,UNTOUCHED,T1,none,39,45,43,49
R00090,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,7,13,7,15
R00090,1,0,MUTATION,T3,t3_wrap_statement,,,10,10
R00090,2,1,CLONE_INTERVAL,T1,t1_reindent,21,33,23,35
R00090,3,1,MUTATION,T1,t1_reindent,21,33,23,35
R00090,6,-1,UNTOUCHED,T1,none,4,6,4,6
R00090,7,-1,UNTOUCHED,T1,none,14,20,16,22
R00090,8,-1,UNTOUCHED,T1,none,34,38,36,40
R00091,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,8,13,8,13
R00091,1,0,MUTATION,T1,t1_add_eol_comment,13,13,13,13
R00091,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,35,41,35,41
R00091,3,1,MUTATION,T2,t2_change_int_literal,35,35,35,35
R00091,4,-1,UNTOUCHED,T1,none,5,7,5,7
R00091,5,-1,UNTOUCHED,T1,none,14,34,14,34
R00091,6,-1,UNTOUCHED,T1,none,42,49,42,49
R00092,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,128,133,128,134
R00092,1,0,MUTATION,T1,t1_add_blank_line,,,131,131
R00092,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,147,152,148,154
R00092,3,1,MUTATION,T1,t1_add_blank_line,,,149,149
R00092,4,-1,UNTOUCHED,T1,none,125,127,125,127
R00092,5,-1,UNTOUCHED,T1,none,134,142,135,143
R00092,6,-1,UNTOUCHED,T1,none,144,146,145,147
R00092,7,-1,UNTOUCHED,T1,none,153,161,155,163
R00093,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,11,18,11,20
R00093,1,0,MUTATION,T3,t3_wrap_statement,,,12,12
R00093,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,27,34,29,37
R00093,3,1,MUTATION,T1,t1_add_blank_line,,,31,31
R00093,4,-1,UNTOUCHED,T1,none,3,10,3,10
R00093,5,-1,UNTOUCHED,T1,none,19,26,21,28
R00093,6,-1,UNTOUCHED,T1,none,35,42,38,45
R00094,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,9,14,9,14
R00094,1,0,MUTATION,T2,t2_change_int_literal,12,12,12,12
R00094,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,23,32,23,32
R00094,3,1,MUTATION,T2,t2_change_int_literal,23,23,23,23
R00094,4,-1,UNTOUCHED,T1,none,4,8,4,8
R00094,5,-1,UNTOUCHED,T1,none,15,22,15,22
R00094,6,-1,UNTOUCHED,T1,none,33,39,33,39
R00095,0,0,CLONE_INTERVAL,T3,t3_delete_statement,12,17,12,16
R00095,1,0,MUTATION,T3,t3_delete_statement,16,16,,
R00095,2,1,CLONE_INTERVAL,T3,t3_delete_statement,23,31,22,29
R00095,3,1,MUTATION,T3,t3_delete_statement,23,23,,
R00095,4,-1,UNTOUCHED,T1,none,8,11,8,11
R00095,5,-1,UNTOUCHED,T1,none,18,22,17,21
R00095,6,-1,UNTOUCHED,T1,none,32,34,30,32
R00096,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,60,65,60,66
R00096,1,0,MUTATION,T1,t1_add_block_comment,,,63,63
R00096,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,117,125,118,127
R00096,3,1,MUTATION,T1,t1_add_block_comment,,,125,125
R00096,4,-1,UNTOUCHED,T1,none,55,59,55,59
R00096,5,-1,UNTOUCHED,T1,none,66,80,67,81
R00096,6,-1,UNTOUCHED,T1,none,114,116,115,117
R00096,7,-1,UNTOUCHED,T1,none,126,140,128,142
R00097,0,0,CLONE_INTERVAL,T1,t1_add_blank_line,6,11,6,12
R00097,1,0,MUTATION,T1,t1_add_blank_line,,,8,8
R00097,2,1,CLONE_INTERVAL,T2,t2_change_int_literal,15,22,16,23
R00097,3,1,MUTATION,T2,t2_change_int_literal,16,16,17,17
R00097,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00097,5,-1,UNTOUCHED,T1,none,12,14,13,15
R00097,6,-1,UNTOUCHED,T1,none,23,38,24,39
R00098,0,0,CLONE_INTERVAL,T1,t1_add_block_comment,34,44,34,45
R00098,1,0,MUTATION,T1,t1_add_block_comment,,,41,41
R00098,2,1,CLONE_INTERVAL,T1,t1_add_block_comment,247,255,248,257
R00098,3,1,MUTATION,T1,t1_add_block_comment,,,252,252
R00098,4,-1,UNTOUCHED,T1,none,31,33,31,33
R00098,5,-1,UNTOUCHED,T1,none,45,64,46,65
R00098,6,-1,UNTOUCHED,T1,none,244,246,245,247
R00098,7,-1,UNTOUCHED,T1,none,256,262,258,264
R00099,0,0,CLONE_INTERVAL,T3,t3_insert_statement,96,101,94,100
R00099,1,0,MUTATION,T3,t3_insert_statement,,,97,97
R00099,2,1,CLONE_INTERVAL,T3,t3_delete_statement,124,131,123,129
R00099,3,1,MUTATION,T3,t3_delete_statement,127,127,,
R00099,4,-1,UNTOUCHED,T1,none,92,95,90,93
R00099,5,-1,UNTOUCHED,T1,none,102,104,101,103
R00099,6,-1,UNTOUCHED,T1,none,117,123,116,122
R00099,7,-1,UNTOUCHED,T1,none,132,134,130,132
R00100,0,0,CLONE_INTERVAL,T1,t1_add_eol_comment,57,64,57,64
R00100,1,0,MUTATION,T1,t1_add_eol_comment,64,64,64,64
R00100,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,73,80,73,80
R00100,3,1,MUTATION,T2,t2_rename_local_x1,74,76,74,76
R00100,3,1,MUTATION,T2,t2_rename_local_x1,78,78,78,78
R00100,5,-1,UNTOUCHED,T1,none,54,56,54,56
R00100,6,-1,UNTOUCHED,T1,none,65,67,65,67
R00100,7,-1,UNTOUCHED,T1,none,70,72,70,72
R00100,8,-1,UNTOUCHED,T1,none,81,83,81,83
R00101,0,0,CLONE_INTERVAL,T3,t3_wrap_statement,182,187,182,189
R00101,1,0,MUTATION,T3,t3_wrap_statement,,,183,183
R00101,2,1,CLONE_INTERVAL,T1,t1_reindent,201,206,203,208
R00101,3,1,MUTATION,T1,t1_reindent,201,206,203,208
R00101,4,-1,UNTOUCHED,T1,none,179,181,179,181
R00101,5,-1,UNTOUCHED,T1,none,188,196,190,198
R00101,6,-1,UNTOUCHED,T1,none,198,200,200,202
R00101,7,-1,UNTOUCHED,T1,none,207,215,209,217
R00102,0,0,CLONE_INTERVAL,T1,t1_reindent,12,19,12,19
R00102,1,0,MUTATION,T1,t1_reindent,12,19,12,19
R00102,2,1,CLONE_INTERVAL,T3,t3_delete_statement,27,32,27,31
R00102,3,1,MUTATION,T3,t3_delete_statement,32,32,,
R00102,4,-1,UNTOUCHED,T1,none,3,11,3,11
R00102,5,-1,UNTOUCHED,T1,none,20,26,20,26
R00102,6,-1,UNTOUCHED,T1,none,33,37,32,36
R00103,0,0,CLONE_INTERVAL,T1,t1_reindent,84,91,84,91
R00103,1,0,MUTATION,T1,t1_reindent,84,91,84,91
R00103,2,1,CLONE_INTERVAL,T1,t1_add_blank_line,95,106,95,107
R00103,3,1,MUTATION,T1,t1_add_blank_line,,,103,103
R00103,4,-1,UNTOUCHED,T1,none,78,83,78,83
R00103,5,-1,UNTOUCHED,T1,none,92,94,92,94
R00103,6,-1,UNTOUCHED,T1,none,107,114,108,115
R00104,0,0,CLONE_INTERVAL,T1,t1_reindent,8,14,8,14
R00104,1,0,MUTATION,T1,t1_reindent,8,14,8,14
R00104,2,1,CLONE_INTERVAL,T2,t2_rename_local_x1,18,27,18,27
R00104,3,1,MUTATION,T2,t2_rename_local_x1,18,18,18,18
R00104,3,1,MUTATION,T2,t2_rename_local_x1,20,20,20,20
R00104,3,1,MUTATION,T2,t2_rename_local_x1,26,26,26,26
R00104,6,-1,UNTOUCHED,T1,none,4,7,4,7
R00104,7,-1,UNTOUCHED,T1,none,15,17,15,17
R00104,8,-1,UNTOUCHED,T1,none,28,33,28,33
R00105,0,0,CLONE_INTERVAL,T2,t2_rename_local_x1,6,11,6,11
R00105,1,0,MUTATION,T2,t2_rename_local_x1,10,11,10,11
R00105,2,1,CLONE_INTERVAL,T1,t1_add_eol_comment,15,20,15,20
R00105,3,1,MUTATION,T1,t1_add_eol_comment,17,17,17,17
R00105,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00105,5,-1,UNTOUCHED,T1,none,12,14,12,14
R00105,6,-1,UNTOUCHED,T1,none,21,23,21,23
R00106,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,11,6,11
R00106,1,0,MUTATION,T2,t2_change_int_literal,6,6,6,6
R00106,2,1,CLONE_INTERVAL,T3,t3_insert_statement,15,20,15,21
R00106,3,1,MUTATION,T3,t3_insert_statement,,,18,18
R00106,4,-1,UNTOUCHED,T1,none,3,5,3,5
R00106,5,-1,UNTOUCHED,T1,none,12,14,12,14
R00106,6,-1,UNTOUCHED,T1,none,21,26,22,27
R00107,0,0,CLONE_INTERVAL,T3,t3_insert_statement,75,81,75,81
R00107,1,0,MUTATION,T3,t3_insert_statement,,,82,82
R00107,2,1,CLONE_INTERVAL,T3,t3_wrap_statement,86,96,87,99
R00107,3,1,MUTATION,T3,t3_wrap_statement,,,90,90
R00107,4,-1,UNTOUCHED,T1,none,68,74,68,74
R00107,5,-1,UNTOUCHED,T1,none,82,85,83,86
R00107,6,-1,UNTOUCHED,T1,none,97,104,100,107
R00108,0,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,11,6,11
R00108,1,0,MUTATION,T2,t2_change_int_literal,8,8,8,8
