pair_id,ref_index,kind,clone_type,operator,left_begin,left_end,right_begin,right_end
R00250,1,MUTATION,T1,t1_add_block_comment,,,16,16
R00250,2,UNTOUCHED,T1,none,3,10,3,10
R00250,3,UNTOUCHED,T1,none,18,26,19,27
R00251,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,14,6,14
R00251,1,MUTATION,T2,t2_change_int_literal,9,9,9,9
R00251,2,UNTOUCHED,T1,none,3,5,3,5
R00251,3,UNTOUCHED,T1,none,15,28,15,28
R00252,0,CLONE_INTERVAL,T2,t2_rename_local_x2,8,13,8,13
R00252,1,MUTATION,T2,t2_rename_local_x2,10,12,10,12
R00252,2,UNTOUCHED,T1,none,3,7,3,7
R00252,3,UNTOUCHED,T1,none,14,21,14,21
R00253,0,CLONE_INTERVAL,T3,t3_insert_statement,6,11,6,12
R00253,1,MUTATION,T3,t3_insert_statement,,,10,10
R00253,2,UNTOUCHED,T1,none,3,5,3,5
R00253,3,UNTOUCHED,T1,none,12,24,13,25
R00254,0,CLONE_INTERVAL,T1,t1_add_blank_line,7,17,7,18
R00254,1,MUTATION,T1,t1_add_blank_line,,,15,15
R00254,2,UNTOUCHED,T1,none,4,6,4,6
R00254,3,UNTOUCHED,T1,none,18,20,19,21
R00255,0,CLONE_INTERVAL,T1,t1_reindent,6,13,6,13
R00255,1,MUTATION,T1,t1_reindent,6,13,6,13
R00255,2,UNTOUCHED,T1,none,3,5,3,5
R00255,3,UNTOUCHED,T1,none,14,16,14,16
R00256,0,CLONE_INTERVAL,T1,t1_reindent,14,19,14,19
R00256,1,MUTATION,T1,t1_reindent,14,19,14,19
R00256,2,UNTOUCHED,T1,none,3,13,3,13
R00256,3,UNTOUCHED,T1,none,20,25,20,25
R00257,0,CLONE_INTERVAL,T3,t3_insert_statement,73,78,73,79
R00257,1,MUTATION,T3,t3_insert_statement,,,78,78
R00257,2,UNTOUCHED,T1,none,68,72,68,72
R00257,3,UNTOUCHED,T1,none,79,88,80,89
R00258,0,CLONE_INTERVAL,T1,t1_add_eol_comment,6,11,6,11
R00258,1,MUTATION,T1,t1_add_eol_comment,9,9,9,9
R00258,2,UNTOUCHED,T1,none,3,5,3,5
R00258,3,UNTOUCHED,T1,none,12,17,12,17
R00259,0,CLONE_INTERVAL,T1,t1_add_eol_comment,84,91,84,91
R00259,1,MUTATION,T1,t1_add_eol_comment,88,88,88,88
R00259,2,UNTOUCHED,T1,none,78,83,78,83
R00259,3,UNTOUCHED,T1,none,92,114,92,114
R00260,0,CLONE_INTERVAL,T1,t1_add_blank_line,10,15,10,16
R00260,1,MUTATION,T1,t1_add_blank_line,,,15,15
R00260,2,UNTOUCHED,T1,none,3,9,3,9
R00260,3,UNTOUCHED,T1,none,16,33,17,34
R00261,0,CLONE_INTERVAL,T1,t1_add_blank_line,6,11,6,12
R00261,1,MUTATION,T1,t1_add_blank_line,,,9,9
R00261,2,UNTOUCHED,T1,none,3,5,3,5
R00261,3,UNTOUCHED,T1,none,12,14,13,15
R00262,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,11,6,11
R00262,1,MUTATION,T2,t2_change_int_literal,7,7,7,7
R00262,2,UNTOUCHED,T1,none,3,5,3,5
R00262,3,UNTOUCHED,T1,none,12,17,12,17
R00263,0,CLONE_INTERVAL,T2,t2_change_int_literal,61,66,61,66
R00263,1,MUTATION,T2,t2_change_int_literal,61,61,61,61
R00263,2,UNTOUCHED,T1,none,56,60,56,60
R00263,3,UNTOUCHED,T1,none,67,73,67,73
R00264,0,CLONE_INTERVAL,T1,t1_add_eol_comment,7,16,7,16
R00264,1,MUTATION,T1,t1_add_eol_comment,13,13,13,13
R00264,2,UNTOUCHED,T1,none,3,6,3,6
R00264,3,UNTOUCHED,T1,none,17,19,17,19
R00265,0,CLONE_INTERVAL,T1,t1_add_blank_line,8,18,8,19
R00265,1,MUTATION,T1,t1_add_blank_line,,,9,9
R00265,2,UNTOUCHED,T1,none,5,7,5,7
R00265,3,UNTOUCHED,T1,none,19,37,20,38
R00266,0,CLONE_INTERVAL,T3,t3_insert_statement,10,15,10,16
R00266,1,MUTATION,T3,t3_insert_statement,,,11,11
R00266,2,UNTOUCHED,T1,none,7,9,7,9
R00266,3,UNTOUCHED,T1,none,16,24,17,25
R00267,0,CLONE_INTERVAL,T1,t1_reindent,10,16,10,16
R00267,1,MUTATION,T1,t1_reindent,10,16,10,16
R00267,2,UNTOUCHED,T1,none,5,9,5,9
R00267,3,UNTOUCHED,T1,none,17,34,17,34
R00268,0,CLONE_INTERVAL,T2,t2_rename_local_x2,6,15,6,15
R00268,1,MUTATION,T2,t2_rename_local_x2,6,13,6,13
R00268,2,UNTOUCHED,T1,none,3,5,3,5
R00268,3,UNTOUCHED,T1,none,16,18,16,18
R00269,0,CLONE_INTERVAL,T1,t1_add_eol_comment,6,11,6,11
R00269,1,MUTATION,T1,t1_add_eol_comment,7,7,7,7
R00269,2,UNTOUCHED,T1,none,3,5,3,5
R00269,3,UNTOUCHED,T1,none,12,17,12,17
R00270,0,CLONE_INTERVAL,T1,t1_add_block_comment,6,14,6,15
R00270,1,MUTATION,T1,t1_add_block_comment,,,9,9
R00270,2,UNTOUCHED,T1,none,3,5,3,5
R00270,3,UNTOUCHED,T1,none,15,17,16,18
R00271,0,CLONE_INTERVAL,T2,t2_rename_local_x2,10,15,9,14
R00271,1,MUTATION,T2,t2_rename_local_x2,10,14,9,13
R00271,2,UNTOUCHED,T1,none,4,9,3,8
R00271,3,UNTOUCHED,T1,none,16,18,15,17
R00272,0,CLONE_INTERVAL,T3,t3_insert_statement,22,29,22,29
R00272,1,MUTATION,T3,t3_insert_statement,,,30,30
R00272,2,UNTOUCHED,T1,none,3,21,3,21
R00272,3,UNTOUCHED,T1,none,30,35,31,36
R00273,0,CLONE_INTERVAL,T1,t1_add_block_comment,7,12,7,13
R00273,1,MUTATION,T1,t1_add_block_comment,,,8,8
R00273,2,UNTOUCHED,T1,none,3,6,3,6
R00273,3,UNTOUCHED,T1,none,13,19,14,20
R00274,0,CLONE_INTERVAL,T3,t3_insert_statement,13,18,13,19
R00274,1,MUTATION,T3,t3_insert_statement,,,17,17
R00274,2,UNTOUCHED,T1,none,3,12,3,12
R00274,3,UNTOUCHED,T1,none,19,24,20,25
R00275,0,CLONE_INTERVAL,T1,t1_add_blank_line,6,11,6,12
R00275,1,MUTATION,T1,t1_add_blank_line,,,7,7
R00275,2,UNTOUCHED,T1,none,3,5,3,5
R00275,3,UNTOUCHED,T1,none,12,17,13,18
R00276,0,CLONE_INTERVAL,T1,t1_add_eol_comment,9,14,9,14
R00276,1,MUTATION,T1,t1_add_eol_comment,14,14,14,14
R00276,2,UNTOUCHED,T1,none,3,8,3,8
R00276,3,UNTOUCHED,T1,none,15,22,15,22
R00277,0,CLONE_INTERVAL,T3,t3_delete_statement,11,16,11,15
R00277,1,MUTATION,T3,t3_delete_statement,14,14,,
R00277,2,UNTOUCHED,T1,none,3,10,3,10
R00277,3,UNTOUCHED,T1,none,17,21,16,20
R00278,0,CLONE_INTERVAL,T1,t1_add_eol_comment,8,14,8,14
R00278,1,MUTATION,T1,t1_add_eol_comment,9,9,9,9
R00278,2,UNTOUCHED,T1,none,3,7,3,7
R00278,3,UNTOUCHED,T1,none,15,17,15,17
R00279,0,CLONE_INTERVAL,T1,t1_reindent,8,27,8,27
R00279,1,MUTATION,T1,t1_reindent,8,27,8,27
R00279,2,UNTOUCHED,T1,none,3,7,3,7
R00279,3,UNTOUCHED,T1,none,28,47,28,47
R00280,0,CLONE_INTERVAL,T1,t1_reindent,100,105,100,105
R00280,1,MUTATION,T1,t1_reindent,100,105,100,105
R00280,2,UNTOUCHED,T1,none,97,99,97,99
R00280,3,UNTOUCHED,T1,none,106,114,106,114
R00281,0,CLONE_INTERVAL,T1,t1_add_block_comment,10,15,10,16
R00281,1,MUTATION,T1,t1_add_block_comment,,,12,12
R00281,2,UNTOUCHED,T1,none,3,9,3,9
R00281,3,UNTOUCHED,T1,none,16,18,17,19
R00282,0,CLONE_INTERVAL,T1,t1_add_eol_comment,10,15,10,15
R00282,1,MUTATION,T1,t1_add_eol_comment,15,15,15,15
R00282,2,UNTOUCHED,T1,none,4,9,4,9
R00282,3,UNTOUCHED,T1,none,16,20,16,20
R00283,0,CLONE_INTERVAL,T1,t1_reindent,7,12,7,12
R00283,1,MUTATION,T1,t1_reindent,7,12,7,12
R00283,2,UNTOUCHED,T1,none,3,6,3,6
R00283,3,UNTOUCHED,T1,none,13,23,13,23
R00284,0,CLONE_INTERVAL,T1,t1_add_blank_line,58,68,58,69
R00284,1,MUTATION,T1,t1_add_blank_line,,,62,62
R00284,2,UNTOUCHED,T1,none,54,57,54,57
R00284,3,UNTOUCHED,T1,none,69,72,70,73
R00285,0,CLONE_INTERVAL,T3,t3_delete_statement,18,31,17,29
R00285,1,MUTATION,T3,t3_delete_statement,18,18,,
R00285,2,UNTOUCHED,T1,none,3,16,3,16
R00285,3,UNTOUCHED,T1,none,32,34,30,32
R00286,0,CLONE_INTERVAL,T2,t2_change_int_literal,14,37,14,37
R00286,1,MUTATION,T2,t2_change_int_literal,14,14,14,14
R00286,2,UNTOUCHED,T1,none,6,13,6,13
R00286,3,UNTOUCHED,T1,none,38,53,38,53
R00287,0,CLONE_INTERVAL,T1,t1_reindent,11,21,11,21
R00287,1,MUTATION,T1,t1_reindent,11,21,11,21
R00287,2,UNTOUCHED,T1,none,7,10,7,10
R00287,3,UNTOUCHED,T1,none,22,26,22,26
R00288,0,CLONE_INTERVAL,T1,t1_reindent,8,21,8,21
R00288,1,MUTATION,T1,t1_reindent,8,21,8,21
R00288,2,UNTOUCHED,T1,none,3,7,3,7
R00288,3,UNTOUCHED,T1,none,22,26,22,26
R00289,0,CLONE_INTERVAL,T3,t3_wrap_statement,7,12,7,15
R00289,1,MUTATION,T3,t3_wrap_statement,11,12,11,15
R00289,2,UNTOUCHED,T1,none,3,6,3,6
R00289,3,UNTOUCHED,T1,none,14,15,16,17
R00290,0,CLONE_INTERVAL,T3,t3_delete_statement,7,12,7,11
R00290,1,MUTATION,T3,t3_delete_statement,7,7,,
R00290,2,UNTOUCHED,T1,none,3,6,3,6
R00290,3,UNTOUCHED,T1,none,13,25,12,24
R00291,0,CLONE_INTERVAL,T1,t1_add_blank_line,6,11,6,12
R00291,1,MUTATION,T1,t1_add_blank_line,,,10,10
R00291,2,UNTOUCHED,T1,none,3,5,3,5
R00291,3,UNTOUCHED,T1,none,12,28,13,29
R00292,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,11,6,11
R00292,1,MUTATION,T2,t2_change_int_literal,8,8,8,8
R00292,2,UNTOUCHED,T1,none,3,5,3,5
R00292,3,UNTOUCHED,T1,none,12,23,12,23
R00293,0,CLONE_INTERVAL,T3,t3_wrap_statement,8,14,8,16
R00293,1,MUTATION,T3,t3_wrap_statement,9,13,9,15
R00293,2,UNTOUCHED,T1,none,3,7,3,7
R00293,3,UNTOUCHED,T1,none,15,19,17,21
R00294,0,CLONE_INTERVAL,T2,t2_rename_local_x2,9,19,9,19
R00294,1,MUTATION,T2,t2_rename_local_x2,12,14,12,14
R00294,2,UNTOUCHED,T1,none,6,8,6,8
R00294,3,UNTOUCHED,T1,none,20,44,20,44
R00295,0,CLONE_INTERVAL,T2,t2_change_string_literal,7,13,7,13
R00295,1,MUTATION,T2,t2_change_string_literal,10,10,10,10
R00295,2,UNTOUCHED,T1,none,3,6,3,6
R00295,3,UNTOUCHED,T1,none,14,49,14,49
R00296,0,CLONE_INTERVAL,T2,t2_change_int_literal,10,15,10,15
R00296,1,MUTATION,T2,t2_change_int_literal,11,11,11,11
R00296,2,UNTOUCHED,T1,none,3,9,3,9
R00296,3,UNTOUCHED,T1,none,16,30,16,30
R00297,0,CLONE_INTERVAL,T2,t2_change_int_literal,7,15,7,15
R00297,1,MUTATION,T2,t2_change_int_literal,7,7,7,7
R00297,2,UNTOUCHED,T1,none,3,6,3,6
R00297,3,UNTOUCHED,T1,none,16,19,16,19
R00298,0,CLONE_INTERVAL,T3,t3_delete_statement,7,12,7,11
R00298,1,MUTATION,T3,t3_delete_statement,11,11,,
R00298,2,UNTOUCHED,T1,none,3,6,3,6
R00298,3,UNTOUCHED,T1,none,13,21,12,20
R00299,0,CLONE_INTERVAL,T3,t3_wrap_statement,15,20,15,22
R00299,1,MUTATION,T3,t3_wrap_statement,16,19,16,21
R00299,2,UNTOUCHED,T1,none,5,14,5,14
R00299,3,UNTOUCHED,T1,none,21,27,23,29
R00300,0,CLONE_INTERVAL,T1,t1_reindent,8,14,8,14
R00300,1,MUTATION,T1,t1_reindent,8,14,8,14
R00300,2,UNTOUCHED,T1,none,3,7,3,7
R00300,3,UNTOUCHED,T1,none,15,17,15,17
R00301,0,CLONE_INTERVAL,T1,t1_reindent,8,13,8,13
R00301,1,MUTATION,T1,t1_reindent,8,13,8,13
R00301,2,UNTOUCHED,T1,none,4,7,4,7
R00301,3,UNTOUCHED,T1,none,14,21,14,21
R00302,0,CLONE_INTERVAL,T1,t1_reindent,96,101,96,101
R00302,1,MUTATION,T1,t1_reindent,96,101,96,101
R00302,2,UNTOUCHED,T1,none,91,95,91,95
R00302,3,UNTOUCHED,T1,none,102,111,102,111
R00303,0,CLONE_INTERVAL,T2,t2_change_int_literal,6,11,6,11
R00303,1,MUTATION,T2,t2_change_int_literal,6,6,6,6
R00303,2,UNTOUCHED,T1,none,3,5,3,5
R00303,3,UNTOUCHED,T1,none,12,17,12,17
R00304,0,CLONE_INTERVAL,T1,t1_reindent,12,17,12,17
R00304,1,MUTATION,T1,t1_reindent,12,17,12,17
R00304,2,UNTOUCHED,T1,none,3,11,3,11
R00304,3,UNTOUCHED,T1,none,18,27,18,27
R00305,0,CLONE_INTERVAL,T3,t3_wrap_statement,7,12,7,14
R00305,1,MUTATION,T3,t3_wrap_statement,11,11,11,13
R00305,2,UNTOUCHED,T1,none,3,6,3,6
R00305,3,UNTOUCHED,T1,none,13,19,15,21
R00306,0,CLONE_INTERVAL,T3,t3_wrap_statement,8,20,8,22
R00306,1,MUTATION,T3,t3_wrap_statement,10,19,10,20
R00306,2,UNTOUCHED,T1,none,5,7,5,7
R00306,3,UNTOUCHED,T1,none,21,28,23,30
R00307,0,CLONE_INTERVAL,T3,t3_delete_statement,10,18,10,17
R00307,1,MUTATION,T3,t3_delete_statement,10,10,,
R00307,2,UNTOUCHED,T1,none,4,9,4,9
R00307,3,UNTOUCHED,T1,none,19,21,18,20
R00308,0,CLONE_INTERVAL,T2,t2_rename_local_x1,9,14,9,14
R00308,1,MUTATION,T2,t2_rename_local_x1,11,11,11,11
R00308,2,UNTOUCHED,T1,none,5,8,5,8
R00308,3,UNTOUCHED,T1,none,15,26,15,26
R00309,0,CLONE_INTERVAL,T1,t1_reindent,8,22,8,22
R00309,1,MUTATION,T1,t1_reindent,8,22,8,22
R00309,2,UNTOUCHED,T1,none,4,7,4,7
R00309,3,UNTOUCHED,T1,none,23,34,23,34
R00310,0,CLONE_INTERVAL,T1,t1_add_block_comment,6,16,6,17
R00310,1,MUTATION,T1,t1_add_block_comment,,,10,10
R00310,2,UNTOUCHED,T1,none,3,5,3,5
R00310,3,UNTOUCHED,T1,none,17,22,18,23
R00311,0,CLONE_INTERVAL,T2,t2_change_string_literal,6,23,6,23
R00311,1,MUTATION,T2,t2_change_string_literal,13,13,13,13
R00311,2,UNTOUCHED,T1,none,3,5,3,5
R00311,3,UNTOUCHED,T1,none,24,29,24,29
R00312,0,CLONE_INTERVAL,T2,t2_change_int_literal,9,20,9,20
R00312,1,MUTATION,T2,t2_change_int_literal,9,9,9,9
R00312,2,UNTOUCHED,T1,none,5,8,5,8
R00312,3,UNTOUCHED,T1,none,21,24,21,24
R00313,0,CLONE_INTERVAL,T2,t2_change_string_literal,12,17,12,17
R00313,1,MUTATION,T2,t2_change_string_literal,14,14,14,14
R00313,2,UNTOUCHED,T1,none,3,11,3,11
R00313,3,UNTOUCHED,T1,none,18,23,18,23
R00314,0,CLONE_INTERVAL,T3,t3_wrap_statement,7,12,7,14
R00314,1,MUTATION,T3,t3_wrap_statement,8,9,8,11
R00314,2,UNTOUCHED,T1,none,4,6,4,6
R00314,3,UNTOUCHED,T1,none,13,17,15,19
R00315,0,CLONE_INTERVAL,T1,t1_reindent,12,17,12,17
R00315,1,MUTATION,T1,t1_reindent,12,17,12,17
R00315,2,UNTOUCHED,T1,none,4,11,4,11
R00315,3,UNTOUCHED,T1,none,18,25,18,25
R00316,0,CLONE_INTERVAL,T2,t2_change_string_literal,111,140,111,140
R00316,1,MUTATION,T2,t2_change_string_literal,121,121,121,121
R00316,2,UNTOUCHED,T1,none,80,110,80,110
R00316,3,UNTOUCHED,T1,none,141,144,141,144
R00317,0,CLONE_INTERVAL,T2,t2_rename_local_x1,15,27,15,27
R00317,1,MUTATION,T2,t2_rename_local_x1,19,21,19,21
R00317,2,UNTOUCHED,T1,none,6,14,6,14
R00317,3,UNTOUCHED,T1,none,28,33,28,33
R00318,0,CLONE_INTERVAL,T2,t2_change_string_literal,7,20,7,20
R00318,1,MUTATION,T2,t2_change_string_literal,7,7,7,7
R00318,2,UNTOUCHED,T1,none,3,6,3,6
R00318,3,UNTOUCHED,T1,none,21,23,21,23
R00319,0,CLONE_INTERVAL,T1,t1_add_blank_line,9,15,9,16
R00319,1,MUTATION,T1,t1_add_blank_line,,,11,11
R00319,2,UNTOUCHED,T1,none,3,8,3,8
R00319,3,UNTOUCHED,T1,none,16,18,17,19
R00320,0,CLONE_INTERVAL,T1,t1_add_blank_line,8,14,8,15
R00320,1,MUTATION,T1,t1_add_blank_line,,,14,14
R00320,2,UNTOUCHED,T1,none,3,7,3,7
R00320,3,UNTOUCHED,T1,none,15,24,16,25
R00321,0,CLONE_INTERVAL,T1,t1_add_block_comment,9,16,9,17
R00321,1,MUTATION,T1,t1_add_block_comment,,,14,14
R00321,2,UNTOUCHED,T1,none,3,8,3,8
R00321,3,UNTOUCHED,T1,none,17,36,18,37
R00322,0,CLONE_INTERVAL,T2,t2_change_int_literal,8,14,8,14
R00322,1,MUTATION,T2,t2_change_int_literal,9,9,9,9
R00322,2,UNTOUCHED,T1,none,5,7,5,7
R00322,3,UNTOUCHED,T1,none,15,32,15,32
R00323,0,CLONE_INTERVAL,T1,t1_add_block_comment,6,11,6,12
R00323,1,MUTATION,T1,t1_add_block_comment,,,9,9
R00323,2,UNTOUCHED,T1,none,3,5,3,5
R00323,3,UNTOUCHED,T1,none,12,22,13,23
R00324,0,CLONE_INTERVAL,T3,t3_wrap_statement,10,19,10,21
R00324,1,MUTATION,T3,t3_wrap_statement,13,19,13,21
R00324,2,UNTOUCHED,T1,none,6,9,6,9
R00324,3,UNTOUCHED,T1,none,20,23,22,25
R00325,0,CLONE_INTERVAL,T3,t3_insert_statement,15,36,15,36
R00325,1,MUTATION,T3,t3_insert_statement,,,37,37
R00325,2,UNTOUCHED,T1,none,3,14,3,14
R00325,3,UNTOUCHED,T1,none,37,42,38,43
R00326,0,CLONE_INTERVAL,T1,t1_add_eol_comment,7,12,7,12
R00326,1,MUTATION,T1,t1_add_eol_comment,10,10,10,10
R00326,2,UNTOUCHED,T1,none,3,6,3,6
R00326,3,UNTOUCHED,T1,none,13,21,13,21
R00327,0,CLONE_INTERVAL,T2,t2_rename_local_x1,7,18,7,18
R00327,1,MUTATION,T2,t2_rename_local_x1,11,14,11,14
R00327,2,UNTOUCHED,T1,none,3,6,3,6
R00327,3,UNTOUCHED,T1,none,19,31,19,31
R00328,0,CLONE_INTERVAL,T3,t3_insert_statement,9,14,9,14
R00328,1,MUTATION,T3,t3_insert_statement,,,15,15
R00328,2,UNTOUCHED,T1,none,3,8,3,8
R00328,3,UNTOUCHED,T1,none,15,22,16,23
R00329,0,CLONE_INTERVAL,T3,t3_delete_statement,8,32,8,31
R00329,1,MUTATION,T3,t3_delete_statement,12,12,,
R00329,2,UNTOUCHED,T1,none,3,7,3,7
R00329,3,UNTOUCHED,T1,none,33,35,32,34
R00330,0,CLONE_INTERVAL,T1,t1_add_blank_line,6,12,6,13
R00330,1,MUTATION,T1,t1_add_blank_line,,,11,11
R00330,2,UNTOUCHED,T1,none,3,5,3,5
R00330,3,UNTOUCHED,T1,none,13,21,14,22
R00331,0,CLONE_INTERVAL,T3,t3_delete_statement,6,11,6,10
R00331,1,MUTATION,T3,t3_delete_statement,6,6,,
R00331,2,UNTOUCHED,T1,none,3,5,3,5
R00331,3,UNTOUCHED,T1,none,12,18,11,17
R00332,0,CLONE_INTERVAL,T2,t2_change_string_literal,9,14,9,14
R00332,1,MUTATION,T2,t2_change_string_literal,10,10,10,10
R00332,2,UNTOUCHED,T1,none,4,8,4,8
R00332,3,UNTOUCHED,T1,none,15,30,15,30
R00333,0,CLONE_INTERVAL,T2,t2_change_int_literal,7,15,7,15
R00333,1,MUTATION,T2,t2_change_int_literal,7,7,7,7
R00333,2,UNTOUCHED,T1,none,3,6,3,6
R00333,3,UNTOUCHED,T1,none,16,20,16,20
R00334,0,CLONE_INTERVAL,T3,t3_wrap_statement,10,15,10,17
R00334,1,MUTATION,T3,t3_wrap_statement,13,14,13,16
R00334,2,UNTOUCHED,T1,none,3,9,3,9
R00334,3,UNTOUCHED,T1,none,16,25,18,27
R00335,0,CLONE_INTERVAL,T1,t1_add_block_comment,7,12,7,13
R00335,1,MUTATION,T1,t1_add_block_comment,,,9,9
R00335,2,UNTOUCHED,T1,none,3,6,3,6
R00335,3,UNTOUCHED,T1,none,13,26,14,27
R00336,0,CLONE_INTERVAL,T1,t1_reindent,7,14,7,14
R00336,1,MUTATION,T1,t1_reindent,7,14,7,14
R00336,2,UNTOUCHED,T1,none,3,6,3,6
R00336,3,UNTOUCHED,T1,none,15,28,15,28
R00337,0,CLONE_INTERVAL,T1,t1_reindent,7,23,7,23
R00337,1,MUTATION,T1,t1_reindent,7,23,7,23
R00337,2,UNTOUCHED,T1,none,3,6,3,6
R00337,3,UNTOUCHED,T1,none,24,29,24,29
R00338,0,CLONE_INTERVAL,T3,t3_delete_statement,8,13,8,12
R00338,1,MUTATION,T3,t3_delete_statement,13,13,,
R00338,2,UNTOUCHED,T1,none,3,7,3,7
R00338,3,UNTOUCHED,T1,none,14,19,13,18
R00339,0,CLONE_INTERVAL,T1,t1_reindent,7,12,7,12
R00339,1,MUTATION,T1,t1_reindent,7,12,7,12
R00339,2,UNTOUCHED,T1,none,3,6,3,6
R00339,3,UNTOUCHED,T1,none,13,25,13,25
R00340,0,CLONE_INTERVAL,T3,t3_insert_statement,9,22,9,23
R00340,1,MUTATION,T3,t3_insert_statement,,,10,10
R00340,2,UNTOUCHED,T1,none,3,8,3,8
R00340,3,UNTOUCHED,T1,none,23,33,24,34
R00341,0,CLONE_INTERVAL,T3,t3_delete_statement,13,18,13,17
R00341,1,MUTATION,T3,t3_delete_statement,14,14,,
R00341,2,UNTOUCHED,T1,none,10,12,10,12
R00341,3,UNTOUCHED,T1,none,19,30,18,29
R00342,0,CLONE_INTERVAL,T1,t1_add_blank_line,9,18,9,19
R00342,1,MUTATION,T1,t1_add_blank_line,,,14,14
R00342,2,UNTOUCHED,T1,none,4,8,4,8
R00342,3,UNTOUCHED,T1,none,19,21,20,22
R00343,0,CLONE_INTERVAL,T1,t1_add_eol_comment,10,23,10,23
R00343,1,MUTATION,T1,t1_add_eol_comment,15,15,15,15
R00343,2,UNTOUCHED,T1,none,3,9,3,9
R00343,3,UNTOUCHED,T1,none,24,28,24,28
R00344,0,CLONE_INTERVAL,T2,t2_rename_local_x1,7,12,7,12
R00344,1,MUTATION,T2,t2_rename_local_x1,11,11,11,11
R00344,2,UNTOUCHED,T1,none,3,6,3,6
R00344,3,UNTOUCHED,T1,none,13,20,13,20
R00345,0,CLONE_INTERVAL,T2,t2_change_int_literal,7,16,7,16
R00345,1,MUTATION,T2,t2_change_int_literal,7,7,7,7
R00345,2,UNTOUCHED,T1,none,3,6,3,6
R00345,3,UNTOUCHED,T1,none,17,32,17,32
R00346,0,CLONE_INTERVAL,T1,t1_add_eol_comment,15,22,15,22
R00346,1,MUTATION,T1,t1_add_eol_comment,18,18,18,18
R00346,2,UNTOUCHED,T1,none,3,14,3,14
R00346,3,UNTOUCHED,T1,none,23,30,23,30
R00347,0,CLONE_INTERVAL,T2,t2_change_int_literal,7,12,7,12
R00347,1,MUTATION,T2,t2_change_int_literal,11,11,11,11
R00347,2,UNTOUCHED,T1,none,3,6,3,6
R00347,3,UNTOUCHED,T1,none,13,43,13,43
R00348,0,CLONE_INTERVAL,T1,t1_add_blank_line,14,22,14,23
R00348,1,MUTATION,T1,t1_add_blank_line,,,15,15
R00348,2,UNTOUCHED,T1,none,3,13,3,13
R00348,3,UNTOUCHED,T1,none,23,25,24,26
R00349,0,CLONE_INTERVAL,T1,t1_add_block_comment,12,20,12,21
R00349,1,MUTATION,T1,t1_add_block_comment,,,19,19
R00349,2,UNTOUCHED,T1,none,3,11,3,11
R00349,3,UNTOUCHED,T1,none,21,24,22,25
R00350,0,CLONE_INTERVAL,T1,t1_add_blank_line,17,22,17,23
R00350,1,MUTATION,T1,t1_add_blank_line,,,20,20
R00350,2,UNTOUCHED,T1,none,13,16,13,16
R00350,3,UNTOUCHED,T1,none,23,36,24,37
R00351,0,CLONE_INTERVAL,T3,t3_wrap_statement,14,24,14,26
R00351,1,MUTATION,T3,t3_wrap_statement,15,24,15,26
R00351,2,UNTOUCHED,T1,none,5,13,5,13
R00351,3,UNTOUCHED,T1,none,25,29,27,31
R00352,0,CLONE_INTERVAL,T2,t2_change_string_literal,11,18,11,18
R00352,1,MUTATION,T2,t2_change_string_literal,17,17,17,17
R00352,2,UNTOUCHED,T1,none,5,10,5,10
R00352,3,UNTOUCHED,T1,none,19,51,19,51
R00353,0,CLONE_INTERVAL,T1,t1_add_eol_comment,8,14,8,14
R00353,1,MUTATION,T1,t1_add_eol_comment,9,9,9,9
R00353,2,UNTOUCHED,T1,none,3,7,3,7
R00353,3,UNTOUCHED,T1,none,15,19,15,19
R00354,0,CLONE_INTERVAL,T1,t1_add_block_comment,155,162,155,163
R00354,1,MUTATION,T1,t1_add_block_comment,,,161,161
R00354,2,UNTOUCHED,T1,none,150,154,150,154
R00354,3,UNTOUCHED,T1,none,163,172,164,173
R00355,0,CLONE_INTERVAL,T2,t2_rename_local_x1,30,35,30,35
R00355,1,MUTATION,T2,t2_rename_local_x1,30,33,30,33
R00355,2,UNTOUCHED,T1,none,27,29,27,29
R00355,3,UNTOUCHED,T1,none,36,44,36,44
R00356,0,CLONE_INTERVAL,T3,t3_wrap_statement,6,11,6,13
R00356,1,MUTATION,T3,t3_wrap_statement,9,10,9,12
R00356,2,UNTOUCHED,T1,none,3,5,3,5
R00356,3,UNTOUCHED,T1,none,12,26,14,28
R00357,0,CLONE_INTERVAL,T1,t1_add_eol_comment,25,32,25,32
R00357,1,MUTATION,T1,t1_add_eol_comment,28,28,28,28
R00357,2,UNTOUCHED,T1,none,3,24,3,24
R00357,3,UNTOUCHED,T1,none,33,35,33,35
R00358,0,CLONE_INTERVAL,T3,t3_insert_statement,12,23,12,23
R00358,1,MUTATION,T3,t3_insert_statement,,,24,24
R00358,2,UNTOUCHED,T1,none,7,11,7,11
R00358,3,UNTOUCHED,T1,none,24,32,25,33
R00359,0,CLONE_INTERVAL,T1,t1_add_eol_comment,13,20,13,20
R00359,1,MUTATION,T1,t1_add_eol_comment,16,16,16,16
R00359,2,UNTOUCHED,T1,none,4,12,4,12
R00359,3,UNTOUCHED,T1,none,21,30,21,30
R00360,0,CLONE_INTERVAL,T3,t3_insert_statement,8,13,8,13
R00360,1,MUTATION,T3,t3_insert_statement,,,14,14
R00360,2,UNTOUCHED,T1,none,3,7,3,7
