label,is_clone,fid,stype,simtok,file1,file2,S1,S2,S3,S4,S5,Combined
non-clone,False,6/10,0,0,LoadFileIntoByteArray.java,ConvertDateFormat.java,31.4800,17.3100,36.3600,35.4300,0.0000,20.1000
non-clone,False,6/3,0,0,CreateRSAKeys.java,InstantiateNamedClassUsingReflection.java,16.6700,18.5200,24.1400,23.6800,0.0000,13.8300
non-clone,False,11/6,0,0,ExtactUsingRegex.java,XMPPSendMessage.java,29.4100,18.5200,43.9000,51.5800,0.0000,23.9000
non-clone,False,3/9,0,0,CopyFileSamples.java,UnZip.java,27.5400,20.0000,35.0900,47.8000,14.2900,26.5000
non-clone,False,4/3,0,0,EncryptFile.java,ParseCSVFile.java,32.8100,9.8600,45.1600,31.0600,11.1100,23.5200
non-clone,False,3/6,0,0,ConvertDateFormat.java,CreateRSAKeys.java,19.3500,7.4100,17.2400,22.8600,0.0000,11.1400
non-clone,False,11/4,0,0,UnZip.java,ShuffleArrayInPlace.java,12.7900,4.6000,24.0000,29.6700,0.0000,11.8400
non-clone,False,8/6,0,0,OpenURLInSystemBrowser.java,WritePDF.java,26.3200,12.8200,37.1400,29.7300,0.0000,17.6700
non-clone,False,5/10,0,0,SetUpGraphicalViewerSelectionEventHandler.java,GCD.java,0.0000,0.0000,0.0000,11.6300,0.0000,1.9400
non-clone,False,2/4,0,0,ExtactUsingRegex.java,ExecuteExternalProcessAndReadInput.java,31.1100,10.1700,31.7100,33.0500,5.5600,19.5200
non-clone,False,9/6,0,0,UnZip.java,ParseXML2Dom.java,17.6500,8.7000,27.4200,30.7700,0.0000,14.0900
non-clone,False,6/8,0,0,SetUpGraphicalViewerSelectionEventHandler.java,LoadFont.java,10.3400,3.3300,18.6800,25.1600,0.0000,9.5900
non-clone,False,9/3,0,0,GCD.java,ExtactUsingRegex.java,2.3800,2.3800,17.0700,34.1500,0.0000,9.3300
non-clone,False,6/10,0,0,BinarySearch.java,WritePDF.java,4.2600,0.0000,8.0000,20.4500,0.0000,5.4500
non-clone,False,3/5,0,0,CreateJavaProject.java,CopyDirectoryTree.java,32.0800,16.6700,37.7800,37.2000,0.0000,20.6200
non-clone,False,5/9,0,0,CRC32FileChecksum.java,SetUpGraphicalViewerSelectionEventHandler.java,12.2000,7.5000,17.4800,22.5700,0.0000,9.9600
non-clone,False,4/8,0,0,getMACAddresInStandardForm.java,CRC32FileChecksum.java,11.3900,5.2600,14.8600,32.6100,0.0000,10.6900
non-clone,False,6/5,0,0,PrimeFactors.java,ResizeObjectArray.java,14.7100,1.6100,29.0900,38.1400,0.0000,13.9300
non-clone,False,8/2,0,0,SendEMail.java,DBUpdateAndRollback.java,19.1800,5.1900,21.6600,35.2600,0.0000,13.5500
non-clone,False,6/2,0,0,TestPalindrome.java,DeleteFolderRecursively.java,13.9500,5.2600,23.8100,37.8800,0.0000,13.4800
non-clone,False,4/6,0,0,TransposeMatrix.java,FileChooser.java,6.1500,4.8400,15.4900,22.7300,0.0000,8.2000
non-clone,False,4/9,0,0,OpenFileInDesktopApp.java,CreateJavaProject.java,25.0000,16.6700,34.0900,20.1200,6.6700,18.2000
non-clone,False,9/5,0,0,CopyFileSamples.java,ZipFiles.java,28.1300,18.3300,34.5500,54.6100,9.0900,25.6300
non-clone,False,7/3,0,0,SetUpScrollingGraphicalViewer.java,XMPPSendMessage.java,9.0900,6.5200,22.2200,25.2600,0.0000,10.5200
non-clone,False,2/11,0,0,ResizeObjectArray.java,SetUpScrollingGraphicalViewer.java,6.1200,0.0000,12.5000,22.6800,0.0000,6.8800
non-clone,False,9/5,0,0,PlaySound.java,ConnectToDatabaseJDBC.java,34.8800,6.3800,47.2200,37.5000,0.0000,21.0000
non-clone,False,4/3,0,0,SendEMail.java,Fibonacci.java,1.5200,0.0000,3.4900,19.2200,0.0000,4.0400
non-clone,False,10/9,0,0,ConnectToDatabaseJDBC.java,XMPPSendMessage.java,18.7500,6.1500,34.6900,31.7300,0.0000,15.2200
non-clone,False,9/11,0,0,CopyFileSamples.java,DBUpdateAndRollback.java,33.3300,13.6400,40.0000,52.7300,7.6900,25.8500
non-clone,False,9/3,0,0,LoadFont.java,FTP_ApacheCommonsNet_Samples.java,31.5800,9.3800,40.0000,42.1100,0.0000,20.5100
non-clone,False,6/3,0,0,Fibonacci.java,ShuffleArrayInPlace.java,3.9200,0.0000,7.5500,19.7900,0.0000,5.2100
non-clone,False,10/11,0,0,CreateJavaProject.java,EncryptFile.java,27.4200,15.1500,35.0900,43.9000,0.0000,20.2600
non-clone,False,2/8,0,0,CopyFileSamples.java,MD5.java,20.6900,3.5700,25.9300,38.2400,0.0000,14.7400
non-clone,False,8/3,0,0,SetUpGraphicalViewerSelectionEventHandler.java,CopyFileSamples.java,13.5100,2.8600,18.0800,15.8100,0.0000,8.3800
non-clone,False,2/7,0,0,CRC32FileChecksum.java,BinarySearch.java,1.8500,0.0000,9.0900,27.2700,0.0000,6.3700
non-clone,False,8/5,0,0,ZipFiles.java,TestPalindrome.java,13.7000,6.0600,25.3700,27.6300,0.0000,12.1300
non-clone,False,8/6,0,0,TransposeMatrix.java,ZipFiles.java,13.5100,8.4500,25.3300,26.3200,0.0000,12.2700
non-clone,False,2/7,0,0,ZipFiles.java,GCD.java,3.0800,0.0000,14.2900,21.7100,0.0000,6.5100
non-clone,False,3/4,0,0,BinarySearch.java,FTP_ApacheCommonsNet_Samples.java,6.0000,5.1300,11.1100,38.6400,0.0000,10.1500
non-clone,False,3/4,0,0,ZipFiles.java,CopyDirectoryTree.java,26.8700,10.6100,30.5100,35.5300,0.0000,17.2500
non-clone,False,4/3,0,0,CreateRSAKeys.java,ConvertDateFormat.java,19.3500,7.4100,17.2400,22.8600,0.0000,11.1400
non-clone,False,5/8,0,0,PlaySound.java,ScreenShot.java,69.2300,27.0300,76.0000,61.7600,0.0000,39.0000
non-clone,False,2/3,0,0,LoadFont.java,Fibonacci.java,3.0300,0.0000,8.1100,21.0500,0.0000,5.3700
non-clone,False,3/11,0,0,DBUpdateAndRollback.java,DBUpdateAndRollback.java,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
non-clone,False,5/8,0,0,CopyFileSamples.java,DBUpdateAndRollback.java,33.3300,13.6400,40.0000,52.7300,7.6900,25.8500
non-clone,False,10/3,0,0,DBUpdateAndRollback.java,LoadFont.java,35.0000,9.7600,44.7400,38.1800,0.0000,21.2800
non-clone,False,9/10,0,0,DeleteFolderRecursively.java,LoadFont.java,31.0300,12.5000,41.3800,43.8600,0.0000,21.4600
