schema_version,dataset_id,pair_id,left_path,right_path,left_sha256,right_sha256,expected_type,band,cluster_id,functionality_id,sim_both,bcb_f1,bcb_f2,left_begin,left_end,right_begin,right_end
2.0,bcb-smoke-20260721,ST3_000017,pairs/ST3_000017/LeftInput.java,pairs/ST3_000017/RightInput.java,72b3982a3fb08b63acda3e1da60a3e297c7f5c30ad9b7de5c15c0133a5529960,dd5df9e70bca87dfbfa30a2559272fd246a0a1556dc2b6116bed0ab16a86e831,T3,ST3,10,10,0.727272727272727,1543361,3449615,21,64,21,76
2.0,bcb-smoke-20260721,ST3_000018,pairs/ST3_000018/LeftInput.java,pairs/ST3_000018/RightInput.java,3644e1693dd1268d0c938c0799c7c1c66eca587283e6003e0330432f3ac60909,5cb18138652c8fe2875336049f40b48370640831ca21153b3f4efcb521301af1,T3,ST3,2,2,0.851063829787234,108845,338138,21,44,21,42
2.0,bcb-smoke-20260721,ST3_000019,pairs/ST3_000019/LeftInput.java,pairs/ST3_000019/RightInput.java,0b76d3bac0594de897224dec0b65f4de54b85357a9a6359096bb973db94e78d5,10fcb5abc0e4a95dd3907debbcadb9037246b8b10ac7b4626146f12c33c4b2d0,T3,ST3,45,45,0.722222222222222,149672,163980,21,38,21,34
2.0,bcb-smoke-20260721,T1_000000,pairs/T1_000000/LeftInput.java,pairs/T1_000000/RightInput.java,fb237f1b4b60e657a5695bbcc83350d917914c66940dc0cd2de57475f0d5d085,798e3dcc2f175767fa501f462a960bfd547f41e46e340c459967dd4d187386fa,T1,,4,4,1.0,100791,569269,21,103,21,103
2.0,bcb-smoke-20260721,T1_000001,pairs/T1_000001/LeftInput.java,pairs/T1_000001/RightInput.java,7fb735340e2ca710bc2a4e19093430c404d3164b864057ff61cd74b3b8be6a7c,a766c79435990d1bd83e1dacd49ff5781bc49c1de2c7b4b9cffa665c0dc15294,T1,,4,4,1.0,15461843,20654105,21,32,21,32
2.0,bcb-smoke-20260721,T1_000002,pairs/T1_000002/LeftInput.java,pairs/T1_000002/RightInput.java,9ebee81b0b1e23dac3c056f13f5a2fe2f78db3330238720d94c2ea959d77e28f,61c711e35d5bc62c70756857c6678d4475aecffeb68eb99e8e45dcadc869ff03,T1,,44,44,1.0,241850,379079,21,26,21,26
2.0,bcb-smoke-20260721,T1_000003,pairs/T1_000003/LeftInput.java,pairs/T1_000003/RightInput.java,9ebee81b0b1e23dac3c056f13f5a2fe2f78db3330238720d94c2ea959d77e28f,61c711e35d5bc62c70756857c6678d4475aecffeb68eb99e8e45dcadc869ff03,T1,,44,44,1.0,518705,661979,21,26,21,26
2.0,bcb-smoke-20260721,T1_000004,pairs/T1_000004/LeftInput.java,pairs/T1_000004/RightInput.java,b98ded5656326c748b41f21928b6f68132d7a14e407ed989667720d0dd8f68e5,cdd0a7252f3aff0f90c6bb043c987d2032a0dafe6ee98b2a71cdae28fdbd24cd,T1,,34,34,1.0,95002,154506,21,33,21,33
2.0,bcb-smoke-20260721,T1_000005,pairs/T1_000005/LeftInput.java,pairs/T1_000005/RightInput.java,fb237f1b4b60e657a5695bbcc83350d917914c66940dc0cd2de57475f0d5d085,798e3dcc2f175767fa501f462a960bfd547f41e46e340c459967dd4d187386fa,T1,,4,4,1.0,120730,952242,21,103,21,103
2.0,bcb-smoke-20260721,T1_000006,pairs/T1_000006/LeftInput.java,pairs/T1_000006/RightInput.java,fb237f1b4b60e657a5695bbcc83350d917914c66940dc0cd2de57475f0d5d085,798e3dcc2f175767fa501f462a960bfd547f41e46e340c459967dd4d187386fa,T1,,4,4,1.0,492619,649639,21,103,21,103
2.0,bcb-smoke-20260721,T1_000007,pairs/T1_000007/LeftInput.java,pairs/T1_000007/RightInput.java,53f483f698ad273f5f7503f2ee4c7d5da3254fd34356aa8a1505f18ffd2adc78,e68db506acbcff1e2e585f612a3a4e2d91906bc25d59bdb2ea9d1144ce0226c0,T1,,4,4,1.0,46158,431295,21,40,21,40
2.0,bcb-smoke-20260721,T1_000008,pairs/T1_000008/LeftInput.java,pairs/T1_000008/RightInput.java,fb237f1b4b60e657a5695bbcc83350d917914c66940dc0cd2de57475f0d5d085,798e3dcc2f175767fa501f462a960bfd547f41e46e340c459967dd4d187386fa,T1,,4,4,1.0,204078,860578,21,103,21,103
2.0,bcb-smoke-20260721,T1_000009,pairs/T1_000009/LeftInput.java,pairs/T1_000009/RightInput.java,2f999e4d3ed3d355f54951980ce58b1cf9b5d90fed98ecae40fe92d6781f6379,3f3a886b085b7a1efc2d46dfa58359301e45968c2655311860978762156c9de2,T1,,27,27,1.0,53056,492976,21,83,21,83
2.0,bcb-smoke-20260721,T1_000010,pairs/T1_000010/LeftInput.java,pairs/T1_000010/RightInput.java,53f483f698ad273f5f7503f2ee4c7d5da3254fd34356aa8a1505f18ffd2adc78,e68db506acbcff1e2e585f612a3a4e2d91906bc25d59bdb2ea9d1144ce0226c0,T1,,4,4,1.0,241286,567476,21,40,21,40
2.0,bcb-smoke-20260721,T1_000011,pairs/T1_000011/LeftInput.java,pairs/T1_000011/RightInput.java,fb237f1b4b60e657a5695bbcc83350d917914c66940dc0cd2de57475f0d5d085,798e3dcc2f175767fa501f462a960bfd547f41e46e340c459967dd4d187386fa,T1,,4,4,1.0,460892,628819,21,103,21,103
2.0,bcb-smoke-20260721,T1_000012,pairs/T1_000012/LeftInput.java,pairs/T1_000012/RightInput.java,fb237f1b4b60e657a5695bbcc83350d917914c66940dc0cd2de57475f0d5d085,798e3dcc2f175767fa501f462a960bfd547f41e46e340c459967dd4d187386fa,T1,,4,4,1.0,161760,274159,21,103,21,103
2.0,bcb-smoke-20260721,T1_000013,pairs/T1_000013/LeftInput.java,pairs/T1_000013/RightInput.java,056d3b5315dcd61c5861e319422f963bcf8fcf855eac9ab380bd15535654ea8c,8a2c9985f582c07a2dc7a713563e49e847b783770ff33b4e2324180f1b9800f9,T1,,31,31,1.0,206077,238833,21,50,21,50
2.0,bcb-smoke-20260721,T1_000014,pairs/T1_000014/LeftInput.java,pairs/T1_000014/RightInput.java,3107748bed7ee994cb1728229d1f225c4423f8626108f1289d9cdb46768d4fb1,c1f60303b07d0302a90735b7cc0aa6c12c389ad2c80eaa824d6ba89ea7834fea,T1,,34,34,1.0,665895,893803,21,130,21,130
2.0,bcb-smoke-20260721,T1_000015,pairs/T1_000015/LeftInput.java,pairs/T1_000015/RightInput.java,cb712e8cbd9d51e8d9e503d12d590898bea7b0d25c6c53f498fa717049daa92d,f14b45fffb7e7f8b2f3daf551bd4314c6cb290cdc1f5553af6ddaac00ab9d506,T1,,40,40,1.0,81110,300282,21,46,21,46
2.0,bcb-smoke-20260721,T1_000016,pairs/T1_000016/LeftInput.java,pairs/T1_000016/RightInput.java,a8733b92b0b76dfacf530c8e09c3b6c8ca055d9f330dd3e08f87cc122346ce03,a5b32e23b7dde52b0abe1f548334a326785a11c0316623f15f7a2a46e90eb07d,T1,,4,4,1.0,7132185,14317425,21,47,21,47
2.0,bcb-smoke-20260721,T1_000017,pairs/T1_000017/LeftInput.java,pairs/T1_000017/RightInput.java,53f483f698ad273f5f7503f2ee4c7d5da3254fd34356aa8a1505f18ffd2adc78,e68db506acbcff1e2e585f612a3a4e2d91906bc25d59bdb2ea9d1144ce0226c0,T1,,4,4,1.0,272875,292999,21,40,21,40
2.0,bcb-smoke-20260721,T1_000018,pairs/T1_000018/LeftInput.java,pairs/T1_000018/RightInput.java,53f483f698ad273f5f7503f2ee4c7d5da3254fd34356aa8a1505f18ffd2adc78,e68db506acbcff1e2e585f612a3a4e2d91906bc25d59bdb2ea9d1144ce0226c0,T1,,4,4,1.0,431295,822452,21,40,21,40
2.0,bcb-smoke-20260721,T1_000019,pairs/T1_000019/LeftInput.java,pairs/T1_000019/RightInput.java,d1409148c0bedf1ef22100c72e0943bc7ee91078c9df39e7e5a154e93ce77dc0,a4266000f564a8050d3a624957763e13e3b8d8cacc10af2d1a6d2e06058b5603,T1,,27,27,1.0,355541,484445,21,33,21,33
2.0,bcb-smoke-20260721,T2_000000,pairs/T2_000000/LeftInput.java,pairs/T2_000000/RightInput.java,a8733b92b0b76dfacf530c8e09c3b6c8ca055d9f330dd3e08f87cc122346ce03,7116164b10cdbc89706587c8058359a09c45014957646e5d0f1a1120254f8e39,T2,,4,4,1.0,250595,16388708,21,47,21,47
2.0,bcb-smoke-20260721,T2_000001,pairs/T2_000001/LeftInput.java,pairs/T2_000001/RightInput.java,c878de3885b836183752499e3c81995204fa1b39ab8f95e8de3ca62d2adf5a94,1a7707377dc7e0568c565cf7ac8f9e83e37d0397c3a70f6ce546fdaeccfcc70b,T2,,3,3,1.0,15972030,22312282,21,55,21,55
2.0,bcb-smoke-20260721,T2_000002,pairs/T2_000002/LeftInput.java,pairs/T2_000002/RightInput.java,c267549ab641ac982708ad0784dd627ee1a5d8002c572027f3efb04e5f64acc8,a5b32e23b7dde52b0abe1f548334a326785a11c0316623f15f7a2a46e90eb07d,T2,,4,4,1.0,15571542,16388707,21,47,21,47
2.0,bcb-smoke-20260721,T2_000003,pairs/T2_000003/LeftInput.java,pairs/T2_000003/RightInput.java,c267549ab641ac982708ad0784dd627ee1a5d8002c572027f3efb04e5f64acc8,a5b32e23b7dde52b0abe1f548334a326785a11c0316623f15f7a2a46e90eb07d,T2,,4,4,1.0,2461169,2532321,21,47,21,47
2.0,bcb-smoke-20260721,T2_000004,pairs/T2_000004/LeftInput.java,pairs/T2_000004/RightInput.java,c267549ab641ac982708ad0784dd627ee1a5d8002c572027f3efb04e5f64acc8,a5b32e23b7dde52b0abe1f548334a326785a11c0316623f15f7a2a46e90eb07d,T2,,4,4,1.0,19142737,21488868,21,47,21,47
2.0,bcb-smoke-20260721,T2_000005,pairs/T2_000005/LeftInput.java,pairs/T2_000005/RightInput.java,a368bede78d564c6451934267eb134ac1d169a9e653d551d8cae36a9e1b44f49,394b3e1df17424fd588a319165fe4b0f8ff151e448831dac7f7afbfe9f1d7861,T2,,23,23,1.0,4442595,14996027,21,28,21,28
2.0,bcb-smoke-20260721,T2_000006,pairs/T2_000006/LeftInput.java,pairs/T2_000006/RightInput.java,a8733b92b0b76dfacf530c8e09c3b6c8ca055d9f330dd3e08f87cc122346ce03,7116164b10cdbc89706587c8058359a09c45014957646e5d0f1a1120254f8e39,T2,,4,4,1.0,2532321,9693857,21,47,21,47
2.0,bcb-smoke-20260721,T2_000007,pairs/T2_000007/LeftInput.java,pairs/T2_000007/RightInput.java,a8733b92b0b76dfacf530c8e09c3b6c8ca055d9f330dd3e08f87cc122346ce03,7116164b10cdbc89706587c8058359a09c45014957646e5d0f1a1120254f8e39,T2,,4,4,1.0,2532321,15571542,21,47,21,47
2.0,bcb-smoke-20260721,T2_000008,pairs/T2_000008/LeftInput.java,pairs/T2_000008/RightInput.java,a8733b92b0b76dfacf530c8e09c3b6c8ca055d9f330dd3e08f87cc122346ce03,7116164b10cdbc89706587c8058359a09c45014957646e5d0f1a1120254f8e39,T2,,4,4,1.0,411630,19142737,21,47,21,47
2.0,bcb-smoke-20260721,T2_000009,pairs/T2_000009/LeftInput.java,pairs/T2_000009/RightInput.java,c267549ab641ac982708ad0784dd627ee1a5d8002c572027f3efb04e5f64acc8,a5b32e23b7dde52b0abe1f548334a326785a11c0316623f15f7a2a46e90eb07d,T2,,4,4,1.0,367771,1458628,21,47,21,47
2.0,bcb-smoke-20260721,T2_000010,pairs/T2_000010/LeftInput.java,pairs/T2_000010/RightInput.java,a8733b92b0b76dfacf530c8e09c3b6c8ca055d9f330dd3e08f87cc122346ce03,7116164b10cdbc89706587c8058359a09c45014957646e5d0f1a1120254f8e39,T2,,4,4,1.0,11548510,13783899,21,47,21,47
2.0,bcb-smoke-20260721,T2_000011,pairs/T2_000011/LeftInput.java,pairs/T2_000011/RightInput.java,a8733b92b0b76dfacf530c8e09c3b6c8ca055d9f330dd3e08f87cc122346ce03,7116164b10cdbc89706587c8058359a09c45014957646e5d0f1a1120254f8e39,T2,,4,4,1.0,8793825,19912848,21,47,21,47
2.0,bcb-smoke-20260721,T2_000012,pairs/T2_000012/LeftInput.java,pairs/T2_000012/RightInput.java,a8733b92b0b76dfacf530c8e09c3b6c8ca055d9f330dd3e08f87cc122346ce03,7116164b10cdbc89706587c8058359a09c45014957646e5d0f1a1120254f8e39,T2,,4,4,1.0,9693856,21870537,21,47,21,47
2.0,bcb-smoke-20260721,T2_000013,pairs/T2_000013/LeftInput.java,pairs/T2_000013/RightInput.java,aef5b8ecbdea39aed31330e5bb7d84ac8ce6218e1ae2902d752ee7ee7086f40e,0d8d8f68153ba36755114084a74fcd3e0118c341d71e3a6dbd8fae1e527c2c5b,T2,,29,29,1.0,1403912,1403913,21,32,21,32
2.0,bcb-smoke-20260721,T2_000014,pairs/T2_000014/LeftInput.java,pairs/T2_000014/RightInput.java,7fb735340e2ca710bc2a4e19093430c404d3164b864057ff61cd74b3b8be6a7c,4955dbc978ddae3b84fa3988197f6499d7f5d86087d8f5f894b89c8b9a38338b,T2,,4,4,1.0,17984312,20544327,21,32,21,32
2.0,bcb-smoke-20260721,T2_000015,pairs/T2_000015/LeftInput.java,pairs/T2_000015/RightInput.java,c267549ab641ac982708ad0784dd627ee1a5d8002c572027f3efb04e5f64acc8,a5b32e23b7dde52b0abe1f548334a326785a11c0316623f15f7a2a46e90eb07d,T2,,4,4,1.0,411631,17456565,21,47,21,47
2.0,bcb-smoke-20260721,T2_000016,pairs/T2_000016/LeftInput.java,pairs/T2_000016/RightInput.java,c267549ab641ac982708ad0784dd627ee1a5d8002c572027f3efb04e5f64acc8,a5b32e23b7dde52b0abe1f548334a326785a11c0316623f15f7a2a46e90eb07d,T2,,4,4,1.0,2532322,6244936,21,47,21,47
2.0,bcb-smoke-20260721,T2_000017,pairs/T2_000017/LeftInput.java,pairs/T2_000017/RightInput.java,a8733b92b0b76dfacf530c8e09c3b6c8ca055d9f330dd3e08f87cc122346ce03,7116164b10cdbc89706587c8058359a09c45014957646e5d0f1a1120254f8e39,T2,,4,4,1.0,1421557,16351776,21,47,21,47
2.0,bcb-smoke-20260721,T2_000018,pairs/T2_000018/LeftInput.java,pairs/T2_000018/RightInput.java,a8733b92b0b76dfacf530c8e09c3b6c8ca055d9f330dd3e08f87cc122346ce03,7116164b10cdbc89706587c8058359a09c45014957646e5d0f1a1120254f8e39,T2,,4,4,1.0,367770,19584878,21,47,21,47
2.0,bcb-smoke-20260721,T2_000019,pairs/T2_000019/LeftInput.java,pairs/T2_000019/RightInput.java,737fdc1a7274f054b7e3c8fe3537150fb99a6208909bdbbdfd71909e8597c83e,1fc5991e2a209ec986400706526a4f229a8c28a4b3200e8038fcf61e7d0948cf,T2,,3,3,1.0,15894276,21827619,21,28,21,28
2.0,bcb-smoke-20260721,VST3_000000,pairs/VST3_000000/LeftInput.java,pairs/VST3_000000/RightInput.java,cce7eee0405d5b7aeb0fa0d1cfd4a2c4a3567ad38803df0ae4a9d0a6ebf60fe4,e867a71b933d08691a80430225b671dbba1f0bb99709b6917fd63e8fd02b04fa,T3,VST3,31,31,0.928571428571429,103227,103256,21,36,21,36
2.0,bcb-smoke-20260721,VST3_000001,pairs/VST3_000001/LeftInput.java,pairs/VST3_000001/RightInput.java,0c7fc7a9bf1f807d16b87f5cee4d88273948d695a35c088c7fdd609e2a030d9e,2f0c0e4c730d933d309055eb4352b78cce3cd00ed3ad9c055ea2356d90db6190,T3,VST3,35,35,0.9921875,271634,427711,21,134,21,134
2.0,bcb-smoke-20260721,VST3_000002,pairs/VST3_000002/LeftInput.java,pairs/VST3_000002/RightInput.java,a8733b92b0b76dfacf530c8e09c3b6c8ca055d9f330dd3e08f87cc122346ce03,9c158c591e927f617c7e4f6854f76866a65f061450a1e06fbd2711ef77844c34,T3,VST3,4,4,0.962962962962963,16466519,19643372,21,47,21,47
2.0,bcb-smoke-20260721,VST3_000003,pairs/VST3_000003/LeftInput.java,pairs/VST3_000003/RightInput.java,74254062c7ec8b8faa2ed915d3145c31376385817f54da27ec049211051b9bd2,b40e0f60929316060ed8d12b2dbc768c7560cb823ba35917286f1752608127a7,T3,VST3,41,41,0.916666666666667,3618819,13811176,21,30,21,30
2.0,bcb-smoke-20260721,VST3_000004,pairs/VST3_000004/LeftInput.java,pairs/VST3_000004/RightInput.java,3a239bf2a46bb4f91a2668a4a9a03f721d1e2a9a149649aa913f977217f8c1a2,2f0c0e4c730d933d309055eb4352b78cce3cd00ed3ad9c055ea2356d90db6190,T3,VST3,35,35,0.953125,232887,420464,21,134,21,134
2.0,bcb-smoke-20260721,VST3_000005,pairs/VST3_000005/LeftInput.java,pairs/VST3_000005/RightInput.java,3107748bed7ee994cb1728229d1f225c4423f8626108f1289d9cdb46768d4fb1,e6452183a82a8d3aa0de297a6bd9fe9b303beea75fea20c3c1d3dc273c73e7a5,T3,VST3,34,34,0.991452991452991,92425,223122,21,130,21,130
2.0,bcb-smoke-20260721,VST3_000006,pairs/VST3_000006/LeftInput.java,pairs/VST3_000006/RightInput.java,d761ff883ad4d590f2f46a5a6649bf252a914fcf6672c26570d82a1b82504cbe,c0f423296e535a1b2ac5a9f5fec34bbe3607cb5dae7fed7cdfe65966734ebd8e,T3,VST3,4,4,0.947368421052632,13289545,20085210,21,39,21,39
2.0,bcb-smoke-20260721,VST3_000007,pairs/VST3_000007/LeftInput.java,pairs/VST3_000007/RightInput.java,8668f6d90220c284ae70caccc0830d7cf0de3a1473dcefa9b6f8c8ec82032e72,3dc00297d2b77d4a45fbfd59d7a2567d1fd826657d00d0f253df3fee7e5d447f,T3,VST3,4,4,0.909090909090909,1624010,3318214,21,30,21,30
2.0,bcb-smoke-20260721,VST3_000008,pairs/VST3_000008/LeftInput.java,pairs/VST3_000008/RightInput.java,57cc51d8cfee9b054e46fe7bd633f96e840437736aabe693f928e490df757c0d,570e1ff3870883b268822491eb0ebefba0cc5aa470bafb896eaff66a7900a32f,T3,VST3,14,14,0.933333333333333,17857163,18690714,21,31,21,31
2.0,bcb-smoke-20260721,VST3_000009,pairs/VST3_000009/LeftInput.java,pairs/VST3_000009/RightInput.java,7f28af5fcbc82add7104a339aab3427fbfef9c03bdec43d8dc503d03d5d164b0,7fdaa94270737140b6f8fbf70b2e0f3bdb1c41fa938c793273792bbb2b76138f,T3,VST3,41,41,0.991379310344828,18407593,20780880,21,119,21,120
2.0,bcb-smoke-20260721,VST3_000010,pairs/VST3_000010/LeftInput.java,pairs/VST3_000010/RightInput.java,a8733b92b0b76dfacf530c8e09c3b6c8ca055d9f330dd3e08f87cc122346ce03,9c158c591e927f617c7e4f6854f76866a65f061450a1e06fbd2711ef77844c34,T3,VST3,4,4,0.962962962962963,948486,19643372,21,47,21,47
2.0,bcb-smoke-20260721,VST3_000011,pairs/VST3_000011/LeftInput.java,pairs/VST3_000011/RightInput.java,70df9d91c1a9523f6840d6ae7264cad927d87f43cba8354a6fbb27fce56da617,84d5803ad6c0cb2a07df50d91bae9b740cc55958fa71073206344d8f737763fc,T3,VST3,28,28,0.954545454545455,70168,121740,21,41,21,41
2.0,bcb-smoke-20260721,VST3_000012,pairs/VST3_000012/LeftInput.java,pairs/VST3_000012/RightInput.java,0fcbe2c2734c66b0be4cbd2923624356c6627ab2697755ec55246b0752505a26,55502658dcbb1fdc7343095577c91ec12de6462fdb5bb3b47d98e5d1c9afe029,T3,VST3,4,4,0.941176470588235,4456641,15445861,21,34,21,34
2.0,bcb-smoke-20260721,VST3_000013,pairs/VST3_000013/LeftInput.java,pairs/VST3_000013/RightInput.java,eed0b5aa4e0bad726d94394bf786ab000dff1882bc052bd52e1ee9f2a654a64f,7616682e9f0509dd1f097d52d3ba265370b3634940d67eda1628b2e8be87fed1,T3,VST3,35,35,0.954545454545455,443521,897854,21,36,21,36
2.0,bcb-smoke-20260721,VST3_000014,pairs/VST3_000014/LeftInput.java,pairs/VST3_000014/RightInput.java,8085dcccfd061d4a490bbf6fac834301bc1b7d6d3a50af7d4db485d7e437e209,ca9b947b43c101f2aab045771ef523ef13f1fcb1fa61266659b56ca443d27c34,T3,VST3,30,30,0.930327868852459,12366684,12812159,21,53,21,55
2.0,bcb-smoke-20260721,VST3_000015,pairs/VST3_000015/LeftInput.java,pairs/VST3_000015/RightInput.java,75bba83c9ad7ff69a373a8a10acea97da1ca113fc0ffc621fcbe63844fd1998c,1a7707377dc7e0568c565cf7ac8f9e83e37d0397c3a70f6ce546fdaeccfcc70b,T3,VST3,3,3,0.972972972972973,17787699,20378673,21,55,21,55
2.0,bcb-smoke-20260721,VST3_000016,pairs/VST3_000016/LeftInput.java,pairs/VST3_000016/RightInput.java,05c832b0bb869ff66525916a49559ab3f274e6321fd1df8aaba1e652943592fa,7321bed689d45a53ae9380e67429e45d8006a4ade5937695314bd85edcda56f5,T3,VST3,35,35,0.92,957614,1990444,21,120,21,120
2.0,bcb-smoke-20260721,VST3_000017,pairs/VST3_000017/LeftInput.java,pairs/VST3_000017/RightInput.java,3107748bed7ee994cb1728229d1f225c4423f8626108f1289d9cdb46768d4fb1,e6452183a82a8d3aa0de297a6bd9fe9b303beea75fea20c3c1d3dc273c73e7a5,T3,VST3,34,34,0.991452991452991,52962,338353,21,130,21,130
2.0,bcb-smoke-20260721,VST3_000018,pairs/VST3_000018/LeftInput.java,pairs/VST3_000018/RightInput.java,3a239bf2a46bb4f91a2668a4a9a03f721d1e2a9a149649aa913f977217f8c1a2,2f0c0e4c730d933d309055eb4352b78cce3cd00ed3ad9c055ea2356d90db6190,T3,VST3,35,35,0.953125,414323,719027,21,134,21,134
2.0,bcb-smoke-20260721,VST3_000019,pairs/VST3_000019/LeftInput.java,pairs/VST3_000019/RightInput.java,6922eee7aa28958fde81e339a399b04cdc676ceb91e7c24aa5cc7f3359bb30bf,d60ad118ab323a7ccb7177ed1c27573acdef479f4b94f7e18227ac5f167ee040,T3,VST3,35,35,0.9921875,35511,501547,21,134,21,134
