pair_id,region_index,expected,operator,analysis_mode,status,left_begin,left_end,right_begin,right_end,detected,primary_type,type_correct,coverage_min,precision_min,iou_min,box_coverage_min,box_precision_min,box_iou_min,box_detected,predictions
R00081,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,174,179,174,179,True,T3,True,1.0,0.0451,0.0451,1.0,0.0258,0.0258,True,1
R00082,0,T2,rename_local_x4,SOURCE_PLUS_WALA_SMT,ok,34,49,34,49,True,T2,True,0.9375,0.7143,0.6818,1.0,0.64,0.64,True,24
R00082,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,248,253,248,254,True,T3,True,0.8333,0.3125,0.2941,1.0,0.3,0.3,True,24
R00083,0,T2,rename_local_x5,SOURCE_PLUS_WALA_SMT,ok,19,24,19,24,True,T3,False,1.0,0.1364,0.1364,1.0,0.0896,0.0896,True,2
R00083,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,47,55,47,55,True,T3,True,1.0,0.2045,0.2045,1.0,0.1343,0.1343,True,2
R00084,0,T2,rename_local_x4,SOURCE_PLUS_WALA_SMT,ok,11,30,11,30,True,T3,False,1.0,0.4348,0.4348,1.0,0.4348,0.4348,True,1
R00084,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,36,45,36,45,True,T3,True,1.0,0.2174,0.2174,1.0,0.2174,0.2174,True,1
R00085,0,T2,rename_local_x3,SOURCE_PLUS_WALA_SMT,ok,16,28,16,28,True,T3,False,1.0,0.1262,0.1262,1.0,0.089,0.089,True,1
R00085,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,99,105,99,105,True,T3,True,1.0,0.068,0.068,1.0,0.0479,0.0479,True,1
R00086,0,T2,rename_local_x2,SOURCE_PLUS_WALA_SMT,ok,6,19,6,19,True,T2,True,1.0,0.6667,0.6667,1.0,0.6667,0.6667,True,2
R00086,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,34,49,34,50,True,T3,True,1.0,0.6667,0.6667,1.0,0.6667,0.6667,True,2
R00087,0,T2,rename_local_x1,SOURCE_PLUS_WALA_SMT,ok,15,21,15,21,True,T3,False,1.0,0.1892,0.1892,1.0,0.1522,0.1522,True,2
R00087,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,27,39,27,40,True,T3,True,1.0,0.3611,0.3611,1.0,0.2889,0.2889,True,2
R00088,0,T2,rename_local_x1,SOURCE_PLUS_WALA_SMT,ok,7,12,7,12,True,T3,False,0.8333,0.2083,0.2,1.0,0.1818,0.1818,True,1
R00088,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,28,33,28,34,True,T3,True,0.8333,0.2174,0.2083,1.0,0.1875,0.1875,True,1
R00089,0,T2,rename_local_x2,SOURCE_PLUS_WALA_SMT,ok,7,14,7,14,True,T3,False,1.0,0.2424,0.2424,1.0,0.2222,0.2222,True,1
R00089,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,19,32,19,32,True,T3,True,1.0,0.4242,0.4242,1.0,0.3889,0.3889,True,1
R00090,0,T2,rename_local_x2,SOURCE_PLUS_WALA_SMT,ok,135,141,135,141,True,T3,False,0.8571,0.087,0.0857,1.0,0.0355,0.0355,True,2
R00090,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,150,155,150,156,True,T3,True,1.0,0.0882,0.0882,1.0,0.0306,0.0306,True,2
R00091,0,T2,rename_local_x2,SOURCE_PLUS_WALA_SMT,ok,16,21,16,21,True,T3,False,0.8333,0.2273,0.2174,1.0,0.1935,0.1935,True,1
R00091,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,30,37,30,38,True,T3,True,0.75,0.2857,0.2609,1.0,0.2667,0.2667,True,1
R00092,0,T2,rename_local_x1,SOURCE_PLUS_WALA_SMT,ok,7,13,7,13,True,T3,False,1.0,0.25,0.25,1.0,0.25,0.25,True,1
R00092,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,20,25,20,25,True,T3,True,1.0,0.2143,0.2143,1.0,0.2143,0.2143,True,1
R00093,0,T2,rename_local_x1,SOURCE_PLUS_WALA_SMT,ok,29,35,29,35,True,T2,True,1.0,0.2188,0.2188,1.0,0.2188,0.2188,True,2
R00093,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,71,77,71,77,True,T3,True,1.0,0.2692,0.2692,1.0,0.2692,0.2692,True,2
R00094,0,T2,rename_local_x1,SOURCE_PLUS_WALA_SMT,ok,74,79,74,79,True,T3,False,0.8333,0.1111,0.1087,1.0,0.0682,0.0682,True,1
R00094,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,86,92,86,92,True,T3,True,1.0,0.1556,0.1556,1.0,0.0795,0.0795,True,1
R00095,0,T2,rename_local_x1,SOURCE_PLUS_WALA_SMT,ok,44,51,44,51,True,T3,False,1.0,0.0964,0.0964,1.0,0.0523,0.0523,True,1
R00095,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,115,121,115,122,True,T3,True,1.0,0.0854,0.0854,1.0,0.0461,0.0461,True,1
R00096,0,T2,rename_local_x1,SOURCE_PLUS_WALA_SMT,ok,6,11,6,11,False,,False,0.6667,0.1053,0.1,1.0,0.15,0.15,True,1
R00096,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,19,41,19,41,True,T3,True,1.0,0.6053,0.6053,1.0,0.575,0.575,True,1
R00097,0,T2,rename_local_x4,SOURCE_PLUS_WALA_SMT,ok,8,14,8,14,True,T3,False,1.0,0.0614,0.0614,1.0,0.022,0.022,True,1
R00097,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,231,236,231,237,True,T3,True,1.0,0.0531,0.0531,1.0,0.0189,0.0189,True,1
R00098,0,T2,rename_local_x1,SOURCE_PLUS_WALA_SMT,ok,7,12,7,12,True,T3,False,1.0,0.1765,0.1765,1.0,0.1765,0.1765,True,1
R00098,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,19,24,19,24,True,T3,True,1.0,0.1765,0.1765,1.0,0.1765,0.1765,True,1
R00099,0,T2,rename_local_x2,SOURCE_PLUS_WALA_SMT,ok,9,14,9,14,True,T3,False,1.0,0.0659,0.0659,1.0,0.042,0.042,True,1
R00099,1,T3,insert_statement,SOURCE_PLUS_WALA_SMT,ok,83,88,83,88,True,T3,True,1.0,0.0659,0.0659,1.0,0.042,0.042,True,1
